Character,Series,Description,Profile,Image
Juri (Street Fighter),Street Fighter,"Juri Han (ハン・ジュリ, Han Juri, Korean: 한주리; 韓蛛俐), is a fictional character in the Street Fighter series. She is a South Korean fighter who first appears in Super Street Fighter IV. She is a member of the organization S.I.N. and an underling to Street Fighter IV antagonist Seth.Juri first originated as a suggestion to introduce a female Korean character in the Street Fighter series and the development team went through 400-500 ideas before they decided on Juri. She is the first practitioner of taekwondo and the first Korean character in the series. Juri has been described as ""sultry"", ""provocative"" and ""sex-crazed"", and she is unique within the series due to her practice of taekwondo.",http://en.wikipedia.org/wiki/Juri_(Street_Fighter),//upload.wikimedia.org/wikipedia/en/thumb/3/37/Juri.png/250px-Juri.png
Hitomi (Dead or Alive),Dead or Alive,Hitomi (ヒトミ) is a player character in the Dead or Alive fighting game series by Team Ninja and Tecmo (Tecmo Koei). She was introduced in Dead or Alive 3 in 2001.,http://en.wikipedia.org/wiki/Hitomi_(Dead_or_Alive),//upload.wikimedia.org/wikipedia/en/thumb/3/3d/Hitomi_%28Dead_or_Alive%29.png/220px-Hitomi_%28Dead_or_Alive%29.png
Chell,Portal,Chell is a fictional character in the Portal video game series developed by Valve Corporation. She appears in both Portal and Portal 2 as the main player character.,http://en.wikipedia.org/wiki/Chell_(Portal),//upload.wikimedia.org/wikipedia/en/thumb/4/40/Chell.png/220px-Chell.png
Rikku,Final Fantasy,"Rikku (リュック, Ryukku) is a player character in the Final Fantasy series, where she is a playable protagonist of both Final Fantasy X and X-2. Rikku was introduced in the beginning of Final Fantasy X by providing assistance to the main character Tidus and later became the last character to join Yuna's entourage of guardians in a quest to defeat Sin. Rikku is of the fictional Al Bhed ethnicity and is Yuna's cousin. Her character class is most similar to that of the Thief from earlier Final Fantasy titles, combined with the Chemist class. Rikku returned in Final Fantasy X-2 as one of the game's protagonists. Rikku was designed by Tetsuya Nomura, who also designed other characters from Final Fantasy X and X-2. She is voiced by Marika Matsumoto in the Japanese version and by Tara Strong in English. Rikku also appears in Kingdom Hearts II and Itadaki Street Special and was well received by critics and fans.",http://en.wikipedia.org/wiki/Rikku,//upload.wikimedia.org/wikipedia/en/thumb/4/44/Rikku.png/190px-Rikku.png
Clementine (The Walking Dead),The Walking Dead,"Clementine is a character introduced as one of the main non-playable characters in Telltale Games' The Walking Dead episodic adventure video game, a spin-off of the Robert Kirkman comic of the same name. She is voiced by Melissa Hutchison and was written by several people, including Gary Whitta. The second season of the game features Clementine as the lead character.Clementine is a young 8-year-old girl living with her parents in an Atlanta suburb. While her parents were away, she was forced to join a group of survivors in an effort to find safety in midst of a zombie apocalypse. Through the plot, Clementine develops a strong bond with the player-protagonist Lee Everett, a former fugitive who becomes her new guardian. Being one of the first elements created for the game, Clementine was designed to act as a moral compass for the player in addition to an influence on the player's decisions, to which the player would have to reflect upon.Clementine was considered an emotional centerpiece of the The Walking Dead game, and several journalists expressed caring for her fate in a way that few other games have been able to capture.",http://en.wikipedia.org/wiki/Clementine_(The_Walking_Dead),//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Clementine_walking_dead.png/250px-Clementine_walking_dead.png
EVA (Metal Gear),Metal Gear,"EVA is a fictional character from Konami's Metal Gear series. Created by Hideo Kojima, EVA is introduced in Metal Gear Solid 3: Snake Eater in 2004.",http://en.wikipedia.org/wiki/EVA_(Metal_Gear),//upload.wikimedia.org/wikipedia/en/thumb/4/4f/EVA_%28Metal_Gear%29.png/200px-EVA_%28Metal_Gear%29.png
Momiji (Ninja Gaiden),Ninja Gaiden,"Momiji (紅葉?) (meaning Japanese maple ) is fictional character from the Ninja Gaiden series of video games by Team Ninja and Tecmo. She is a ninja shrine maiden and an apprentice and team mate of the series' protagonist Ryu Hayabusa, who was introduced as a supporting playable character in 2004's action game Ninja Gaiden: Dragon Sword. Momiji later returned in this role in Ninja Gaiden Sigma 2 (including their Plus ports for the PlayStation Vita ) and Ninja Gaiden 3: Razor's Edge, and is also available in Musou Orochi 2 Special, Dead or Alive 5 Ultimate and Warriors Orochi 3 Hyper. The character was generally well received by the series' fans and game critics.",http://en.wikipedia.org/wiki/Momiji_(Ninja_Gaiden),//upload.wikimedia.org/wikipedia/en/thumb/4/4f/Momiji_NG3RE.png/256px-Momiji_NG3RE.png
Taki (Soul Calibur),Soul,"Taki (タキ,Taki?, also written as 多喜) is a fictional character in the Soul series of historical fantasy fighting games by Namco. Taki is a 16th-century Japanese demon huntress and a runaway kunoichi (female ninja ) who is traveling the world on a quest to destroy an evil sword known as Soul Edge. She was voiced by Fujiko Takimoto and Sachiko Kojima in Japanese, and by Desirée Goyette and Cynthia Holloway in English.",http://en.wikipedia.org/wiki/Taki_(Soulcalibur),//upload.wikimedia.org/wikipedia/en/thumb/5/50/Taki_Soulcalibur_IV.png/256px-Taki_Soulcalibur_IV.png
Jill Valentine,Resident Evil,"Jill Valentine (ジル・バレンタイン, Jiru Barentain) is a fictional character in the Resident Evil (Biohazard in Japan) horror franchise by Capcom. Jill made her debut appearance in 1996 as one of the protagonists of the original Resident Evil game, in which she is a member of the U.S. special police unit STARS trapped in a mysterious mansion along with her team partner Chris Redfield. During the events of Resident Evil 3: Nemesis, Resident Evil: The Umbrella Chronicles, Resident Evil 5 and Resident Evil: Revelations, she escapes from a city overrun by zombies and eventually becomes a founding member and key field operative of the paramilitary organization BSAA, reuniting with Chris. The games put her in a conflict against the shadowy company Umbrella Corporation and its splinter groups.Jill has gained great popularity and was met with generally very favorable critical reception, being widely regarded as one of the most attractive women characters and best female protagonists in video games, and has also sparked some popular video game memes. The film series' version of Jill was portrayed by Sienna Guillory and based off the game character's various incarnations. She was introduced as a co-protagonist of Resident Evil: Apocalypse, made a brief appearance in Resident Evil: Afterlife, and returned as the main antagonist of Resident Evil: Retribution.",http://en.wikipedia.org/wiki/Jill_Valentine,//upload.wikimedia.org/wikipedia/en/thumb/5/54/Jill_Valentine.png/210px-Jill_Valentine.png
SHODAN,System Shock,SHODAN (Sentient Hyper-Optimized Data Access Network) is a fictional artificial intelligence and the main antagonist of the cyberpunk-horror themed action role-playing video games System Shock and System Shock 2.,http://en.wikipedia.org/wiki/SHODAN,//upload.wikimedia.org/wikipedia/en/thumb/5/55/SHODAN_hires.jpg/250px-SHODAN_hires.jpg
Chai Xianghua (Soul Calibur),Soul,"Chai Xianghua (柴香華（チャイ・シャンファ）,Chai Shanfa?, pinyin: Chái Xiānghuá), better known as just Xianghua, is a fictional character in the Soul series of historical fantasy fighting games by Namco who was introduced in Soulcalibur in 1998.",http://en.wikipedia.org/wiki/Chai_Xianghua,//upload.wikimedia.org/wikipedia/en/thumb/5/57/Chai_Xianghua.png/225px-Chai_Xianghua.png
Etna (Disgaea),Disgaea,Etna is a fictional character who appears in the Disgaea series of video games.,http://en.wikipedia.org/wiki/Etna_(Disgaea),//upload.wikimedia.org/wikipedia/en/thumb/5/57/Etna_%28Disgaea%29.png/235px-Etna_%28Disgaea%29.png
Mileena (Mortal Kombat),Mortal Kombat,"Mileena [note 1] is a player and one-time boss character from the Mortal Kombat series of fighting video games. Since her introduction as Kitana s palette swap for Mortal Kombat II in 1993, Mileena has gained significant popularity and became one of the series' most iconic characters. She was a central character to the plot of the game Mortal Kombat: Deception and has often appeared in Mortal Kombat merchandise and was also extensively used to promote later games in the series as its semi-ironic designated sex symbol. In the various other media in the franchise, however, her appearances have been relatively rare and minor as compared to these of Kitana.",http://en.wikipedia.org/wiki/Mileena,//upload.wikimedia.org/wikipedia/en/thumb/5/58/Mileena_MK9.png/220px-Mileena_MK9.png
Annah-of-the-Shadows,Planescape,"Annah-of-the-Shadows, also known just as Annah, is a player character in the 1999 role-playing video game Planescape: Torment. She is one of the companions of the protagonist The Nameless One.",http://en.wikipedia.org/wiki/Annah-of-the-Shadows,//upload.wikimedia.org/wikipedia/en/thumb/5/59/Annah-of-the-Shadows_concept.png/230px-Annah-of-the-Shadows_concept.png
Talim (Soul Calibur),Soul,"Talim (タリム,Tarimu?) is a fictional character in the Soul series of fighting games. Created by Namco s Project Soul division, she first appeared in Soulcalibur II, followed by Soulcalibur III and Soulcalibur IV .",http://en.wikipedia.org/wiki/Talim,//upload.wikimedia.org/wikipedia/en/thumb/5/5e/Talim_SCII.png/165px-Talim_SCII.png
Morrigan Aensland,Darkstalkers,"Morrigan Aensland (Japanese: モリガン・アーンスランド, Hepburn: Morigan Ānsurando) is a video game character from the Darkstalkers series of fighting games developed by Capcom. She was introduced in the 1994 game Darkstalkers: The Night Warriors, and has since appeared in every game in the series, as well as in multiple video games outside the Darkstalkers franchise.Widely perceived as the most popular Darkstalkers character and one of Capcom's flagship characters, Morrigan is a succubus who is very vain and lives for little more than the excitement of battle. Though her rival Demitri is officially the series' main character, it has often been suggested and implied that Morrigan holds this distinction instead, due to her importance in the overall story as well as her many appearances outside of her game series.",http://en.wikipedia.org/wiki/Morrigan_Aensland,//upload.wikimedia.org/wikipedia/en/thumb/6/64/Morrigan%28Darkstalkers%29.png/250px-Morrigan%28Darkstalkers%29.png
Tira (Soulcalibur),Soul,"Tira is a fictional character in the Soul series of video games. She was created by Namco's Project Soul division. Tira was originally introduced in Soulcalibur III and has returned in Soulcalibur IV and Soulcalibur V. A mentally unstable young woman, Tira is a former member of an assassination guild, the Bird of Passage, who left the group due to her state, eventually becoming a loyal servant of the cursed sword, Soul Edge, and its wielder, Nightmare. While originally only having a case of split personality, the influence of Soul Edge and its counterpart, Soul Calibur, breaks Tira's mind even further that she currently possesses two different personalities: jolly and gloomy. The character is positively received by the public, often noted for her unique style of clothing and sexual appeal, although her fighting style has received mixed reception, with some citating it difficult to control. Tira's likeness has been also used on various merchandise related to the series.",http://en.wikipedia.org/wiki/Tira_(Soulcalibur),//upload.wikimedia.org/wikipedia/en/thumb/6/67/Tira-soul3art.png/235px-Tira-soul3art.png
Rachel (Ninja Gaiden),Ninja Gaiden,"Rachel (レイチェル, Reicheru) is fictional character from the Ninja Gaiden series of video games by Team Ninja and Tecmo, introduced in Ninja Gaiden in 2004, where she is a sidekick type non-playable character. Rachel is playable in Ninja Gaiden Sigma and Ninja Gaiden Sigma 2, as well as in Musou Orochi 2 Special and Dead or Alive 5 Ultimate.",http://en.wikipedia.org/wiki/Rachel_(Ninja_Gaiden),//upload.wikimedia.org/wikipedia/en/thumb/6/6b/Rachel_%28Ninja_Gaiden%29.png/265px-Rachel_%28Ninja_Gaiden%29.png
Tina Armstrong,Dead or Alive,"Tina Armstrong (ティナ・アームストロング, Tina Āmusutorongu) is a player character in the Dead or Alive fighting game series by Team Ninja and Tecmo (Tecmo Koei). She was introduced in the original Dead or Alive in 1996.",http://en.wikipedia.org/wiki/Tina_Armstrong,//upload.wikimedia.org/wikipedia/en/thumb/7/70/Tina_Armstrong.png/220px-Tina_Armstrong.png
Mona Sax (character),Max Payne,"Mona Sax is a fictional character in the neo-noir media franchise Max Payne, where she represents the femme fatale archetype. Mona is a mysterious contract killer in a dangerous relationship with the series' titular protagonist, the policeman-turned- vigilante Max Payne. The character was portrayed by Kathy Tong and voiced by Julia Murney and Wendy Hoopes in the video games, and was played by Mila Kunis in the film adaptation.",http://en.wikipedia.org/wiki/Mona_Sax,//upload.wikimedia.org/wikipedia/en/thumb/7/7a/Mona_Sax_MP2.jpg/225px-Mona_Sax_MP2.jpg
Aya Brea,Parasite Eve,"Aya Brea is a player character and main protagonist in the Parasite Eve series of science fiction horror video games by Square and Square Enix. She was first introduced in the 1998 action role-playing game Parasite Eve, later returning in Parasite Eve II in 2000, and The 3rd Birthday in 2010. The character was well received by critics.",http://en.wikipedia.org/wiki/Aya_Brea,//upload.wikimedia.org/wikipedia/en/thumb/7/7b/Aya_Brea_CG_render.PNG/140px-Aya_Brea_CG_render.PNG
Alisa Bosconovitch,Tekken,"Alisa Bosconovitch (Japanese: アリサ・ボスコノビッチ, Hepburn: Arisa Bosukonobicchi, Russian: Алиса Босконович) is a video game character from the Tekken series developed by Namco Bandai Games, first appearing in Tekken 6: Bloodline Rebellion. Created by Dr. Bosconovitch, Alisa is an android with detachable body parts. She and Lars Alexandersson are the main protagonists of the console versions of that game's Scenario Campaign mode. Her surname is commonly misspelled as ""Boskonovitch"", due to the fact that her creator's surname is spelled that way.",http://en.wikipedia.org/wiki/Alisa_Bosconovitch,//upload.wikimedia.org/wikipedia/en/thumb/7/7d/Alisa_Bosconovitch_TTT2.png/225px-Alisa_Bosconovitch_TTT2.png
Asuka Kazama,Tekken,"Asuka Kazama (Japanese: 風間 飛鳥, Hepburn: Kazama Asuka) is a video game character in the Tekken video game series by Namco Bandai Games. Introduced in Tekken 5 in 2004, Asuka Kazama is a brash and hot-headed Japanese teenager who is best known for her rivalry against fellow teenager Lili. Through her father, she is also related to both Jun Kazama and her son, Jin Kazama, although these relationships are rarely touched upon in the series.",http://en.wikipedia.org/wiki/Asuka_Kazama,//upload.wikimedia.org/wikipedia/en/thumb/7/7d/Asuka-Kazama.png/200px-Asuka-Kazama.png
Ibuki (Street Fighter),Street Fighter,"Ibuki (いぶき, Ibuki, also written as 息吹) is a fictional character from the Street Fighter fighting game franchise by Capcom, in which she is a young female ninja-in-training who seeks to live the normal life of a modern teenager. Ibuki has become one of the most popular Street Fighter female characters and is regarded by some as one of the top ninja characters in gaming.Ibuki and Elena were the lone female fighters in the Street Fighter III sub-series until they were joined by Makoto and Chun-Li in Street Fighter III: 3rd Strike. After a few appearances in other games, Ibuki returned to the series in Super Street Fighter IV and is one of the characters representing Street Fighter in Street Fighter X Tekken. She also received her own comic book miniseries.",http://en.wikipedia.org/wiki/Ibuki_(Street_Fighter),//upload.wikimedia.org/wikipedia/en/thumb/8/85/Ibuki_%28Street_Fighter%29.png/255px-Ibuki_%28Street_Fighter%29.png
Rose (Street Fighter),Street Fighter,"Rose (ローズ, Rōzu) is a character in the Street Fighter series of video games. First introduced in Street Fighter Alpha, Rose is a fortune teller who wields a pure energy known as Soul Power. She was the third female character to appear in the Street Fighter series, after Chun-Li and Cammy.",http://en.wikipedia.org/wiki/Rose_(Street_Fighter),//upload.wikimedia.org/wikipedia/en/thumb/8/86/Rose_%28Street_Fighter%29.png/250px-Rose_%28Street_Fighter%29.png
Maki Genryusai,"Final Fight, Street Fighter","Maki Genryusai (源柳斉 真紀, Genryūsai Maki), more commonly known simply as Maki (マキ), is a fictional character in the Final Fight and Street Fighter video game series. She has originally appeared in the 1993 beat 'em up Final Fight 2 as a younger sister of Guy's fiancee and one of the game's protagonist characters. Like Guy, Maki is also trained in the Bushin style of ninjutsu and uses many of the same abilities and techniques.In her original Japanese backstory, Maki is a fierce ex-leader of a youth motorcycle gang, but this was censored in the English version of the game. She was well received by critics and fans alike, and remains the only original character from the SNES Final Fight games to make comeback appearances in the later titles in and outside the series, notably in Capcom vs. SNK 2.",http://en.wikipedia.org/wiki/Maki_Genryusai,//upload.wikimedia.org/wikipedia/en/thumb/8/89/Maki_Genryusai.png/234px-Maki_Genryusai.png
Sonya Blade,Mortal Kombat,"Sonya Blade is a video game character from the Mortal Kombat series. Debuting in the original Mortal Kombat game from 1992, she was a late addition to the game as developers decided deep into the development cycle that the game needed a female character. In the series canon she is an officer of the United States Special Forces and later of a specialized U.S. government agency. Her goal in most of the games is to pursue and capture Kano, as well as eliminate his criminal syndicate, the Black Dragon. In later games she is joined in this effort by her comrade Jax.One of the original seven player characters of the Mortal Kombat franchise, Sonya has featured in almost all of the games since her inception. She has also appeared in alternate MK media such as the two live-action films; the animated series Mortal Kombat: Defenders of the Realm and the web series Mortal Kombat: Legacy; and print media such as the 1995 Mortal Kombat novel and the Malibu comic series, in addition to some official merchandise.",http://en.wikipedia.org/wiki/Sonya_Blade,//upload.wikimedia.org/wikipedia/en/thumb/8/8c/Sonyablade-render.png/220px-Sonyablade-render.png
Elexis Sinclaire,SiN,"Elexis Sinclaire is a fictional character in the SiN first-person shooter video game series by Ritual Entertainment. Elexis is the main antagonist character in the cyberpunk-themed SiN series, where she a rich and powerful mad scientist who is secretly engaged in organized crime and planning to make a forced evolutionary change to the human race, and enemy of the protagonist character, private security force commander John R. Blade. She was introduced in the game SiN in 1998.Elexis is also the main antagonist in Sin: The Movie, an anime film produced by ADV Films along with Ritual Entertainment. In the 2006 game SiN Episodes, her design was based on the model Bianca Beauchamp. Elexis is often perceived as one of the most sexual (either sexiest or most sexualized) female characters in video gaming. As such, she received a polarized but mostly positive critical reception.",http://en.wikipedia.org/wiki/Elexis_Sinclaire,//upload.wikimedia.org/wikipedia/en/thumb/8/8d/Elexis_Sinclaire.jpg/250px-Elexis_Sinclaire.jpg
Ling Xiaoyu,Tekken,"Ling Xiaoyu (Chinese: 凌 曉雨 Pinyin: Líng Xiǎoyǔ, Japanese: リン・シャオユウ Rin Shaoyū) is a fictional character from the Tekken video game series by Namco Bandai Games. She made her debut in Tekken 3 in 1997 and has since appeared in every subsequent game in the series. She is a cheerful Chinese teenager who is better known as the high school friend of the series main character, Jin Kazama and serves as the supporting character in the story, mainly trying to interfere with the affairs of the increasingly more corrupt Mishima family.Xiaoyu is among the fastest characters in the Tekken series and practices Baguazhang, as well as other Chinese martial arts. She made her debut in Tekken 3 at the age of 16, making her the youngest human character at the time, until the introduction of Lili in Tekken 5: Dark Resurrection, who was also 16 at the time of that game. Xiaoyu has placed in multiple ""hottest character"" lists and has been said to represent strong female characters in video games.",http://en.wikipedia.org/wiki/Ling_Xiaoyu,//upload.wikimedia.org/wikipedia/en/thumb/9/98/Ling_Xiaoyu.png/235px-Ling_Xiaoyu.png
Sheva Alomar,Resident Evil,"Sheva Alomar (シェバ・アローマ, Sheba Arōma) is a fictional character in the Resident Evil horror video series by Capcom. She was introduced in 2008's Resident Evil 5 as a native African operative of the Bioterrorism Security Assessment Alliance (BSAA) and a new partner of the series' veteran Chris Redfield. The character was met with mostly very positive reception, but did not return in any installment of the series since.",http://en.wikipedia.org/wiki/Sheva_Alomar,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/Sheva_Alomar.png/210px-Sheva_Alomar.png
Tali'Zorah,Mass Effect,"Tali'Zorah is a fictional character of the quarian alien race in BioWare's Mass Effect franchise, who serves as a party member (or ""squadmate"") in all three games in the Mass Effect trilogy. Within the series, she is a skilled technician and the daughter of Rael'Zorah, a member of the quarian judicial review Admiralty Board. Ash ""Liz"" Sroka voices Tali in each of her appearances. Outside of the trilogy, Tali appears in Mass Effect: Homeworlds, a comic series with individual issues on each of several Mass Effect 3 squadmates.Tali was initially the only quarian in the series. In the sequels, more extreme variations of her design were discarded in favor of revisions on her previous look. The Mass Effect 3 development team considered her removal from the squad, but ultimately chose to include her due to staff interest. The team also debated whether to reveal her masked face.Tali has been received positively, with placements on several ""top character"" lists, and is one of the more popular characters in the series. Her unveiled face was a popular online discussion topic, and was criticized after its reveal for its stock photo origins. Various merchandise for the character, as with other of the series' squadmates, has been released.",http://en.wikipedia.org/wiki/Tali%27Zorah,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/Tali%27Zorah.png/150px-Tali%27Zorah.png
Cassandra Alexandra,Soul,"Cassandra Alexandra (カサンドラ・アレクサンドル, Kasandora Arekusandoru, Greek: Κασσάνδρα Αλεξανδρα) is a fictional character in the Soul series of video games. Created by Namco's Project Soul division, she first appeared in Soulcalibur II and its subsequent sequels, and later appearing in various merchandise and promotional material related to the series. She is voiced by Debbie Rogers and later Heather Halley in English, and Reiko Takagi in Japanese.Cassandra has been heavily compared to her sister Sophitia in terms of fighting style, though with acknowledgment that they were two different characters. Some sources have noted a fan following for a character, while others have praised her as highly attractive.",http://en.wikipedia.org/wiki/Cassandra_Alexandra,//upload.wikimedia.org/wikipedia/en/thumb/a/a8/Cassandra_Alexandra.png/225px-Cassandra_Alexandra.png
Multi (To Heart),To Heart,"HMX-12 Multi (マルチ, Maruchi) is a fictional character in Leaf's and Aquaplus' visual novel To Heart. In the visual novel, she is an experimental maid robot, and she made her first appearance as one of the game's ten female main characters. Multi was created by writer Tatsuya Takahashi, who wrote her scenario for the visual novel, and designed by illustrator Tōru Minazuki. She is voiced in Japanese by Yui Horie in the visual novel and anime, and by Lenore Lenore in the English version of the 1999 anime.",http://en.wikipedia.org/wiki/Multi_(To_Heart),//upload.wikimedia.org/wikipedia/en/thumb/a/a9/HMX-12_Multi.jpg/150px-HMX-12_Multi.jpg
Hildegard von Krone,Soul,"Hildegard von Krone (ヒルデガルド・フォン・クローネ, Hirudegarudo fon Kurōne), Hilde (ヒルダ, Hiruda) /ˈhɪldɛ/ for short, is a fictional character in the Soul series of video games. Created by Namco's Project Soul division, she first appeared in Soulcalibur IV and its subsequent sequels, later appearing in various merchandise related to the series. She is voiced by Yūko Kaida in Japanese, and Julie Ann Taylor in English.A princess in the fictional European country of Wolfkrone, in Soulcalibur IV she finds her kingdom under attack by Nightmare and his forces. With her father driven insane, she takes control of the kingdom's army and seeks to revive an ancient ""Hero King"", Algol, in order to bring peace to the land. In Soulcalibur: Broken Destiny, the game's Gauntlet storyline (non-canon) revolves around her search for ingredients necessary to cure her father, interacting with various characters in the series. As a video game character, Hilde's fighting style is unique to others in the Soul series, allowing players to ""charge"" attack command inputs to increase the strength of their offensive strikes.Since her introduction, IGN heavily praised the character, citing her gameplay and stating approval for the contrast of her design against other female characters in the series. Other sources stated similar, with some such as Edge and Game Informer describing her as the best new character introduced in the game or its predecessor, Soulcalibur III.",http://en.wikipedia.org/wiki/Hildegard_von_Krone,//upload.wikimedia.org/wikipedia/en/thumb/b/b1/Hilde.png/230px-Hilde.png
Millia Rage,Guilty Gear,"Millia Rage (Japanese: ミリア＝レイジ, Hepburn: Miria Reiji) is a fictional character in Arc System Works's Guilty Gear video game series. She first appeared in the 1998 video game Guilty Gear. In the series, Millia is a retired assassin who fights with her own hair, which is prehensile and able to change its size and shape. This ability of manipulate her hair has been received with both praise and criticism by video game reviewers who have commented on the character with mostly positive statements.",http://en.wikipedia.org/wiki/Millia_Rage,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Millia_Rage_GG.png/245px-Millia_Rage_GG.png
Elaine Marley,Monkey Island,"Elaine Marley–Threepwood is a fictional character in the Monkey Island series of graphic adventure video games. Created by Ron Gilbert for LucasArts, the character first appears in The Secret of Monkey Island and is one of the core characters in the franchise. Originally conceived as a ruthless island governor, the character evolved during development into the protagonist's love interest. While the first two games in the series did not feature voice acting, Elaine was voiced by Alexandra Boyd in The Curse of Monkey Island and by Charity James in Escape from Monkey Island; Boyd would reprise the role for later entries in the franchise.Elaine is the governor of the Tri-Island Area, a fictional group of pirate islands in the Caribbean. She is loved by the undead pirate LeChuck, who never ceases to pursue her affections and attempts to turn her into his undead bride, but Elaine instead falls in love with hapless protagonist Guybrush Threepwood. Elaine is consistently kidnapped by LeChuck, prompting Guybrush to attempt a rescue, although Elaine is usually more than capable of escaping predicaments by herself. She eventually marries Guybrush and relinquishes her gubernatorial responsibilities to her grandfather, travelling with Guybrush to the fictional Gulf of Melange to cure the outbreak of a voodoo-empowered pox.The character has enjoyed positive critical reception. Several sources commended Elaine's aberration of the damsel in distress stereotype. Elaine has been ranked on a number of lists regarding the best female characters in the video game industry, and has received praise for her visual design and resilient personality. Critics have also complimented Boyd's and James' voice acting for the character in the later installments of the series, though some expressed disappointment at the character's reduced lines in The Curse of Monkey Island.",http://en.wikipedia.org/wiki/Elaine_Marley,//upload.wikimedia.org/wikipedia/en/thumb/b/b5/Elaine_Marley.png/220px-Elaine_Marley.png
Lili (Tekken),Tekken,"Lili (Japanese: リリ, Hepburn: Riri), full name Emilie De Rochefort (Japanese: エミリ・ド・ロシュフォール, Hepburn: Emiri do Roshufōru), is a video game character from the Tekken series by Namco Bandai. Along with Sergei Dragunov and Armor King II, she is one of the three characters that were introduced in Tekken 5: Dark Resurrection in 2005. Lili's storyline in the Tekken series typically involves pleasing her father and her rivalry with Asuka Kazama. Her fighting style is street fighting mixed with gymnastics and is among the faster characters in the Tekken series. Lili was the youngest human character to debut in a Tekken game, along with Ling Xiaoyu in Tekken 3. Lili is also featured in the Queen's Blade franchise and has been used extensively to promote the Tekken games. She was received positively for both her gameplay and character design.",http://en.wikipedia.org/wiki/Lili_(Tekken),//upload.wikimedia.org/wikipedia/en/thumb/b/b7/Lili_Tekken_Render.png/200px-Lili_Tekken_Render.png
Anna Williams (Tekken),Tekken,"Anna Williams (Japanese: アンナ・ウィリアムズ, Hepburn: Anna Wiriamuzu) is a fictional character in the Tekken fighting game series, first appearing in Tekken in 1994. Anna is the narcissistic and arrogant younger sister of the quiet and serious Nina Williams, and an aunt of Steve Fox. She is defined by her rivalry with Nina, a trait that has been around since the original Tekken game.Anna originally shared most of her moves with her sister Nina, but has since gained a more unique moveset. In the other Tekken media, including films, Anna usually appears in role of a minor villain. The character was met with positive critical reception.",http://en.wikipedia.org/wiki/Anna_Williams_(Tekken),//upload.wikimedia.org/wikipedia/en/thumb/b/ba/Anna-williams.png/190px-Anna-williams.png
Claire Redfield,Resident Evil,"Claire Redfield (クレア・レッドフィールド, Kurea Reddofīrudo) is one of the most important characters in the Resident Evil (Biohazard in Japan) horror franchise by Capcom. Claire is the younger sister of Chris Redfield, an American special police officer who is a protagonist of the first Resident Evil game, and is herself a protagonist of the video games Resident Evil 2 and Resident Evil Code: Veronica, where she is a zombie outbreak survivor turned a vigilante.She also appeared in various other media, including several additional video games, the computer-animated anime film Resident Evil: Degeneration, and the non-canon live-action films Resident Evil: Extinction and Resident Evil: Afterlife, as well as in the promotion and merchandise for the franchise. The game series' version of Claire was well received by critics and became one of the most popular Resident Evil characters.",http://en.wikipedia.org/wiki/Claire_Redfield,//upload.wikimedia.org/wikipedia/en/thumb/b/bb/Claire_Redfield.png/235px-Claire_Redfield.png
Sarah Kerrigan,StarCraft,"Sarah Louise Kerrigan, the self-styled Queen of Blades, is a fictional character in Blizzard Entertainment's StarCraft series of video games and novels. The character was created by Chris Metzen and James Phinney, and her appearance was originally designed by Chris Metzen. Sarah Kerrigan was voiced by Glynnis Talken Campbell in the real-time strategy video games StarCraft and Brood War, and Tricia Helfer in StarCraft II: Wings of Liberty and Heart of the Swarm.Kerrigan originally appears in StarCraft as a twenty-six-year-old female Terran psychic, trained both physically and mentally as an expert espionage agent and assassin. Initially the second-in-command of Sons of Korhal, a revolutionary movement against an oppressive Confederacy of Man, she is captured by the insectoid Zerg and infested, turning her into a human/Zerg hybrid completely under the control of the Zerg Overmind. She becomes one of the Zerg's most powerful agents, but during the Brood Wars she replaces the Overmind, following the Overmind's destruction at the end of the great war, and gains control of the Zerg to seek dominance over the galaxy. Kerrigan's life before her infestation is further explored in the novels Uprising and Liberty's Crusade, while Queen of Blades elaborates on her infested character.As one of the major characters of the series, Kerrigan has been critically praised for her believability and character depth; a survey by GameSpot in 2010 declared Kerrigan as the greatest villain in computer gaming.",http://en.wikipedia.org/wiki/Sarah_Kerrigan,//upload.wikimedia.org/wikipedia/en/thumb/b/bd/Sarah_Kerrigan_%28StarCraft%29.png/235px-Sarah_Kerrigan_%28StarCraft%29.png
April Ryan,The Longest Journey,"April Ryan is a fictional character from the adventure game The Longest Journey (1999) and its sequel Dreamfall: The Longest Journey (2006). In the former, she is the protagonist, and in the latter, one of the three primary characters. April has been praised as one of the most memorable female characters in the history of adventure games. In both games she is voiced by an American actress Sarah Hamilton.",http://en.wikipedia.org/wiki/April_Ryan,//upload.wikimedia.org/wikipedia/en/thumb/b/be/Evolution_of_April_Ryan.png/250px-Evolution_of_April_Ryan.png
