Id,Game,Series,Country,Details,Ban Category,Ban Status,Wikipedia Profile,Image,Summary,Developer,Publisher,Genre,Homepage
Left 4 Dead II - Germany,Left 4 Dead II,Left 4 Dead,Germany,Banned because of high impact violence and cruelty.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Left_4_Dead_2,//upload.wikimedia.org/wikipedia/en/thumb/b/ba/Left4Dead2.jpg/250px-Left4Dead2.jpg,"Left 4 Dead 2 is a cooperative first-person shooter video game and the sequel to Valve Corporation's award-winning Left 4 Dead. The game launched on November 17, 2009, for Microsoft Windows and Xbox 360 in the United States and November 20 in Europe; on September 5, 2010, the game was made available to the Steam client for Mac OS X, and on July 2, 2013 it was made available through Steam for Linux. It was given out as a free download to all Steam users for Christmas on December 25, 2013.Left 4 Dead 2 builds upon cooperatively focused gameplay and Valve's proprietary Source engine, the same game engine used in the original Left 4 Dead. Set during the aftermath of an apocalyptic pandemic, Left 4 Dead 2 focuses on four new Survivors, fighting against hordes of the Infected, who develop severe psychosis and exhibit zombie-like tendencies. The Survivors must fight their way through five campaigns, interspersed with safe houses that act as checkpoints, with the goal of escape at each campaign's finale. The gameplay is procedurally altered by the ""AI Director 2.0"", which monitors the players' performance and adjusts the scenario to provide a dynamic challenge. Other new features include new types of Special Infected and an arsenal of melee weapons.The game made its world premiere at E3 2009 with a trailer during the Microsoft press event. Prior to release, it received a combination of positive and negative critical and community reactions. It attracted an unusually high volume of pre-release controversy about the game's graphic content. In response, alterations were made to the cover art and both Australia (due to having no R18+ rating at the time) and Germany refused to rate the unmodified edition. After release however, the game was met with positive reviews.",Valve Corporation|Turtle Rock Studios,Valve Corporation,First-person shooter|Survival|Horror,http://www.l4d.com/
Leisure Suit Larry:Magna Cum Laude - Australia,Leisure Suit Larry:Magna Cum Laude,Leisure Suit Larry,Australia,Banned due to sexuality and nudity in relation to incentives and rewards.,Sex related to Incentives,Active,https://en.wikipedia.org/wiki/Leisure_Suit_Larry:_Magna_Cum_Laude,//upload.wikimedia.org/wikipedia/en/thumb/4/4f/LarryMCLcover.jpg/256px-LarryMCLcover.jpg,"Leisure Suit Larry: Magna Cum Laude is a 2004 video game, part of the Leisure Suit Larry series. The game introduces a new main character, 'Larry Lovage', as Larry Laffer's nephew. This is the 7th game in the series.",High Voltage,Sierra,Adventure,http://www.leisuresuitlarry.org
Mafia II - United Arab Emirates,Mafia II,Mafia,United Arab Emirates,Banned likely due to excessive violence and nudity. The ban has since been lifted for digital versions of the game.,Ideological and/or Religious Reasons|Sex and Nudity,Ban Lifted,https://en.wikipedia.org/wiki/Mafia_II,//upload.wikimedia.org/wikipedia/en/thumb/0/0d/Mafia_II_Boxart.jpg/250px-Mafia_II_Boxart.jpg,"Mafia II is an action-adventure video game, the sequel to Mafia: The City of Lost Heaven. It was developed by 2K Czech, previously known as Illusion Softworks, and published by 2K Games. Originally announced in August 2007 at the Leipzig Games Convention, it was released on Microsoft Windows, PlayStation 3 and Xbox 360 in August 2010. The Mac OS X edition of the game was published by Feral Interactive in December 2011. A version of the game for mobile platforms was developed by Twistbox Entertainment and released in 2010 by Connect2Media. Although its predecessor, Mafia: The City of Lost Heaven, received higher praise, Mafia II only received slightly positive reactions.",Feral Interactive|2K Czech,1C Company|2K Games|Feral Interactive|Connect2Media,Third-person shooter|Action|Adventure,http://www.2kgames.com/mafia2/
Manhunt (series) - Australia,Manhunt (series),Manhunt,Australia,"Originally rated MA15+.
Federal Attorney-General Philip Ruddock later appealed the rating, banning it because of high-impact violence involving torture.",Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Manhunt_(video_game),//upload.wikimedia.org/wikipedia/en/thumb/2/21/Manhuntbox.jpg/256px-Manhuntbox.jpg,"Manhunt is a stealth-based psychological horror video game developed by Rockstar North and published by Rockstar Games. It was released in North America on November 18, 2003, for the PlayStation 2 and on April 20, 2004, for Xbox and PC, and in Europe on November 21 for the PS2 and on April 23 for the Xbox and PC. The game was released for PlayStation 3 on May 14, 2013 via the PlayStation Network. The game's story follows a supposedly executed death row inmate who is forced to participate in a series of snuff films for former film producer and now underground snuff director, Lionel Starkweather (voiced by Brian Cox).Although it received positive reviews by critics, Manhunt is well known for controversy, due to the level of graphic violence in the game. It was banned in several countries, and implicated in a murder by the UK media, although this implication was later rejected by the police and courts. A sequel Manhunt 2 was released in October 2007. As of March 26, 2008, the Manhunt series has sold 1.7 million copies worldwide. At the 7th Annual Interactive Achievement Awards, the game was nominated for ""Console Action Adventure Game of the Year"". In 2010, it was included in 1001 Video Games You Must Play Before You Die, and listed at #85 in IGN's ""Top 100 PlayStation 2 Games"".",Rockstar,Rockstar Games,Stealth|Psychological horror,http://www.rockstargames.com/manhunt/
Manhunt (series) - Germany,Manhunt (series),Manhunt,Germany,Banned because of high impact scary violence and cruelty.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Manhunt_(video_game),//upload.wikimedia.org/wikipedia/en/thumb/2/21/Manhuntbox.jpg/256px-Manhuntbox.jpg,"Manhunt is a stealth-based psychological horror video game developed by Rockstar North and published by Rockstar Games. It was released in North America on November 18, 2003, for the PlayStation 2 and on April 20, 2004, for Xbox and PC, and in Europe on November 21 for the PS2 and on April 23 for the Xbox and PC. The game was released for PlayStation 3 on May 14, 2013 via the PlayStation Network. The game's story follows a supposedly executed death row inmate who is forced to participate in a series of snuff films for former film producer and now underground snuff director, Lionel Starkweather (voiced by Brian Cox).Although it received positive reviews by critics, Manhunt is well known for controversy, due to the level of graphic violence in the game. It was banned in several countries, and implicated in a murder by the UK media, although this implication was later rejected by the police and courts. A sequel Manhunt 2 was released in October 2007. As of March 26, 2008, the Manhunt series has sold 1.7 million copies worldwide. At the 7th Annual Interactive Achievement Awards, the game was nominated for ""Console Action Adventure Game of the Year"". In 2010, it was included in 1001 Video Games You Must Play Before You Die, and listed at #85 in IGN's ""Top 100 PlayStation 2 Games"".",Rockstar,Rockstar Games,Stealth|Psychological horror,http://www.rockstargames.com/manhunt/
Manhunt (series) - Malaysia,Manhunt (series),Manhunt,Malaysia,,,Active,https://en.wikipedia.org/wiki/Manhunt_(video_game),//upload.wikimedia.org/wikipedia/en/thumb/2/21/Manhuntbox.jpg/256px-Manhuntbox.jpg,"Manhunt is a stealth-based psychological horror video game developed by Rockstar North and published by Rockstar Games. It was released in North America on November 18, 2003, for the PlayStation 2 and on April 20, 2004, for Xbox and PC, and in Europe on November 21 for the PS2 and on April 23 for the Xbox and PC. The game was released for PlayStation 3 on May 14, 2013 via the PlayStation Network. The game's story follows a supposedly executed death row inmate who is forced to participate in a series of snuff films for former film producer and now underground snuff director, Lionel Starkweather (voiced by Brian Cox).Although it received positive reviews by critics, Manhunt is well known for controversy, due to the level of graphic violence in the game. It was banned in several countries, and implicated in a murder by the UK media, although this implication was later rejected by the police and courts. A sequel Manhunt 2 was released in October 2007. As of March 26, 2008, the Manhunt series has sold 1.7 million copies worldwide. At the 7th Annual Interactive Achievement Awards, the game was nominated for ""Console Action Adventure Game of the Year"". In 2010, it was included in 1001 Video Games You Must Play Before You Die, and listed at #85 in IGN's ""Top 100 PlayStation 2 Games"".",Rockstar,Rockstar Games,Stealth|Psychological horror,http://www.rockstargames.com/manhunt/
Manhunt (series) - New Zealand,Manhunt (series),Manhunt,New Zealand,Banned because of high impact scary violence and cruelty.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Manhunt_(video_game),//upload.wikimedia.org/wikipedia/en/thumb/2/21/Manhuntbox.jpg/256px-Manhuntbox.jpg,"Manhunt is a stealth-based psychological horror video game developed by Rockstar North and published by Rockstar Games. It was released in North America on November 18, 2003, for the PlayStation 2 and on April 20, 2004, for Xbox and PC, and in Europe on November 21 for the PS2 and on April 23 for the Xbox and PC. The game was released for PlayStation 3 on May 14, 2013 via the PlayStation Network. The game's story follows a supposedly executed death row inmate who is forced to participate in a series of snuff films for former film producer and now underground snuff director, Lionel Starkweather (voiced by Brian Cox).Although it received positive reviews by critics, Manhunt is well known for controversy, due to the level of graphic violence in the game. It was banned in several countries, and implicated in a murder by the UK media, although this implication was later rejected by the police and courts. A sequel Manhunt 2 was released in October 2007. As of March 26, 2008, the Manhunt series has sold 1.7 million copies worldwide. At the 7th Annual Interactive Achievement Awards, the game was nominated for ""Console Action Adventure Game of the Year"". In 2010, it was included in 1001 Video Games You Must Play Before You Die, and listed at #85 in IGN's ""Top 100 PlayStation 2 Games"".",Rockstar,Rockstar Games,Stealth|Psychological horror,http://www.rockstargames.com/manhunt/
Manhunt (series) - South Korea,Manhunt (series),Manhunt,South Korea,Banned because of high impact scary violence and cruelty.,Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Manhunt_(video_game),//upload.wikimedia.org/wikipedia/en/thumb/2/21/Manhuntbox.jpg/256px-Manhuntbox.jpg,"Manhunt is a stealth-based psychological horror video game developed by Rockstar North and published by Rockstar Games. It was released in North America on November 18, 2003, for the PlayStation 2 and on April 20, 2004, for Xbox and PC, and in Europe on November 21 for the PS2 and on April 23 for the Xbox and PC. The game was released for PlayStation 3 on May 14, 2013 via the PlayStation Network. The game's story follows a supposedly executed death row inmate who is forced to participate in a series of snuff films for former film producer and now underground snuff director, Lionel Starkweather (voiced by Brian Cox).Although it received positive reviews by critics, Manhunt is well known for controversy, due to the level of graphic violence in the game. It was banned in several countries, and implicated in a murder by the UK media, although this implication was later rejected by the police and courts. A sequel Manhunt 2 was released in October 2007. As of March 26, 2008, the Manhunt series has sold 1.7 million copies worldwide. At the 7th Annual Interactive Achievement Awards, the game was nominated for ""Console Action Adventure Game of the Year"". In 2010, it was included in 1001 Video Games You Must Play Before You Die, and listed at #85 in IGN's ""Top 100 PlayStation 2 Games"".",Rockstar,Rockstar Games,Stealth|Psychological horror,http://www.rockstargames.com/manhunt/
Manhunt II - Germany,Manhunt II,Manhunt,Germany,"Banned for ""gross, unrelenting, and gratuitous violence.""",Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Manhunt_2,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Manhunt_2_Wii_Box_Art_FINAL.jpg/256px-Manhunt_2_Wii_Box_Art_FINAL.jpg,"Manhunt 2 is a stealth-based psychological horror video game published by Rockstar Games. It was developed by Rockstar London for Microsoft Windows and PlayStation 2, Rockstar Leeds for the PlayStation Portable, and Rockstar Toronto for the Wii. It is the sequel to 2003's Manhunt and was released in North America on October 29, 2007 and in the UK on October 31, 2008. The game follows Daniel Lamb, a mental escapee suffering from amnesia, as he tries to uncover his identity. He is accompanied by Leo Kasper, a sociopathic assassin, who guides Daniel in his journey.Originally scheduled for North American and European release in July, the game was suspended by Rockstar's parent company Take-Two Interactive when it was refused classification in the United Kingdom and Ireland, and given an Adults Only (AO) rating in the United States. As neither Sony nor Nintendo allow AO titles on their systems, this effectively meant the game would have been banned in the US. In response to these ratings problems, Rockstar edited the game, blurring the screen during the game's executions and removing the scoring system, where players were awarded for particularly brutal killings. This edited version was given an M rating in the US by the ESRB and was released on October 29. However, the BBFC still refused to classify the edited version for UK release. Rockstar appealed their decision, and ultimately, the Video Appeals Committee voted that the game could be released with an 18 cert.Manhunt 2 garnered controversy before and after its release, getting the attention of Leicester East MP Keith Vaz, anti-videogame activist Jack Thompson, and various US Senators. Reception of the game were largely mixed. Reviewers praised the improved gameplay and twisted storyline, while criticizing its outdated graphics and engine. It was ranked first in Gameranx' list of the ""Top 25 Goriest Games of all Time"", and was nominated for GameSpy's 2007 Game of the Year Award for the PS2.",Rockstar,Rockstar Games,Stealth,http://www.rockstargames.com/manhunt2/
Manhunt II - Ireland,Manhunt II,Manhunt,Ireland,"Banned for ""gross, unrelenting, and gratuitous violence.""",Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Manhunt_2,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Manhunt_2_Wii_Box_Art_FINAL.jpg/256px-Manhunt_2_Wii_Box_Art_FINAL.jpg,"Manhunt 2 is a stealth-based psychological horror video game published by Rockstar Games. It was developed by Rockstar London for Microsoft Windows and PlayStation 2, Rockstar Leeds for the PlayStation Portable, and Rockstar Toronto for the Wii. It is the sequel to 2003's Manhunt and was released in North America on October 29, 2007 and in the UK on October 31, 2008. The game follows Daniel Lamb, a mental escapee suffering from amnesia, as he tries to uncover his identity. He is accompanied by Leo Kasper, a sociopathic assassin, who guides Daniel in his journey.Originally scheduled for North American and European release in July, the game was suspended by Rockstar's parent company Take-Two Interactive when it was refused classification in the United Kingdom and Ireland, and given an Adults Only (AO) rating in the United States. As neither Sony nor Nintendo allow AO titles on their systems, this effectively meant the game would have been banned in the US. In response to these ratings problems, Rockstar edited the game, blurring the screen during the game's executions and removing the scoring system, where players were awarded for particularly brutal killings. This edited version was given an M rating in the US by the ESRB and was released on October 29. However, the BBFC still refused to classify the edited version for UK release. Rockstar appealed their decision, and ultimately, the Video Appeals Committee voted that the game could be released with an 18 cert.Manhunt 2 garnered controversy before and after its release, getting the attention of Leicester East MP Keith Vaz, anti-videogame activist Jack Thompson, and various US Senators. Reception of the game were largely mixed. Reviewers praised the improved gameplay and twisted storyline, while criticizing its outdated graphics and engine. It was ranked first in Gameranx' list of the ""Top 25 Goriest Games of all Time"", and was nominated for GameSpy's 2007 Game of the Year Award for the PS2.",Rockstar,Rockstar Games,Stealth,http://www.rockstargames.com/manhunt2/
Manhunt II - New Zealand,Manhunt II,Manhunt,New Zealand,"Banned for ""gross, unrelenting, and gratuitous violence.""",Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Manhunt_2,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Manhunt_2_Wii_Box_Art_FINAL.jpg/256px-Manhunt_2_Wii_Box_Art_FINAL.jpg,"Manhunt 2 is a stealth-based psychological horror video game published by Rockstar Games. It was developed by Rockstar London for Microsoft Windows and PlayStation 2, Rockstar Leeds for the PlayStation Portable, and Rockstar Toronto for the Wii. It is the sequel to 2003's Manhunt and was released in North America on October 29, 2007 and in the UK on October 31, 2008. The game follows Daniel Lamb, a mental escapee suffering from amnesia, as he tries to uncover his identity. He is accompanied by Leo Kasper, a sociopathic assassin, who guides Daniel in his journey.Originally scheduled for North American and European release in July, the game was suspended by Rockstar's parent company Take-Two Interactive when it was refused classification in the United Kingdom and Ireland, and given an Adults Only (AO) rating in the United States. As neither Sony nor Nintendo allow AO titles on their systems, this effectively meant the game would have been banned in the US. In response to these ratings problems, Rockstar edited the game, blurring the screen during the game's executions and removing the scoring system, where players were awarded for particularly brutal killings. This edited version was given an M rating in the US by the ESRB and was released on October 29. However, the BBFC still refused to classify the edited version for UK release. Rockstar appealed their decision, and ultimately, the Video Appeals Committee voted that the game could be released with an 18 cert.Manhunt 2 garnered controversy before and after its release, getting the attention of Leicester East MP Keith Vaz, anti-videogame activist Jack Thompson, and various US Senators. Reception of the game were largely mixed. Reviewers praised the improved gameplay and twisted storyline, while criticizing its outdated graphics and engine. It was ranked first in Gameranx' list of the ""Top 25 Goriest Games of all Time"", and was nominated for GameSpy's 2007 Game of the Year Award for the PS2.",Rockstar,Rockstar Games,Stealth,http://www.rockstargames.com/manhunt2/
Manhunt II - South Korea,Manhunt II,Manhunt,South Korea,"Banned for ""gross, unrelenting, and gratuitous violence.""",Graphic Violence and Cruelty,Active,https://en.wikipedia.org/wiki/Manhunt_2,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Manhunt_2_Wii_Box_Art_FINAL.jpg/256px-Manhunt_2_Wii_Box_Art_FINAL.jpg,"Manhunt 2 is a stealth-based psychological horror video game published by Rockstar Games. It was developed by Rockstar London for Microsoft Windows and PlayStation 2, Rockstar Leeds for the PlayStation Portable, and Rockstar Toronto for the Wii. It is the sequel to 2003's Manhunt and was released in North America on October 29, 2007 and in the UK on October 31, 2008. The game follows Daniel Lamb, a mental escapee suffering from amnesia, as he tries to uncover his identity. He is accompanied by Leo Kasper, a sociopathic assassin, who guides Daniel in his journey.Originally scheduled for North American and European release in July, the game was suspended by Rockstar's parent company Take-Two Interactive when it was refused classification in the United Kingdom and Ireland, and given an Adults Only (AO) rating in the United States. As neither Sony nor Nintendo allow AO titles on their systems, this effectively meant the game would have been banned in the US. In response to these ratings problems, Rockstar edited the game, blurring the screen during the game's executions and removing the scoring system, where players were awarded for particularly brutal killings. This edited version was given an M rating in the US by the ESRB and was released on October 29. However, the BBFC still refused to classify the edited version for UK release. Rockstar appealed their decision, and ultimately, the Video Appeals Committee voted that the game could be released with an 18 cert.Manhunt 2 garnered controversy before and after its release, getting the attention of Leicester East MP Keith Vaz, anti-videogame activist Jack Thompson, and various US Senators. Reception of the game were largely mixed. Reviewers praised the improved gameplay and twisted storyline, while criticizing its outdated graphics and engine. It was ranked first in Gameranx' list of the ""Top 25 Goriest Games of all Time"", and was nominated for GameSpy's 2007 Game of the Year Award for the PS2.",Rockstar,Rockstar Games,Stealth,http://www.rockstargames.com/manhunt2/
Manhunt II - United Kingdom,Manhunt II,Manhunt,United Kingdom,"The uncut version was the only game to be refused classification by the BBFC (therefore banned), due to excessive violence. After this, a modified version was made and submitted for certification - this was initially refused classification as well, but was allowed to be sold after an appeal (despite a successful challenge to this ruling).",Graphic Violence and Cruelty,Censored Version Released,https://en.wikipedia.org/wiki/Manhunt_2,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Manhunt_2_Wii_Box_Art_FINAL.jpg/256px-Manhunt_2_Wii_Box_Art_FINAL.jpg,"Manhunt 2 is a stealth-based psychological horror video game published by Rockstar Games. It was developed by Rockstar London for Microsoft Windows and PlayStation 2, Rockstar Leeds for the PlayStation Portable, and Rockstar Toronto for the Wii. It is the sequel to 2003's Manhunt and was released in North America on October 29, 2007 and in the UK on October 31, 2008. The game follows Daniel Lamb, a mental escapee suffering from amnesia, as he tries to uncover his identity. He is accompanied by Leo Kasper, a sociopathic assassin, who guides Daniel in his journey.Originally scheduled for North American and European release in July, the game was suspended by Rockstar's parent company Take-Two Interactive when it was refused classification in the United Kingdom and Ireland, and given an Adults Only (AO) rating in the United States. As neither Sony nor Nintendo allow AO titles on their systems, this effectively meant the game would have been banned in the US. In response to these ratings problems, Rockstar edited the game, blurring the screen during the game's executions and removing the scoring system, where players were awarded for particularly brutal killings. This edited version was given an M rating in the US by the ESRB and was released on October 29. However, the BBFC still refused to classify the edited version for UK release. Rockstar appealed their decision, and ultimately, the Video Appeals Committee voted that the game could be released with an 18 cert.Manhunt 2 garnered controversy before and after its release, getting the attention of Leicester East MP Keith Vaz, anti-videogame activist Jack Thompson, and various US Senators. Reception of the game were largely mixed. Reviewers praised the improved gameplay and twisted storyline, while criticizing its outdated graphics and engine. It was ranked first in Gameranx' list of the ""Top 25 Goriest Games of all Time"", and was nominated for GameSpy's 2007 Game of the Year Award for the PS2.",Rockstar,Rockstar Games,Stealth,http://www.rockstargames.com/manhunt2/
Marc Eckō's Getting Up:Contents Under Pressure - Australia,Marc Eckō's Getting Up:Contents Under Pressure,Marc Eckō's Getting Up:Contents Under Pressure,Australia,"Originally released with an MA15+.
Federal Attorney-General Philip Ruddock used his power to appeal the decision, getting it banned for high impact themes involving the glorification of graffiti.",,Active,https://en.wikipedia.org/wiki/Marc_Eck%C5%8D%27s_Getting_Up:_Contents_Under_Pressure,//upload.wikimedia.org/wikipedia/en/e/e4/Getting_Up.jpg,"Marc Eckō's Getting Up: Contents Under Pressure is a video game released in February 2006 for PlayStation 2, Xbox, and Windows. It was developed by The Collective, Inc. and published by Atari under license by Marc Ecko. There were two editions of the game, one being a limited edition and the other being the normal release. The game was later re-published by Devolver Digital in December 2013 on Steam.[3]",The Collective|General Arcade,Atari|Devolver Digital,Beat 'em up|Action|Adventure,
Mass Effect - Singapore,Mass Effect,Mass Effect,Singapore,Banned because of a lesbian encounter between a feminine alien and female human. The ban was later lifted.,Sex and Nudity|Homosexuality,Ban Lifted,https://en.wikipedia.org/wiki/Mass_Effect,//upload.wikimedia.org/wikipedia/en/5/5e/Masseffectlogo.png,"Mass Effect is a series of science fiction action role-playing third person shooter video games developed by the Canadian company BioWare and released for the Xbox 360, PlayStation 3 and Microsoft Windows, with the third installment also released on the Wii U. The trilogy centers on a player-created character named Commander Shepard, whose mission is to save the galaxy from a race of mechanical beings known as the Reapers and their followers, including Saren Arterius. The first game sees Shepard facing Sovereign, a Reaper left as a vanguard, who plans to allow the Reaper fleet hibernating in extra-galactic dark space to invade the Milky Way, and destroy all sentient organic life, continuing a mysterious cycle of destruction. The second game takes place two years later, and sees Shepard battling the Collectors, an alien race abducting entire human colonies in a plan to help the Reapers return to the Milky Way. The final game of Shepard's trilogy centers on the final battle against the Reapers.All three games have received critical acclaim for their storyline, characters, romances, voice acting, choices and the depth of the galaxy. Video game website GamesRadar called Mass Effect the best new franchise of the generation, saying that the galaxy was so well-constructed that it felt like a decades-old franchise and that it represented ""a high-water mark for video games as a story-telling medium.""",BioWare,Electronic Arts,Role-playing|Third-person shooter,http://masseffect.bioware.com/
Mass Effect II - United Arab Emirates,Mass Effect II,Mass Effect,United Arab Emirates,Banned likely due to possible homosexual relationships.,Homosexuality,Active,https://en.wikipedia.org/wiki/Mass_Effect_2,//upload.wikimedia.org/wikipedia/en/thumb/0/05/MassEffect2_cover.PNG/250px-MassEffect2_cover.PNG,"Mass Effect 2 is an action role-playing video game developed by BioWare and published by Electronic Arts. It was released for Microsoft Windows and Xbox 360 on January 26, 2010, and for PlayStation 3 on January 18, 2011. Mass Effect 2 is the second installment of the Mass Effect series and a sequel to the original Mass Effect. The game takes place within the Milky Way galaxy during the 22nd century, where humanity is threatened by an insectoid species known as the Collectors. The player assumes the role of Commander Shepard, an elite human soldier who must construct and gain the loyalty of a diverse team in order to defeat the enemy in a suicide mission. With the use of a completed saved game of its predecessor, the player can impact the story of the game in numerous ways.For the game, BioWare changed several gameplay elements and put further emphasis on third-person shooter aspects, including limited ammunition and regenerable health. In contrast to the exclusive focus on the main story of the original Mass Effect, the developers opted to create a plot where optional missions had as much intensity as the main mission. Mass Effect composer Jack Wall returned to compose Mass Effect 2's music, aiming for a darker and more mature sound to match the mood of the game. Mass Effect 2 also supports a variety of downloadable content packs that were released from January 2010 to May 2011. The downloadable content ranges from single in-game character outfits to entirely new plot-related missions. Notable packs include Overlord, Lair of the Shadow Broker, and Arrival.Mass Effect 2 was a commercial success and received considerable acclaim from video game publications. At the review aggregate websites GameRankings and Metacritic, the Xbox 360 version holds an average review score of 95.69% and 96 out of 100 respectively. Critics praised multiple aspects of the game, including its interactive storytelling, characterization, and combat. In contrast, some reviewers expressed concerns about the game's simplified gameplay compared to the previous game in the series. The game received numerous year-end awards, including Game of the Year at the 14th Annual Interactive Achievement Awards, and Best Game at the 2011 British Academy of Film and Television Arts Awards. A sequel, Mass Effect 3, was released in 2012.",BioWare,Electronic Arts,Third-person shooter|Action|Role-playing,http://masseffect.bioware.com/me2
Mass Effect III - United Arab Emirates,Mass Effect III,Mass Effect,United Arab Emirates,Banned likely due to possible homosexual relationships.,Homosexuality,Active,https://en.wikipedia.org/wiki/Mass_Effect_3,//upload.wikimedia.org/wikipedia/en/b/b0/Mass_Effect_3_Game_Cover.jpg,"Mass Effect 3 is an action role-playing video game developed by BioWare and published by Electronic Arts for Microsoft Windows, Xbox 360, PlayStation 3, and Wii U. Officially announced on December 11, 2010, the game was released March 6, 2012 and marks the final chapter in the Mass Effect trilogy of video games, completing the story of Commander Shepard. A Wii U version was announced during Nintendo's conference at E3 2012. The Wii U port was developed by Australian developer Straight Right, and was released as a Wii U launch game under the title Mass Effect 3: Special Edition.The combat system in Mass Effect 3 has been changed and refined. In particular, the cover system has been improved, there are more options for moving around the battlefield and scoring instant melee kills, more conventional grenades are available and an improved artificial intelligence is introduced. A four player multiplayer co-op mode is also available in game. Gameplay in Mass Effect 3 is influenced by decisions made in Mass Effect and Mass Effect 2, for players who have completed those games. It was nominated for five awards at the 2012 Spike Video Game Awards and it won Best RPG of 2012.Like its predecessors, Mass Effect 3 was released to commercial success and critical acclaim. However, the game's endings were criticized by many players, prompting the release of an extended cut DLC (downloadable content) which elaborated on the consequences of the ending chosen and the choices made by the player throughout the series.",BioWare,Electronic Arts,Third-person shooter|Action|Role-playing,http://www.masseffect.com
Max Payne - United Arab Emirates,Max Payne,Max Payne,United Arab Emirates,Banned likely due to excessive violence and sexual themes. Ban was issued roughly three weeks after official release date.,Sex and Nudity,Active,https://en.wikipedia.org/wiki/Max_Payne_3,//upload.wikimedia.org/wikipedia/en/thumb/2/21/Max_Payne_3_Cover.jpg/220px-Max_Payne_3_Cover.jpg,"Max Payne 3 is a third-person shooter video game developed by Rockstar Vancouver and published by Rockstar Games. It was first released on 15 May 2012 for the PlayStation 3 and Xbox 360 consoles, followed by a release on 31 May 2012 on Microsoft Windows and on 20 June 2013 on OS X. It is the third title in the Max Payne series, and the first main entry since Max Payne 2: The Fall of Max Payne in 2003, which was developed by Remedy Entertainment.In Max Payne 3, the player controls Max Payne, a former NYPD detective who had became a vigilante after his wife and daughter were brutally murdered. Nine years after the events of the second game, Max meets Raul Passos, who gets him the job as a private security contractor in Brazil. He quickly finds himself constantly encountering difficult situations, which leads him on a search for the culprits of deaths and betrayals. An online multiplayer mode is included with the game, allowing up to 16 players to engage in both co-operative and competitive gameplay in recreations of multiple single-player settings.Video game critics gave Max Payne 3 highly acclaimed reviews. Praise focused on its story and action, while criticism was targeted at the sharp departure in tone and style that defined the original games. The game also received high sales, shipping approximately 3 million units in the first week of release. Max Payne 3 also won, and was nominated for, several industry awards, including Best Animation at Machinima's Inside Gaming Awards, and various nominations at the Spike Video Game Awards.",Rockstar,Rockstar Games,Third-person shooter,http://www.rockstargames.com/maxpayne3/
Medal of Honor IVX: Warfighter - Pakistan,Medal of Honor IVX: Warfighter,Medal of Honor,Pakistan,Banned for portraying Pakistanis negatively.,Ideological and/or Religious Reasons,Active,https://en.wikipedia.org/wiki/Medal_of_Honor:_Warfighter,//upload.wikimedia.org/wikipedia/en/thumb/e/e2/Warfighter.jpg/256px-Warfighter.jpg,"Medal of Honor: Warfighter is a first-person shooter video game developed by Danger Close Games and published by Electronic Arts. It is a direct sequel to 2010's series reboot Medal of Honor and the fourteenth installment in the Medal of Honor series. The title was officially announced on February 23, 2012, and was released in North America on October 23, 2012, in Australia on October 25, 2012, in Europe on October 26, 2012 and in Japan on November 15, 2012 on Microsoft Windows, PlayStation 3, and Xbox 360. The games' single-player campaign picks up where Medal of Honor left off, as it reveals Tier 1 operator Preacher returning home to find his family torn apart from years of deployment. The campaign also reveals that the deadly explosive, PETN, had begun to appear across the globe.While hopes were initially held high by EA, the game was a critical and commercial failure, unlike its mildly successful predecessor. According to aggregating review websites GameRankings and Metacritic, the game received a 55.93% and 53/100 for the Xbox 360 version, 55.40% and 55/100 for the PlayStation 3 version and 51.33% and 55/100 for the PC version.",Electronic Arts,Electronic Arts,First-person shooter,http://www.medalofhonor.com/
