Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Google acquired Flutter in 2013,Flutter,Google,2013,2/10/2013,"$40,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b5fca7f5c404d24fe685e9468d777bb5,Google Acquires YC-Backed Flutter A Gesture Recognition Technology Startup For Around $40M | TechCrunch,http://techcrunch.com/2013/10/02/google-acquires-yc-backed-flutter-a-gesture-recognition-technology-startup/
Google acquired Freebase in 2010,Freebase,Google,2010,16/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c2e782078251f537e482070883f151ce,Google acquired Freebase,http://blog.freebase.com/2010/07/16/metaweb-joins-google/
Google acquired Fridge in 2011,Fridge,Google,2011,21/07/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5b855afb1f96ff4b37846b69a206dad8,Google acquired Fridge,http://www.businessinsider.com/google-makes-its-first-aquisition-and-buys-social-group-startup-fridge-2011-7
Google acquired Frommer's in 2012,Frommer's,Google,2012,13/08/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0a3891d47a4c7cb3c7bdf190973e5da0,Google Acquiring Frommer’s Travel Brand: Zagat Integration Google+ Improvements To Follow | TechCrunch,http://techcrunch.com/2012/08/13/google-acquiring-frommers-travel-brand-more-google-improvements-likely-to-follow/
Google acquired Gecko Design in 2014,Gecko Design,Google,2014,22/08/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/3882f61b4b1ae11d3056dda575d05837,Google Acquires Gecko- Which Did Mechanical Design For The Original FitBit | TechCrunch,http://techcrunch.com/2014/08/22/google-acquires-gecko-design/
Google acquired Genius Labs in 2003,Genius Labs,Google,2003,10/10/2003,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/0cc04a5445350f19c1f6e87c9093ba5b,,
Google acquired Gizmo5 in 2009,Gizmo5,Google,2009,9/11/2009,"$30,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e4aab113c2eb7dd08c853bcc9216c476,Exclusive: Google Has Acquired Gizmo5 | TechCrunch,http://techcrunch.com/2009/11/09/exclusive-google-has-acquired-gizmo5/
Google acquired Global IP Solutions in 2010,Global IP Solutions,Google,2010,18/05/2010,"$68,200,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/88e89eb720b964cb0c45c7e881bed330,Google To Buy Global IP Solutions For $68.2 Million In Cash | TechCrunch,http://techcrunch.com/2010/05/18/google-to-buy-global-ip-solutions-for-68-2-million-in-cash/
Google acquired GrandCentral in 2007,GrandCentral,Google,2007,1/07/2007,"$60,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/419cabe14d715f643e9bc9d0fb445cca,Deal is Confirmed: Google Acquired GrandCentral | TechCrunch,http://techcrunch.com/2007/07/02/deal-is-confirmed-google-acquired-grandcentral/
Google acquired Green Throttle Games in 2014,Green Throttle Games,Google,2014,12/03/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/de5e734cca22082f151d5f3053c16c96,Google acquires Green Throttle Games,http://www.gamesindustry.biz/articles/2014-03-12-google-acquires-green-throttle-games-labour-and-parts
Google acquired GreenBorder in 2007,GreenBorder,Google,2007,29/05/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/bafd5ba66cc27ca7d3ae8900f59332d2,Google buys into security acquires GreenBorder,http://www.infoworld.com/d/security-central/google-buys-security-acquires-greenborder-379
Google acquired Ignite Logic in 2004,Ignite Logic,Google,2004,10/05/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bd6124b4c1106e5f7b59dce0d1246c98,Google Quietly Acquires Ignite Logic,http://www.webpronews.com/google-quietly-acquires-ignite-logic-2004-05
Google acquired Image America in 2007,Image America,Google,2007,20/07/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/b95b6465f200b5cbb6217f1cffcd6b49,Google Acquires ImageAmerica | TechCrunch,http://techcrunch.com/2007/07/21/google-acquires-imageamerica/
Google acquired Impermium in 2014,Impermium,Google,2014,16/01/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/26aa7ff82cf8c409172154ab73361968,Google buys security startup Impermium | ZDNet,http://www.zdnet.com/google-buys-security-startup-impermium-7000025231/
Google acquired Incentive Targeting in 2012,Incentive Targeting,Google,2012,28/11/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/08cb741853398989d4335f9d14364183,Confirmed: Google Acquires Incentive Targeting To Power Super Targeted Personalized Coupon Programs | TechCrunch,http://techcrunch.com/2012/11/28/google-acquires-incentive-targeting-to-power-targeted-coupon-programs/
Google acquired Instantiations in 2010,Instantiations,Google,2010,4/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8d4c798fac0818df52273d3585071147,Google Buys Java/Ajax Tool-Maker Instantiations | TechCrunch,http://techcrunch.com/2010/08/04/google-instantiations/
Google acquired Invite Media in 2010,Invite Media,Google,2010,2/06/2010,"$80,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/33ac318fda4483941b5e83769827bde1,Google’s Final Price Tag for Invite Media: $81 Million,http://allthingsd.com/20100609/googles-final-price-tag-for-invite-media-81-million/
Google acquired ITA Software in 2011,ITA Software,Google,2011,13/04/2011,"$700,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/82da9a9afb9794229a29dfcc38b705c7,After Agreeing To DOJ Settlement Google Closes $700M Acquisition Of ITA Software | TechCrunch,http://techcrunch.com/2011/04/13/after-agreeing-to-doj-settlement-google-closes-700m-acquisition-of-ita-software/
Google acquired Jaiku in 2007,Jaiku,Google,2007,9/10/2007,"$12,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/df5e1ffabfdbc21f6555320e03f8cea0,Google buys Jaiku Twitter losing ground,http://venturebeat.com/2007/10/09/google-takes-jaiku-to-the-altar/
Google acquired Jambool in 2010,Jambool,Google,2010,9/08/2010,"$70,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6be57e65d7ff3e5020ec3b07150c4792,Another Piece To Google's Social Puzzle: To Acquire Jambool For $70 Million | TechCrunch,http://techcrunch.com/2010/08/09/google-aquires-jambool-social-gold/
Google acquired Jetpac in 2014,Jetpac,Google,2014,15/08/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/a27be7ac71dfe52b178cd92d50760312,,
Google acquired JotSpot in 2006,JotSpot,Google,2006,31/10/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b4a850cfb4f8b11f137aeb4a90e1d7f8,Google Acquires Wiki Collaboration Company Jotspot | TechCrunch,http://techcrunch.com/2006/10/31/google-acquires-wiki-company-jotspot/
Google acquired JustSpotted in 2011,JustSpotted,Google,2011,20/07/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/74a441de367ddecd1263d30018a1b1ae,Google Hires JustSpotted/Scoopler Team To Work On Google+ | TechCrunch,http://techcrunch.com/2011/07/20/google-justspotted/
Google acquired Kaltix in 2003,Kaltix,Google,2003,30/09/2003,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/59c8cec6a1da2bfa33c30cd8f671be71,Google acquired Kaltix,http://findarticles.com/p/articles/mi_m0EIN/is_2003_Sept_30/ai_108316401
Google acquired Katango in 2011,Katango,Google,2011,10/11/2011,Undisclosed amount,Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/fe1258e3c9f36b4281e08181ebb30806,Google acquired Katango,http://www.privco.com/mergers-acquisitions/google-inc-acquires-katango-november-11th-2011
Google acquired Keyhole Inc. in 2004,Keyhole Inc.,Google,2004,27/10/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/674b40ddbf201a6cf34d20c76cafa4bd,Google Acquires Keyhole Corp News announcements News from Google Google,http://googlepress.blogspot.com/2004/10/google-acquires-keyhole-corp.html
Google acquired KikScore in 2012,KikScore,Google,2012,1/06/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/eedd268e250dab0521f18c626061ca3c,Silicon Valley Wire: Mountain View-Based Google Acquires Trust-Score Service KikScoreNew Page 2,http://www.siliconvalleywire.com/svw/2012/06/mountain-view-based-google-acquires-trust-score-service-kikscore.html
Google acquired LabPixies in 2010,LabPixies,Google,2010,27/04/2010,"$25,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/98ae9af2318d064af65b07d59a012b54,Google Believed To Pay Up To $25 Million For LabPixies To Flood The Web With Apps | TechCrunch,http://techcrunch.com/2010/04/27/labpixies-google-25-million/
Google acquired Like.com in 2010,Like.com,Google,2010,20/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c35e7f0c34695571dd2e2e0de565f47b,Google acquired Like.com,http://techcrunch.com/2010/08/20/its-official-google-acquires-like-com/
Google acquired Lynx Design in 2014,Lynx Design,Google,2014,11/09/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/2465608e9bbe3207f363c3fcf79a7e81,Google buys anti-tremor spoon maker Lift Labs,http://www.pehub.com/2014/09/google-buys-anti-tremor-spoon-maker-lift-labs/?utm_source=twitterfeed&utm_medium=twitter
Google acquired Marratech in 2007,Marratech,Google,2007,20/04/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/9619576f7388d16b0ac3b3827e2ce8a6,"Google Acquires Marratech, Gets Into WebEx Territory | TechCrunch",http://techcrunch.com/2007/04/20/google-acquires-marratech-gets-into-webex-territory/
Google acquired mDialog in 2014,mDialog,Google,2014,19/06/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/65ef6864cb2b012880a21b3e1873056b,Google Acquires mDialog To Improve DoubleClick’s Video Advertising | TechCrunch,http://techcrunch.com/2014/06/19/google-acquires-mdialog/
Google acquired Measure Map in 2006,Measure Map,Google,2006,14/02/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cafdd8c1cc831d0987f0d08b2d42c8d5,Google Buys MeasureMap | TechCrunch,http://techcrunch.com/2006/02/14/google-buys-measuremap/
Google acquired Meebo in 2012,Meebo,Google,2012,4/06/2012,"$100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7c51af141c9ce62620b9e1a58b47ce2b,Confirmed: Google Is Buying Meebo The Startup That Turned Chat Into A Business [Updated] | TechCrunch,http://techcrunch.com/2012/06/04/confirmed-google-is-buying-meebo-the-startup-that-turned-chat-into-a-business/
Google acquired MentorWave Technologies in 2010,MentorWave Technologies,Google,2010,12/09/2010,"$12,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/76dd393253e24e65c2e424fe810c8104,Google acquired MentorWave Technologies,http://www.haaretz.com/print-edition/business/google-buying-second-israeli-startup-quiksee-1.313483
Google acquired Metaweb Technologies in 2010,Metaweb Technologies,Google,2010,16/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3a990281f5991eb415b9c2463063747c,Google Acquires Metaweb To Make Search Smarter | TechCrunch,http://techcrunch.com/2010/07/16/google-acquires-metaweb-to-make-search-smarter/
Google acquired Milk in 2012,Milk,Google,2012,16/03/2012,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/7d0f61fbfa4a05058e64acd3bffe7a16,Winning A Bidding War With Facebook Google Picks Up The Milk Product Team | TechCrunch,http://techcrunch.com/2012/03/15/winning-a-bidding-war-with-facebook-google-picks-up-the-entire-milk-team/?grcc=33333Z98
Google acquired modu in 2011,modu,Google,2011,20/05/2011,"$4,900,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/192d73ab61b2525173ae899d479c6cc2,Google Spends $4.9 Million On Modu Patent Portfolio | TechCrunch,http://techcrunch.com/2011/05/20/google-spends-4-9-million-on-modu-patent-portfolio/
Google acquired Motorola Mobility in 2012,Motorola Mobility,Google,2012,22/05/2012,"$12,500,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b675ec99f6f42cdd03e9742a527161d3,"Google Closes Acquisition Of Motorola: Woodside To Lead, Page Pushes Mobile Aspect | TechCrunch",http://techcrunch.com/2012/05/22/google-closes-acquisition-of-motorola-woodside-to-lead-page-focuses-on-mobile-announcing-deal/
Google acquired Neotonic Software in 2003,Neotonic Software,Google,2003,1/04/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/eff8046e5e0198edcbb0b5ceb08dc063,List of mergers and acquisitions by Google - Wikipedia the free encyclopedia,http://en.wikipedia.org/wiki/List_of_Google_acquisitions
Google acquired Nest Labs in 2014,Nest Labs,Google,2014,13/01/2014,"$3,200,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/adb351aac687fffbc0ab2e2db77c0e67,"Google Is Buying Connected Device Company Nest For $3.2B In Cash | TechCrunch, Google closes $3.2 billion purchase of Nest - CNET, Google buying Nest Labs for $3.2 billion, Google to Acquire Nest","http://techcrunch.com/2014/01/13/google-just-bought-connected-device-company-nest-for-3-2b-in-cash/, http://www.cnet.com/news/google-closes-3-2-billion-purchase-of-nest/, http://fortune.com/2014/01/13/google-buying-nest-labs-for-3-2-billion/, http://investor.google.com/releases/2014/0113.html"
Google acquired Neven Vision in 2006,Neven Vision,Google,2006,15/08/2006,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/c2c7ab43348e09c42981a3839b99f09b,Google Acquires Neven Vision: Adding Object and Facial Recognition Mobile Technology - SEO by the Sea,http://www.seobythesea.com/2006/08/google-acquires-neven-vision-adding-object-and-facial-recognition-mobile-technology/
Google acquired Nik Software in 2012,Nik Software,Google,2012,17/09/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/97b0db258c34997bea92abc4ab3f581d,Google Acquires Nik Software The Company Behind The Popular Snapseed Photo Editing App For iOS | TechCrunch,http://techcrunch.com/2012/09/17/google-acquires-nik-software-the-company-behind-the-popular-snapseed-photo-editing-app-for-ios/
Google acquired Omnisio in 2008,Omnisio,Google,2008,30/07/2008,"$15,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/6d302ceaa60ef0407eaf40a0cc6cd773,Google Acquires Omnisio To Spice Up YouTube | TechCrunch,http://techcrunch.com/2008/07/30/google-acquires-omnisio-to-spice-up-youtube/
Google acquired On2 Technologies in 2010,On2 Technologies,Google,2010,19/02/2010,"$130,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/bb81790a892545fe4856193f9fb6ec27,Google To Acquire Video Compression Developer On2 For $106.5 Million,http://www.washingtonpost.com/wp-dyn/content/article/2009/08/05/AR2009080501579.html
Google acquired Orion in 2006,Orion,Google,2006,9/04/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/70678b9f1da54d6317bf3cc707bfd66f,Google Acquires Orion Search Algorithm | News | TechNewsWorld,http://www.technewsworld.com/story/49851.html
Google acquired Outride in 2001,Outride,Google,2001,20/09/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7877de41f4a93810775faef95bf9a07e,Google acquired Outride,http://findarticles.com/p/articles/mi_m0EIN/is_2001_Sept_20/ai_78429980
Google acquired Panoramio in 2007,Panoramio,Google,2007,1/05/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0edd8458e61ecb1a74acf310b74b312e,Google to Buy Geo-Tagging Site Panoramio,http://gigaom.com/2007/05/31/google-to-buy-geo-tagging-site-panoramio/
Google acquired PeakStream in 2007,PeakStream,Google,2007,5/06/2007,"$20,300,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/7b0f306d0103c702c2c8f4fdb01f8ec5,"Proxy Watch: Google: $1 Million Stake In Comsenz, $20 Million For Peakstream, Salaries, Human Rights - washingtonpost.com",http://www.washingtonpost.com/wp-dyn/content/article/2008/03/25/AR2008032502201.html
Google acquired Phatbits in 2005,Phatbits,Google,2005,27/12/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5558930007c627f9a5ed0c2a7f113881,Google acquired Phatbits,http://digg.com/software/Google_acquires_Widget_Engine
Google acquired Phonetic Arts in 2010,Phonetic Arts,Google,2010,3/12/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/57d4dbd6b2e93fa1171c4ac3a87f03f2,Google Acquires Phonetic Arts To Make Robo-Voices Sound Human | TechCrunch,http://techcrunch.com/2010/12/03/google-acquires-phonetic-arts/
Google acquired Picasa in 2004,Picasa,Google,2004,13/07/2004,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/45b243e0bf029bf737a269991f57722f,Google Acquires Picasa,http://www.clickz.com/clickz/news/1692071/google-acquires-picasa
Google acquired Picnik in 2010,Picnik,Google,2010,1/03/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d29049aa0ce890caaa708c5f8a534a19,Google acquired Picnik,http://paidcontent.org/article/419-google-buys-photo-editing-site-picnik/
Google acquired PittPatt in 2011,PittPatt,Google,2011,22/07/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4d17fcdeb3a8186e8c42a33b2a84cf81,Google Acquires Facial Recognition Software Company PittPatt | TechCrunch,http://techcrunch.com/2011/07/22/google-acquires-facial-recognition-software-company-pittpatt/
Google acquired Plannr in 2010,Plannr,Google,2010,28/09/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a7c4eb354f9fd0a3800412ec631985b1,Google Buys Schedule Management Startup Plannr | TechCrunch,http://techcrunch.com/2010/09/28/google-plannr/
Google acquired Plink Search in 2010,Plink Search,Google,2010,10/04/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/58800c72674d37563d3b6766a57c3be0,Google buys UK visual search engine - FT.com,http://www.ft.com/cms/s/2/1ea6fba2-462a-11df-8769-00144feab49a.html#axzz2gO4mC3kT
Google acquired Plink Solutions in 2010,Plink Solutions,Google,2010,12/04/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/893a8badcc144d80886375bd8062a167,Google acquires UK mobile visual search company Plink to bolster Goggles,http://venturebeat.com/2010/04/12/google-acquires-uk-mobile-visual-search-company-plink-to-bolster-goggles/
Google acquired Polar in 2014,Polar,Google,2014,11/09/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e4044368475b0ad0744fbf90fcb46473,Google Acquires Opinion Poll Service Polar For Google+ | TechCrunch,http://techcrunch.com/2014/09/11/google-acquires-opinion-poll-service-polar-for-google/
Google acquired Postini in 2007,Postini,Google,2007,9/07/2007,"$625,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/022f55c487e9957916ed2773382ef822,Google Acquires Postini for $625 million | TechCrunch,http://techcrunch.com/2007/07/09/google-acquires-postini-for-625-million/
Google acquired PostRank in 2011,PostRank,Google,2011,3/06/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d8790d90a88e39eeb6e8ba8930d16735,Google Acquires PostRank An Analytics Service For The Social Web | TechCrunch,http://techcrunch.com/2011/06/03/google-acquires-postrank-an-analytics-service-for-the-social-web/
Google acquired Punchd in 2011,Punchd,Google,2011,11/07/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f5a7f1258dad3673738b35e049155127,Google Confirms That It Has Acquired Digital Loyalty Startup Punchd | TechCrunch,http://techcrunch.com/2011/07/11/google-confirms-that-it-has-acquired-digital-loyalty-startup-punchd/
Google acquired PushLife in 2011,PushLife,Google,2011,8/04/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/083e421bb00d5dfb93f1c23d8eafdd28,Google Buys Mobile Music And Entertainment Platform PushLife | TechCrunch,http://techcrunch.com/2011/04/08/google-buys-mobile-entertainment-platform-pushlife/
Google acquired Pyra Labs in 2003,Pyra Labs,Google,2003,1/02/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/87d419bf8ae05e29a589d9dc0b1f25b3,,
Google acquired Quest Visual in 2014,Quest Visual,Google,2014,16/05/2014,Undisclosed amount,Pending,Cash,http://www.crunchbase.com/acquisition/5f6eaa4862750cd83beec69c3a780aa9,Google Has Acquired Quest Visual The Maker Of Camera-Based Translation App Word Lens | TechCrunch,http://techcrunch.com/2014/05/16/google-has-acquired-quest-visual-the-maker-of-camera-based-translation-app-word-lens/
Google acquired Quickoffice in 2012,Quickoffice,Google,2012,5/06/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/df25cdc9b2bbe73eb409e944fedabe09,Google Acquires Mobile Productivity Company Quickoffice | TechCrunch,http://techcrunch.com/2012/06/05/google-acquires-mobile-productivity-company-quickoffice/
Google acquired Quiksee in 2010,Quiksee,Google,2010,14/09/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f010fcbd70c7a5eeced551353b5220b6,Google acquired Quiksee,http://paidcontent.org/article/419-confirmed-google-buys-video-tour-startup-quiksee/
Google acquired Rangespan in 2014,Rangespan,Google,2014,2/05/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/0572f24b0e62135d09ff1369e5bf7369,Google Buys Rangespan To Add Big Data Inventory Management To Google Shopping | TechCrunch,http://techcrunch.com/2014/05/02/google-buys-rangespan-to-add-supply-chain-management-to-its-e-commerce-business/
Google acquired reCAPTCHA in 2009,reCAPTCHA,Google,2009,16/09/2009,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/6cf7e03e485a6ae4c3ef42ee5cd79401,Google Acquires reCaptcha To Power Scanning For Google Books And Google News | TechCrunch,http://techcrunch.com/2009/09/16/google-acquires-recaptcha-to-power-scanning-for-google-books-and-google-news/
Google acquired reMail in 2010,reMail,Google,2010,17/02/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/614c73e8a5bd0e37e38d1c65fe154d88,Google acquires reMail founder Cselle joins Gmail team,http://venturebeat.com/2010/02/17/remail-google/
Google acquired Reqwireless in 2005,Reqwireless,Google,2005,9/07/2005,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/5ea2c54828cd5a3d0862190c6973a40f,Google buys Canadian wireless-software company - CNET,http://www.cnet.com/news/google-buys-canadian-wireless-software-company/
Google acquired RightsFlow in 2011,RightsFlow,Google,2011,9/12/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4c7158a7437d8587c8d50590e38375ea,Google Acquires Music Royalty Manager RightsFlow,http://online.wsj.com/news/articles/SB10001424052970203501304577088781618116446?mg=reno64-wsj&url=http%3A%2F%2Fonline.wsj.com%2Farticle%2FSB10001424052970203501304577088781618116446.html
Google acquired Ruba in 2010,Ruba,Google,2010,24/05/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/42fb0089e3e9a8448902a5132e6df31a,Google acquires Ruba.com | Travel Industry News & Conferences - EyeforTravel,http://www.eyefortravel.com/social-media-and-marketing/google-acquires-rubacom
Google acquired SageTV in 2011,SageTV,Google,2011,19/06/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bd7b39628db96c528c99a5e25c901144,Google acquired SageTV,http://www.businessinsider.com/google-sage-tv-2011-6
Google acquired SayNow in 2010,SayNow,Google,2010,25/01/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d3a62fb8ca889bc3de090f7f7459ce3c,Google Buys Voice Messaging Application Developer SayNow | TechCrunch,http://techcrunch.com/2011/01/25/google-buys-voice-messaging-startup-saynow/
Google acquired Schaft in 2013,Schaft,Google,2013,2/12/2013,"$20,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4d8b2cfed8a86010cb8869e07bd55180,Japanese robotics entrepreneur forms $20M fund for bio and energy startups,http://thebridge.jp/en/2014/01/246-capital
Google acquired Simplify Media in 2010,Simplify Media,Google,2010,20/05/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d941faaa5fa739a61e1b429692bc09c7,Google Buys Simplify Media To Power Music Syncing For New iTunes Competitor | TechCrunch,http://techcrunch.com/2010/05/20/google-buys-simplify-media-to-power-music-syncing-for-new-itunes-competitor/
Google acquired Skia in 2005,Skia,Google,2005,9/11/2005,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/ad6cccc905b23b05ca3932b719ae7324,Google Comes Out of the Shadows in N.C.: Search Engine Giant Has Software Operation in Chapel Hill -TechWire Insider :: WRAL Tech Wire,http://wraltechwire.com/business/tech_wire/news/story/1126258/
Google acquired Skybox Imaging in 2014,Skybox Imaging,Google,2014,10/06/2014,"$500,000,000",Pending,Undisclosed,http://www.crunchbase.com/acquisition/d9466e73b5dec0a3adf610f5e5f2d99b,"Google Confirms Purchase Of Satellite Startup Skybox Imaging For $500M | TechCrunch, Google Buys Satellite Company Skybox Imaging For $500 Million - Business insider","http://techcrunch.com/2014/06/10/google-is-confirming-purchase-of-satellite-startup-skybox-imaging-today/, http://www.businessinsider.in/Google-Buys-Satellite-Company-Skybox-Imaging-For-500-Million/articleshow/36362198.cms"
Google acquired SlickLogin in 2014,SlickLogin,Google,2014,16/02/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/badee91d874672cf53baf2c7a43b2bcb,Google buys SlickLogin looks to swap passwords for inaudible sound waves,http://www.engadget.com/2014/02/16/google-acquires-slicklogin-sound-passwords/?ncid=rss_truncated&utm_source=twitterfeed&utm_medium=twitter
Google acquired Slide in 2010,Slide,Google,2010,6/08/2010,"$182,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/db62a0d248ed77ba03b7a44566d9d286,Google Confirms Slide Acquisition Gears Up For War With Facebook | TechCrunch,http://techcrunch.com/2010/08/06/google-confirms-slide-acquisition/
Google acquired SocialDeck in 2010,SocialDeck,Google,2010,30/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a094b736506f652fb260e3fbf44fa858,Google Buys Mobile Social Game Developer SocialDeck,http://www.insidesocialgames.com/2010/08/30/google-buys-mobile-social-game-developer-socialdeck/
Google acquired SocialGrapple in 2011,SocialGrapple,Google,2011,10/10/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/842129140bd2e52afa0b99e65c015a05,Google acquires social analytics startup SocialGrapple,http://venturebeat.com/2011/10/10/google-acquires-socialgrapple/
Google acquired Songza in 2014,Songza,Google,2014,1/07/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c49bccfca16b4a3f0aea11e431ddc44d,"Google Buys Songza | TechCrunch, Google in talks to buy music streaming company Songza","http://techcrunch.com/2014/07/01/google-buys-songza/, http://nypost.com/2014/06/06/google-in-talks-to-buy-music-streaming-company-songza/"
Google acquired Sparkbuy in 2011,Sparkbuy,Google,2011,23/05/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1bdac2114d2c50fa58c18e3eb8c6d5ab,Google Acquires 'Kayak For Consumer Electronics' Sparkbuy | TechCrunch,http://techcrunch.com/2011/05/23/google-acquires-kayak-for-consumer-electronics-sparkbuy/
