Name,Image,Type,Status,Symbol,Platform,Market Capitalization,Price,Available suppy,Volume (17 Oct. '14),More Information,Profile
UnionCoin,https://coinmarketcap.com/static/img/coins/16x16/unioncoin.png,Cryptocurrency,Minable,UNC,,"$78,014",$0.01,"8,388,608",$45,http://unioncoin.org/,https://coinmarketcap.com/currencies/unioncoin/
Uro,https://coinmarketcap.com/static/img/coins/16x16/uro.png,Cryptocurrency,Minable,URO,,"$776,827",$0.89,"873,436","$32,074",http://uro.io,https://coinmarketcap.com/currencies/uro/
USBCoin,https://coinmarketcap.com/static/img/coins/16x16/usbcoin.png,Cryptocurrency,,USB,,$114,$0.00,"884,686",Low,http://usbcoin.pw,https://coinmarketcap.com/currencies/usbcoin/
USDe,https://coinmarketcap.com/static/img/coins/16x16/usde.png,Cryptocurrency,Minable,USDe,,"$109,688",$0.00,"956,351,793",$157,http://usd-e.com/,https://coinmarketcap.com/currencies/usde/
VaultCoin,https://coinmarketcap.com/static/img/coins/16x16/vaultcoin.png,Cryptocurrency,,VAULT,,"$5,166",$3.44,"1,501",$17,http://vault-coin.com,https://coinmarketcap.com/currencies/vaultcoin/
VegasCoin,https://coinmarketcap.com/static/img/coins/16x16/vegascoin.png,Cryptocurrency,Minable,VGC,,"$8,536",$0.00,"18,109,080",$18,http://vegascoin.co/,https://coinmarketcap.com/currencies/vegascoin/
Vertcoin,https://coinmarketcap.com/static/img/coins/16x16/vertcoin.png,Cryptocurrency,Minable,VTC,,"$635,191",$0.07,"8,774,850","$9,445",http://vertcoin.org/,https://coinmarketcap.com/currencies/vertcoin/
Viacoin,https://coinmarketcap.com/static/img/coins/16x16/viacoin.png,Cryptocurrency,Minable,VIA,,"$845,178",$0.07,"11,595,270","$5,413",http://viacoin.org,https://coinmarketcap.com/currencies/viacoin/
VirtualMiningCoin,https://coinmarketcap.com/static/img/coins/16x16/virtualminingcoin.png,Cryptocurrency,Minable,VMC,,$903,$0.00,"40,057,584",Low,http://virtualminingcoin.org/,https://coinmarketcap.com/currencies/virtualminingcoin/
Waccoin Gold,https://coinmarketcap.com/static/img/coins/16x16/waccoin-gold.png,Cryptocurrency,Minable,WACG,,Unknown,$0.38,Unknown,Unknown,http://waccoin.com,https://coinmarketcap.com/currencies/waccoin-gold/
WhiteCoin,https://coinmarketcap.com/static/img/coins/16x16/whitecoin.png,Cryptocurrency,Minable,WC,,"$165,427",$0.00,"303,463,322","$3,316",http://whitecoin.info/,https://coinmarketcap.com/currencies/whitecoin/
Wincoin,https://coinmarketcap.com/static/img/coins/16x16/wincoin.png,Cryptocurrency,Minable,WIN,,"$1,379",$0.00,"76,687,837",Low,http://wincoin.pw/,https://coinmarketcap.com/currencies/wincoin/
42 Coin,https://coinmarketcap.com/static/img/coins/16x16/42-coin.png,Cryptocurrency,Minable,42,,"$2,135","$2,326",0.9178677,$699,http://www.42coin.org/,https://coinmarketcap.com/currencies/42-coin/
AidBit,https://coinmarketcap.com/static/img/coins/16x16/aidbit.png,Cryptocurrency,Minable,AID,,"$5,937",$0.00,"13,160,048",$82,http://www.aidbit.net,https://coinmarketcap.com/currencies/aidbit/
Aiden,https://coinmarketcap.com/static/img/coins/16x16/aiden.png,Cryptocurrency,Minable,ADN,,"$5,317",$0.00,"14,639,403",Low,http://www.aidencoin.org/,https://coinmarketcap.com/currencies/aiden/
APICoin,https://coinmarketcap.com/static/img/coins/16x16/apicoin.png,Asset,,,Mastercoin,"$51,601",$0.02,"3,000,000",$86,http://www.apinetwork.co,https://coinmarketcap.com/assets/apicoin/
AppleByte,https://coinmarketcap.com/static/img/coins/16x16/applebyte.png,Cryptocurrency,"Minable, Premined",ABY,,"$58,386",$0.00,"98,528,050",$452,http://www.applebyte.me,https://coinmarketcap.com/currencies/applebyte/
Auroracoin,https://coinmarketcap.com/static/img/coins/16x16/auroracoin.png,Cryptocurrency,"Minable, Premined",AUR,,"$98,504",$0.05,"1,929,590","$1,530",http://www.auroracoin.org/,https://coinmarketcap.com/currencies/auroracoin/
BellaCoin,https://coinmarketcap.com/static/img/coins/16x16/bellacoin.png,Cryptocurrency,Minable,BELA,,"$2,800",$0.00,"6,118,900",$114,http://www.bellacoin.com/,https://coinmarketcap.com/currencies/bellacoin/
Benjamins,https://coinmarketcap.com/static/img/coins/16x16/benjamins.png,Cryptocurrency,Minable,BEN,,"$3,283",$0.00,"2,427,600",Low,http://www.benjaminsbaby.com/,https://coinmarketcap.com/currencies/benjamins/
BilShares,https://coinmarketcap.com/static/img/coins/16x16/bilshares.png,Cryptocurrency,,BILS,,"$456,844",$0.00,"1,000,000,000","$7,165",http://www.bilshares.com,https://coinmarketcap.com/currencies/bilshares/
BitBar,https://coinmarketcap.com/static/img/coins/16x16/bitbar.png,Cryptocurrency,Minable,BTB,,"$29,959",$2.12,"14,147",$68,http://www.bitbar.biz,https://coinmarketcap.com/currencies/bitbar/
BitBlock,https://coinmarketcap.com/static/img/coins/16x16/bitblock.png,Cryptocurrency,Minable,BBL,,"$24,631",$0.00,"5,211,477",Unknown,http://www.bitblock.ml,https://coinmarketcap.com/currencies/bitblock/
BitcoinDark,https://coinmarketcap.com/static/img/coins/16x16/bitcoindark.png,Cryptocurrency,Minable,BTCD,,"$2,999,158",$2.52,"1,188,058","$14,052",http://www.bitcoindark.org,https://coinmarketcap.com/currencies/bitcoindark/
Bitgem,https://coinmarketcap.com/static/img/coins/16x16/bitgem.png,Cryptocurrency,Minable,BTG,,"$6,840",$0.23,"30,083",Low,http://www.bitgem.in/,https://coinmarketcap.com/currencies/bitgem/
Bitleu,https://coinmarketcap.com/static/img/coins/16x16/bitleu.png,Cryptocurrency,"Minable, Premined",BTL,,"$1,129",$0.00,"22,715,649",Low,http://www.bitleu.org/,https://coinmarketcap.com/currencies/bitleu/
Particle,https://coinmarketcap.com/static/img/coins/16x16/particle.png,Cryptocurrency,Minable,PRT,,"$62,828",$0.00,"714,506,932",$21,http://www.bitparticle.com/,https://coinmarketcap.com/currencies/particle/
BitBTC,https://coinmarketcap.com/static/img/coins/16x16/bitbtc.png,Asset,,,BitSharesX,"$20,219",$380.89,53.082958,"$1,255",http://www.bitsharesblocks.com/assets,https://coinmarketcap.com/assets/bitbtc/
BitCNY,https://coinmarketcap.com/static/img/coins/16x16/bitcny.png,Asset,,,BitSharesX,"$56,477",$0.16,"349,243","$8,170",http://www.bitsharesblocks.com/assets,https://coinmarketcap.com/assets/bitcny/
BitUSD,https://coinmarketcap.com/static/img/coins/16x16/bitusd.png,Asset,,,BitSharesX,"$361,880",$0.99,"363,799","$5,244",http://www.bitsharesblocks.com/assets,https://coinmarketcap.com/assets/bitusd/
BlackCoin,https://coinmarketcap.com/static/img/coins/16x16/blackcoin.png,Cryptocurrency,,BC,,"$2,962,605",$0.04,"74,692,738","$18,127",http://www.blackcoin.co/,https://coinmarketcap.com/currencies/blackcoin/
Blakecoin,https://coinmarketcap.com/static/img/coins/16x16/blakecoin.png,Cryptocurrency,Minable,BLC,,"$24,276",$0.01,"4,233,193",$40,http://www.blakecoin.org/,https://coinmarketcap.com/currencies/blakecoin/
Boomcoin,https://coinmarketcap.com/static/img/coins/16x16/boomcoin.png,Cryptocurrency,,BOOM,,"$217,232",$0.02,"11,364,114","$16,808",http://www.boomcoin.net,https://coinmarketcap.com/currencies/boomcoin/
Canada eCoin,https://coinmarketcap.com/static/img/coins/16x16/canada-ecoin.png,Cryptocurrency,Minable,CDN,,"$1,148",$0.00,"10,583,450",$63,http://www.canadaecoin.ca/,https://coinmarketcap.com/currencies/canada-ecoin/
Cashcoin,https://coinmarketcap.com/static/img/coins/16x16/cashcoin.png,Cryptocurrency,Minable,CASH,,"$2,784",$0.00,"4,551,861",$79,http://www.cash-coin.org/,https://coinmarketcap.com/currencies/cashcoin/
Catcoin,https://coinmarketcap.com/static/img/coins/16x16/catcoin.png,Cryptocurrency,Minable,CAT,,"$7,200",$0.00,"1,609,550",Low,http://www.catcoins.org/,https://coinmarketcap.com/currencies/catcoin/
Cinni,https://coinmarketcap.com/static/img/coins/16x16/cinni.png,Cryptocurrency,,CINNI,,"$74,208",$0.00,"15,089,019",$141,http://www.cinnicoin.co/,https://coinmarketcap.com/currencies/cinni/
CleanWaterCoin,https://coinmarketcap.com/static/img/coins/16x16/cleanwatercoin.png,Cryptocurrency,Minable,WATER,,"$58,250",$0.00,"544,152,914",Low,http://www.cleanwatercoin.org/,https://coinmarketcap.com/currencies/cleanwatercoin/
CloakCoin,https://coinmarketcap.com/static/img/coins/16x16/cloakcoin.png,Cryptocurrency,,CLOAK,,"$142,284",$0.03,"4,534,904","$10,966",http://www.cloakcoin.com,https://coinmarketcap.com/currencies/cloakcoin/
CoffeeCoin,https://coinmarketcap.com/static/img/coins/16x16/coffeecoin.png,Cryptocurrency,,CFC2,,"$9,873",$0.00,"143,487,820",$132,http://www.coffee-coin.org/,https://coinmarketcap.com/currencies/coffeecoin/
Coin2.1,https://coinmarketcap.com/static/img/coins/16x16/coin2-1.png,Cryptocurrency,,C2,,"$26,022",$0.00,"99,976,323",Low,http://www.coin2-project.org/,https://coinmarketcap.com/currencies/coin2-1/
Coin(O),https://coinmarketcap.com/static/img/coins/16x16/coin.png,Cryptocurrency,Minable,CNO,,Unknown,$0.00,Unknown,Low,http://www.coinocoin.com,https://coinmarketcap.com/currencies/coin/
Colossuscoin,https://coinmarketcap.com/static/img/coins/16x16/colossuscoin.png,Cryptocurrency,Minable,COL,,"$50,482",$0.00,"312,889,440,517",Low,http://www.colossuscoin.org/,https://coinmarketcap.com/currencies/colossuscoin/
CommunityCoin,https://coinmarketcap.com/static/img/coins/16x16/communitycoin.png,Cryptocurrency,,COMM,,"$27,643",$0.00,"1,057,344,896",Low,http://www.communitycoin.info/,https://coinmarketcap.com/currencies/communitycoin/
CoolCoin,https://coinmarketcap.com/static/img/coins/16x16/coolcoin.png,Cryptocurrency,,COOL,,"$8,751",$0.00,"104,047,705",Low,http://www.coolxcoin.com/,https://coinmarketcap.com/currencies/coolcoin/
CryptoEscudo,https://coinmarketcap.com/static/img/coins/16x16/cryptoescudo.png,Cryptocurrency,"Minable, Premined",CESC,,"$9,376",$0.00,"70,067,100",Low,http://www.cryptoescudo.org/,https://coinmarketcap.com/currencies/cryptoescudo/
Magicoin,https://coinmarketcap.com/static/img/coins/16x16/magicoin.png,Cryptocurrency,Minable,MAGIC,,"$3,466",$0.00,"4,102,283",$13,http://www.cryptomagic.com/,https://coinmarketcap.com/currencies/magicoin/
DarkCash,https://coinmarketcap.com/static/img/coins/16x16/darkcash.png,Cryptocurrency,Minable,DRKC,,"$17,600",$0.00,"3,966,286",$16,http://www.darkcash.net,https://coinmarketcap.com/currencies/darkcash/
Darkcoin,https://coinmarketcap.com/static/img/coins/16x16/darkcoin.png,Cryptocurrency,Minable,DRK,,"$10,406,031",$2.19,"4,756,282","$55,595",http://www.darkcoin.io/,https://coinmarketcap.com/currencies/darkcoin/
Digital Commerce,https://coinmarketcap.com/static/img/coins/16x16/digital-commerce.png,Cryptocurrency,,DCM,,"$8,307",$0.01,"1,532,009",Unknown,http://www.dc-altcoin.com,https://coinmarketcap.com/currencies/digital-commerce/
Denarius,https://coinmarketcap.com/static/img/coins/16x16/denarius.png,Cryptocurrency,Minable,DRS,,$154,$0.00,"1,148,800",Low,http://www.denarius.info,https://coinmarketcap.com/currencies/denarius/
Deutsche eMark,https://coinmarketcap.com/static/img/coins/16x16/deutsche-emark.png,Cryptocurrency,Minable,DEM,,"$54,206",$0.00,"13,159,638","$1,012",http://www.deutsche-emark.org/,https://coinmarketcap.com/currencies/deutsche-emark/
DigiByte,https://coinmarketcap.com/static/img/coins/16x16/digibyte.png,Cryptocurrency,Minable,DGB,,"$155,187",$0.00,"2,107,867,331",$963,http://www.digibyte.co/,https://coinmarketcap.com/currencies/digibyte/
Pandacoin (PAND),https://coinmarketcap.com/static/img/coins/16x16/pandacoin-pand.png,Cryptocurrency,Minable,PAND,,Unknown,$0.00,Unknown,Unknown,http://www.digitalpandacoins.com/,https://coinmarketcap.com/currencies/pandacoin-pand/
Dimecoin,https://coinmarketcap.com/static/img/coins/16x16/dimecoin.png,Cryptocurrency,Minable,DIME,,"$23,189",$0,"290,690,990,080",$304,http://www.dimecoin.co/,https://coinmarketcap.com/currencies/dimecoin/
Dobbscoin,https://coinmarketcap.com/static/img/coins/16x16/dobbscoin.png,Cryptocurrency,Minable,BOB,,"$1,255",$0.00,"1,764,950",Low,http://www.dobbscoin.info,https://coinmarketcap.com/currencies/dobbscoin/
Dogeparty,https://coinmarketcap.com/static/img/coins/16x16/dogeparty.png,Cryptocurrency,,XDP,,"$279,871",$0.10,"2,680,316",$213,http://www.dogeparty.io,https://coinmarketcap.com/currencies/dogeparty/
DopeCoin,https://coinmarketcap.com/static/img/coins/16x16/dopecoin.png,Cryptocurrency,Minable,DOPE,,"$124,076",$0.00,"108,414,788","$39,889",http://www.dopecoin.com/,https://coinmarketcap.com/currencies/dopecoin/
Electronic Gulden,https://coinmarketcap.com/static/img/coins/16x16/electronic-gulden.png,Cryptocurrency,"Minable, Premined",EFL,,"$19,951",$0.00,"4,739,750",$721,http://www.e-gulden.org,https://coinmarketcap.com/currencies/electronic-gulden/
ECCoin,https://coinmarketcap.com/static/img/coins/16x16/eccoin.png,Cryptocurrency,Minable,ECC,,"$90,469",$0.00,"16,963,625,470",$114,http://www.eccoin.cc/,https://coinmarketcap.com/currencies/eccoin/
Electron,https://coinmarketcap.com/static/img/coins/16x16/electron.png,Cryptocurrency,Minable,ELT,,"$6,210",$0.00,"4,064,385",$43,http://www.electron-coin.org/,https://coinmarketcap.com/currencies/electron/
Emerald Crypto,https://coinmarketcap.com/static/img/coins/16x16/emerald.png,Cryptocurrency,Minable,EMD,,"$10,996",$0.00,"9,369,021",Low,http://www.emeraldcrypto.org,https://coinmarketcap.com/currencies/emerald/
EZCoin,https://coinmarketcap.com/static/img/coins/16x16/ezcoin.png,Cryptocurrency,Minable,EZC,,Unknown,$0.00,Unknown,$11,http://www.ezcoin.org/,https://coinmarketcap.com/currencies/ezcoin/
FAILCoin,https://coinmarketcap.com/static/img/coins/16x16/failcoin.png,Cryptocurrency,Minable,FAIL,,"$6,142",$0,"76,934,102,490",Low,http://www.failcoin.co.uk/,https://coinmarketcap.com/currencies/failcoin/
Fastcoin,https://coinmarketcap.com/static/img/coins/16x16/fastcoin.png,Cryptocurrency,Minable,FST,,"$25,444",$0.00,"96,132,539",$53,http://www.fastcoin.ca/,https://coinmarketcap.com/currencies/fastcoin/
Fibre,https://coinmarketcap.com/static/img/coins/16x16/fibre.png,Cryptocurrency,,FIBRE,,"$186,986",$0.30,"625,428","$3,993",http://www.fibrecoin.com,https://coinmarketcap.com/currencies/fibre/
FlorinCoin,https://coinmarketcap.com/static/img/coins/16x16/florincoin.png,Cryptocurrency,Minable,FLO,,"$49,158",$0.00,"76,035,300",$105,http://www.florincoin.org/,https://coinmarketcap.com/currencies/florincoin/
FlutterCoin,https://coinmarketcap.com/static/img/coins/16x16/fluttercoin.png,Cryptocurrency,Minable,FLT,,"$122,261",$0.00,"212,278,585",$615,http://www.fluttercoin.us/,https://coinmarketcap.com/currencies/fluttercoin/
FoldingCoin,https://coinmarketcap.com/static/img/coins/16x16/foldingcoin.png,Asset,,,Counterparty,"$385,753",$0.00,"1,000,000,000",$32,http://www.foldingcoin.net/,https://coinmarketcap.com/assets/foldingcoin/
FreshCoin,https://coinmarketcap.com/static/img/coins/16x16/freshcoin.png,Cryptocurrency,Minable,FRSH,,"$25,293",$0.00,"6,578,930",$291,http://www.freshcoin.net/,https://coinmarketcap.com/currencies/freshcoin/
Functioncoin,https://coinmarketcap.com/static/img/coins/16x16/functioncoin.png,Cryptocurrency,Minable,FCC,,"$15,754",$0.01,"1,177,680",$762,http://www.functioncoin.com,https://coinmarketcap.com/currencies/functioncoin/
Frozen,https://coinmarketcap.com/static/img/coins/16x16/frozen.png,Cryptocurrency,Minable,FZ,,"$3,874",$0.00,"7,374,655",Unknown,http://www.fzcoin.cc/,https://coinmarketcap.com/currencies/frozen/
GAIA,https://coinmarketcap.com/static/img/coins/16x16/gaia.png,Cryptocurrency,,GAIA,,"$263,177",$0.00,"98,340,648",$28,http://www.gaiaplatform.com/explorer/,https://coinmarketcap.com/currencies/gaia/
I0Coin,https://coinmarketcap.com/static/img/coins/16x16/i0coin.png,Cryptocurrency,Minable,I0C,,"$72,271",$0.00,"20,487,149",Low,http://www.geti0coin.com/,https://coinmarketcap.com/currencies/i0coin/
GlobalCoin,https://coinmarketcap.com/static/img/coins/16x16/globalcoin.png,Cryptocurrency,Minable,GLC,,"$16,930",$0.00,"55,596,638",$11,http://www.glc.io,https://coinmarketcap.com/currencies/globalcoin/
GoldCoin,https://coinmarketcap.com/static/img/coins/16x16/goldcoin.png,Cryptocurrency,Minable,GLD,,"$331,734",$0.01,"32,782,322",$240,http://www.gldcoin.com,https://coinmarketcap.com/currencies/goldcoin/
GlobalBoost,https://coinmarketcap.com/static/img/coins/16x16/globalboost.png,Cryptocurrency,"Minable, Premined",BST,,$114,$0.00,"14,894,955",Low,http://www.globalboost.org/,https://coinmarketcap.com/currencies/globalboost/
Globe,https://coinmarketcap.com/static/img/coins/16x16/globe.png,Cryptocurrency,Minable,GLB,,"$1,209",$0.00,"1,901,028",Unknown,http://www.globecrypto.com/,https://coinmarketcap.com/currencies/globe/
Gnosis,https://coinmarketcap.com/static/img/coins/16x16/gnosis.png,Cryptocurrency,Minable,GNS,,"$18,772",$0.00,"30,955,888",$205,http://www.gnosis.ninja/,https://coinmarketcap.com/currencies/gnosis/
GoldReserve,https://coinmarketcap.com/static/img/coins/16x16/goldreserve.png,Cryptocurrency,"Minable, Premined",XGR,,"$10,710",$0.00,"12,792,032",$29,http://www.goldreservecoin.com/,https://coinmarketcap.com/currencies/goldreserve/
Grain,https://coinmarketcap.com/static/img/coins/16x16/grain.png,Cryptocurrency,Minable,GRA,,$813,$0.00,"970,635,753",$18,http://www.graincoin.org/,https://coinmarketcap.com/currencies/grain/
Greencoin,https://coinmarketcap.com/static/img/coins/16x16/greencoin.png,Cryptocurrency,Minable,GRE,,"$16,414",$0.00,"357,789,025",$274,http://www.grcoin.com/,https://coinmarketcap.com/currencies/greencoin/
GreenBacks,https://coinmarketcap.com/static/img/coins/16x16/greenbacks.png,Cryptocurrency,,GB,,"$23,704",$0.00,"20,189,820","$1,627",http://www.greenbackscurrency.com,https://coinmarketcap.com/currencies/greenbacks/
Gridcoin,https://coinmarketcap.com/static/img/coins/16x16/gridcoin.png,Cryptocurrency,Minable,GRC,,"$360,430",$0.01,"32,529,168",$946,http://www.gridcoin.us/,https://coinmarketcap.com/currencies/gridcoin/
GroestlCoin,https://coinmarketcap.com/static/img/coins/16x16/groestlcoin.png,Cryptocurrency,Minable,GRS,,"$32,361",$0.00,"51,878,020",$145,http://www.groestlcoin.com/,https://coinmarketcap.com/currencies/groestlcoin/
Guerillacoin,https://coinmarketcap.com/static/img/coins/16x16/guerillacoin.png,Cryptocurrency,,GUE,,"$5,578",$0.00,"4,508,409",$106,http://www.guerillacoin.com/,https://coinmarketcap.com/currencies/guerillacoin/
Guncoin,https://coinmarketcap.com/static/img/coins/16x16/guncoin.png,Cryptocurrency,Minable,GUN,,"$5,369",$0.00,"66,699,828",Low,http://www.guncoin.info/,https://coinmarketcap.com/currencies/guncoin/
Hyper,https://coinmarketcap.com/static/img/coins/16x16/hyper.png,Cryptocurrency,,HYPER,,"$248,555",$0.07,"3,407,421",$643,http://www.hyper.cash/,https://coinmarketcap.com/currencies/hyper/
IcebergCoin,https://coinmarketcap.com/static/img/coins/16x16/icebergcoin.png,Cryptocurrency,Minable,ICB,,"$7,116",$0.00,"4,461,719",$32,http://www.icebergcoin.com,https://coinmarketcap.com/currencies/icebergcoin/
IncognitoCoin,https://coinmarketcap.com/static/img/coins/16x16/incognitocoin.png,Cryptocurrency,,ICG,,"$22,567",$0.00,"20,354,389",$43,http://www.icg.io,https://coinmarketcap.com/currencies/incognitocoin/
Infinitecoin,https://coinmarketcap.com/static/img/coins/16x16/infinitecoin.png,Cryptocurrency,Minable,IFC,,"$573,616",$0.00,"90,594,634,253","$1,457",http://www.infiniteco.in,https://coinmarketcap.com/currencies/infinitecoin/
Intellicoin,https://coinmarketcap.com/static/img/coins/16x16/intellicoin.png,Cryptocurrency,,INT,,$646,$0.00,"8,818,764",Low,http://www.intellicoin.me,https://coinmarketcap.com/currencies/intellicoin/
Isracoin,https://coinmarketcap.com/static/img/coins/16x16/isracoin.png,Cryptocurrency,"Minable, Premined",ISR,,"$50,651",$0.00,"13,184,710",$231,http://www.isracoin.org/,https://coinmarketcap.com/currencies/isracoin/
Ixcoin,https://coinmarketcap.com/static/img/coins/16x16/ixcoin.png,Cryptocurrency,Minable,IXC,,"$807,352",$0.04,"20,999,906","$24,414",http://www.ixcoin.co,https://coinmarketcap.com/currencies/ixcoin/
jl777hodl,https://coinmarketcap.com/static/img/coins/16x16/jl777hodl.png,Asset,,,Nxt,"$655,660",$0.07,"10,000,000",$961,http://www.jl777.org,https://coinmarketcap.com/assets/jl777hodl/
Joulecoin,https://coinmarketcap.com/static/img/coins/16x16/joulecoin.png,Cryptocurrency,Minable,XJO,,"$9,441",$0.00,"12,346,704",$33,http://www.joulecoin.org/,https://coinmarketcap.com/currencies/joulecoin/
Judgecoin,https://coinmarketcap.com/static/img/coins/16x16/judgecoin.png,Cryptocurrency,Minable,JUDGE,,"$9,420",$0.00,"11,528,474",$44,http://www.judgecoin.com,https://coinmarketcap.com/currencies/judgecoin/
KashmirCoin,https://coinmarketcap.com/static/img/coins/16x16/kashmircoin.png,Cryptocurrency,Minable,KSC,,$966,$13.38,72.18311,Low,http://www.kashmircoin.org/,https://coinmarketcap.com/currencies/kashmircoin/
Krugercoin,https://coinmarketcap.com/static/img/coins/16x16/krugercoin.png,Cryptocurrency,Minable,KGC,,Unknown,$0.00,Unknown,$15,http://www.krugercoin.co,https://coinmarketcap.com/currencies/krugercoin/
Latium,https://coinmarketcap.com/static/img/coins/16x16/latium.png,Cryptocurrency,Minable,LAT,,Unknown,$0.02,Unknown,$313,http://www.latium.cc,https://coinmarketcap.com/currencies/latium/
Librexcoin,https://coinmarketcap.com/static/img/coins/16x16/librexcoin.png,Cryptocurrency,Minable,LXC,,"$422,728",$0.04,"9,748,354",$616,http://www.librexcoin.com,https://coinmarketcap.com/currencies/librexcoin/
Lightcoin,https://coinmarketcap.com/static/img/coins/16x16/lightcoin.png,Cryptocurrency,Minable,LIT,,$235,$0.00,"5,115,468",Low,http://www.lightcoin.biz/,https://coinmarketcap.com/currencies/lightcoin/
Lion,https://coinmarketcap.com/static/img/coins/16x16/lion.png,Cryptocurrency,,LION,,$236,$0.00,"1,371,497",Low,http://www.lionx11.net,https://coinmarketcap.com/currencies/lion/
LitecoinDark,https://coinmarketcap.com/static/img/coins/16x16/litecoindark.png,Cryptocurrency,Minable,LTCD,,"$405,495",$0.01,"78,476,812","$14,609",http://www.litecoindark.com,https://coinmarketcap.com/currencies/litecoindark/
MammothCoin,https://coinmarketcap.com/static/img/coins/16x16/mammothcoin.png,Cryptocurrency,Minable,MAMM,,"$2,719",$0.00,"6,503,776","$1,073",http://www.mammothcoin.rocks/,https://coinmarketcap.com/currencies/mammothcoin/
Marinecoin,https://coinmarketcap.com/static/img/coins/16x16/marinecoin.png,Cryptocurrency,"Minable, Premined",MTC,,"$139,654",$0.02,"7,301,353",Low,http://www.marinecoin.org/,https://coinmarketcap.com/currencies/marinecoin/
Mastercoin,https://coinmarketcap.com/static/img/coins/16x16/mastercoin.png,Cryptocurrency,,MSC,,"$2,101,169",$3.73,"563,162","$1,679",http://www.mastercoin.org/,https://coinmarketcap.com/currencies/mastercoin/
MaxCoin,https://coinmarketcap.com/static/img/coins/16x16/maxcoin.png,Cryptocurrency,Minable,MAX,,"$733,719",$0.02,"36,679,163","$12,981",http://www.maxcoin.co.uk/,https://coinmarketcap.com/currencies/maxcoin/
MazaCoin,https://coinmarketcap.com/static/img/coins/16x16/mazacoin.png,Cryptocurrency,Minable,MZC,,"$38,435",$0.00,"558,523,100",$70,http://www.mazacoin.org/,https://coinmarketcap.com/currencies/mazacoin/
Monero,https://coinmarketcap.com/static/img/coins/16x16/monero.png,Cryptocurrency,Minable,XMR,,"$3,947,491",$0.97,"4,076,538","$73,097",http://www.monero.cc,https://coinmarketcap.com/currencies/monero/
MugatuCoin,https://coinmarketcap.com/static/img/coins/16x16/mugatucoin.png,Cryptocurrency,Minable,MUGA,,"$1,517",$0.00,"2,013,954",$83,http://www.mugatucoin.com/,https://coinmarketcap.com/currencies/mugatucoin/
MultiWalletCoin,https://coinmarketcap.com/static/img/coins/16x16/multiwalletcoin.png,Cryptocurrency,,MWC,,"$31,303",$0.00,"27,214,792","$1,288",http://www.multiwalletcoin.com,https://coinmarketcap.com/currencies/multiwalletcoin/
NautilusCoin,https://coinmarketcap.com/static/img/coins/16x16/nautiluscoin.png,Cryptocurrency,Minable,NAUT,,"$252,936",$0.05,"5,289,253","$1,938",http://www.nautiluscoin.com,https://coinmarketcap.com/currencies/nautiluscoin/
NeosCoin,https://coinmarketcap.com/static/img/coins/16x16/neoscoin.png,Cryptocurrency,Minable,NEOS,,"$57,975",$0.03,"2,158,950","$1,658",http://www.neoscoin.com,https://coinmarketcap.com/currencies/neoscoin/
Neutrino,https://coinmarketcap.com/static/img/coins/16x16/neutrino.png,Cryptocurrency,Minable,NTR,,"$1,025,175",$0.00,"210,545,045",$32,http://www.neutrinocoin.org/,https://coinmarketcap.com/currencies/neutrino/
NewYorkCoin,https://coinmarketcap.com/static/img/coins/16x16/newyorkcoin.png,Cryptocurrency,Minable,NYC,,"$5,567",$0.00,"97,307,606,333",Low,http://www.newyorkco.in/,https://coinmarketcap.com/currencies/newyorkcoin/
NFDCoin,https://coinmarketcap.com/static/img/coins/16x16/nfdcoin.png,Cryptocurrency,,NFD,,"$19,116",$0.00,"5,000,000,000",$40,http://www.nfdcoin.com,https://coinmarketcap.com/currencies/nfdcoin/
Nimbus,https://coinmarketcap.com/static/img/coins/16x16/nimbus.png,Cryptocurrency,Minable,NMB,,"$2,082",$0.00,"5,626,410",$95,http://www.nimbusco.in,https://coinmarketcap.com/currencies/nimbus/
Noirbits,https://coinmarketcap.com/static/img/coins/16x16/noirbits.png,Cryptocurrency,Minable,NRB,,"$5,448",$0.00,"2,251,240",Low,http://www.noirbits.com,https://coinmarketcap.com/currencies/noirbits/
NoirShares,https://coinmarketcap.com/static/img/coins/16x16/noirshares.png,Cryptocurrency,Minable,NRS,,"$17,325",$0.01,"2,477,481",$46,http://www.noirds.com/,https://coinmarketcap.com/currencies/noirshares/
NTX,https://coinmarketcap.com/static/img/coins/16x16/ntx.png,Cryptocurrency,,NTX,,"$11,487",$0.00,"1,000,000,000",$98,http://www.ntxcoin.org/,https://coinmarketcap.com/currencies/ntx/
Nxt,https://coinmarketcap.com/static/img/coins/16x16/nxt.png,Cryptocurrency,,NXT,,"$23,414,032",$0.02,"999,997,096","$30,981",http://www.nxt.org/,https://coinmarketcap.com/currencies/nxt/
Opal,https://coinmarketcap.com/static/img/coins/16x16/opal.png,Cryptocurrency,,OPAL,,"$18,732",$0.00,"14,986,321",$786,http://www.opal-coin.com,https://coinmarketcap.com/currencies/opal/
NEMstake,https://coinmarketcap.com/static/img/coins/16x16/nemstake.png,Asset,,,Nxt,"$635,361",$819.82,775,"$7,542",http://www.ournem.com/,https://coinmarketcap.com/assets/nemstake/
