Name,Brand,Decade,Image.src,Find more here
Kodak’s Christmas gifts in 1963 (1963),Kodak,1960,http://file.vintageadbrowser.com/1v76x5bcqrhkv6.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s
"Kodak’s Folding Pocket Series – Put ""Kodak"" on that Christmas List. (1909)",Kodak,1900,http://file.vintageadbrowser.com/e1nyi70etmtn3q.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
Kodak’s Premo cameras – She wants a Premo for Christmas (1916),Kodak,1910,http://file.vintageadbrowser.com/6uiklvbytynwkc.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
Kodak’s Premo Jr. cameras – It’s a merry Christmas for the one who gets a Premo Junior (1911) (1),Kodak,1910,http://file.vintageadbrowser.com/m1asugydt4v5g8.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s/2
Kodak’s Premo Jr. cameras – It’s a merry Christmas for the one who gets a Premo Junior (1911) (2),Kodak,1910,http://file.vintageadbrowser.com/p49lmo00pjo3ki.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
1903,Kodak,1900,http://file.vintageadbrowser.com/hym7mfrc7w0fpz.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
L & M Cigarettes Christmas Carton Very Pretty C (1960),L & M Cigarettes,1960,http://file.vintageadbrowser.com/6p0jzfi37fau89.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/4
This Christmas Lane Cedar Chest (1951),Lane Cedar,1950,http://file.vintageadbrowser.com/dca4zyjfqdt4cl.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/3
1916 (2),Larkin Factory,1910,http://file.vintageadbrowser.com/axcknfqskyv62z.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
Lederle Christmas For Johnny Baseball Glove Skis (1951),Lederle,1950,http://file.vintageadbrowser.com/svuk648nqqboyo.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/4
Lejon Brandy Collectible Christmas Gift Theme (1947),Lejon,1940,http://file.vintageadbrowser.com/0xmdpqbek5kuph.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/2
Lincoln Logs,Lincoln Logs,1920,http://file.vintageadbrowser.com/pk45tga4c6e2ag.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s
"Lord Calvert Whiskey, Xmas Book (1939)",Lord Calvert,1930,http://file.vintageadbrowser.com/8h4icjgvy2k5m9.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s
Ann Sothern Christmas Lucky Strike Cigarette (1954),Lucky Strike,1950,http://file.vintageadbrowser.com/2bx02u8qorpo28.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/6
Bus Depot Christmas Mack Intercity Bus Art (1958),Mack,1950,http://file.vintageadbrowser.com/nxhcqicxj7z4uz.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/9
Max Factor Christmas Gift Sets (1949),Max Factor,1940,http://file.vintageadbrowser.com/lxnwr462ib23mh.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
Max Factor Sunshine Christmas (1969),Max Factor,1960,http://file.vintageadbrowser.com/5gjfpt19c3ogl6.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/2
"Max Factor, Garden of Christmas (1970)",Max Factor,1970,http://file.vintageadbrowser.com/skqs4sboouw7o1.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s/2
Maxim Fire Truck Photo Christmas Greetings (1956),Maxim,1950,http://file.vintageadbrowser.com/c469r3wmxyomv2.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/6
Maxwell House Coffee Christmas Carolers (1950),Maxwell House,1950,http://file.vintageadbrowser.com/2e0mhjwjymiolw.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
Original Ad Mcgregor Mens Fashion Xmas Carolers (1948),McGregor,1940,http://file.vintageadbrowser.com/qz15wxwhkmdxc8.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/15
Mead Papers Christmas – Santa’s Christmas List – Sold (1952),Mead Paper,1950,http://file.vintageadbrowser.com/j6wkfjqlp5vsmu.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
Merriam Webster Collegiate Dictionary The gift of words (1961),Merriam Webster,1960,http://file.vintageadbrowser.com/o2tr8j0ln7jvg4.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
Minneapolis Star and Tribune – Mamie Fisher (1948),Minneapolis Star and Tribune,1940,http://file.vintageadbrowser.com/jm1uf1r5h51wfj.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/14
Morton Salt – Christmas Ornaments (1975),Morton Salt,1970,http://file.vintageadbrowser.com/zyo19ymp0wpj84.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
Motorola Television and Radio – Santa Claus – Sold (1949),Motorola,1940,http://file.vintageadbrowser.com/ya2gbj4m17zvhp.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/4
Motorola’s Television – Give a Christmas Gift (1949),Motorola,1940,http://file.vintageadbrowser.com/wrbz7ki0w21vq3.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/5
Motorola’s Television – Why This Will Be A TV Christmas (1950),Motorola,1950,http://file.vintageadbrowser.com/yvw3zgzn4aciq1.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
Motorola’s various – Choose the Right Gift This Easy Way: do your Christmas Shopping on this page Motorola TV and Radio (1950),Motorola,1950,http://file.vintageadbrowser.com/eeu5xxlzoqz5e2.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/10
Motorola’s Various – Do your Christmas Shopping on this page (1950),Motorola,1950,http://file.vintageadbrowser.com/fuu8z55dcy97if.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s
A Christmas Story (1983),Movie,1980,http://file.vintageadbrowser.com/i2zhq31cjcphjd.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s/2
Christmas Holiday (Deanna Durbin and Gene Kelly) (1944),Movie,1940,http://file.vintageadbrowser.com/ii2bky39hcgun3.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
I’ll Be Home For Christmas (1998),Movie,1990,http://file.vintageadbrowser.com/bjfjr2p7n5cema.jpg,http://www.vintageadbrowser.com/xmas-ads-1990s
I’ll Be Home For Christmas Sheet Music (1956),Movie,1950,http://file.vintageadbrowser.com/lfr8a9dklal4pp.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/9
"Movie Ad ""Christmas Eve"" (1947)",Movie,1940,http://file.vintageadbrowser.com/uy3278hsmc2wx2.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/4
Nightmare Before Christmas Burton’s Movie Promo (1993),Movie,1990,http://file.vintageadbrowser.com/h1jn99qkv7kosi.jpg,http://www.vintageadbrowser.com/xmas-ads-1990s
The Nightmare Before Christmas (1993) (1),Movie,1990,http://file.vintageadbrowser.com/hucrzyw7osfv9w.jpg,http://www.vintageadbrowser.com/xmas-ads-1990s
The Nightmare Before Christmas (1993) (2),Movie,1990,http://file.vintageadbrowser.com/ursc5bftqm81oa.jpg,http://www.vintageadbrowser.com/xmas-ads-1990s
Mutual of Omaha Insurance Christmas Gifts Toys (1956),Mutual of Omaha,1950,http://file.vintageadbrowser.com/37m6magxpto789.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/10
"Nash Cars Ad ""Yours for a Merry Christmas... (1952)",Nash Cars,1950,http://file.vintageadbrowser.com/sawwxo8bpkpxwi.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s
"National Union Radio Tube’s Radio Tubes – A Xmas Gift... that will please the entire family, National Union Radio Tubes, New Low Prices (1930)",National Union,1930,http://file.vintageadbrowser.com/pw4ewsmdl52p2w.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/2
"New Haven Railroad – ""We’ll be home for Christmas for sure...We’ll take the New Haven"" (1953)",New Haven Railroad,1950,http://file.vintageadbrowser.com/zv7lf1e6c6bi1v.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/4
New York Central Christmas Train – Santa Claus (1949),New York Central Christmas Train,1940,http://file.vintageadbrowser.com/k4qxuzn4izz2la.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/8
New York Central Railroad – Santa Claus – Sold (1949),New York Central Railroad,1940,http://file.vintageadbrowser.com/po3ciysoi9b3x7.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/8
New York Central Train Railroad (1950),New York Central Railroad,1950,http://file.vintageadbrowser.com/prkgg4vnolit4q.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/2
Santa New York Central Train Railroad (1948),New York Central Railroad,1940,http://file.vintageadbrowser.com/ks2gx22uykbtco.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
New York Central System’s Water Level Route – Christmas Window...on the Water Level Route (1953),New York Central System’s Water Level Route,1950,http://file.vintageadbrowser.com/9nug4t142szpr0.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/4
New York Life Christmas – Grandma Carver’s (1952),New York Life,1950,http://file.vintageadbrowser.com/7baz7mgejtgk1x.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/9
New York Life Insurance Christmas – Willard Tree (1951),New York Life,1950,http://file.vintageadbrowser.com/7duvb2op00u56m.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/2
New York Life Insurance Christmas Prayer (1961),New York Life,1960,http://file.vintageadbrowser.com/4h26ur7e47xzf0.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
New York Life Insurance Christmas Prayer (1963),New York Life,1960,http://file.vintageadbrowser.com/vf3anhxlcnn5gn.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/2
1948,Noma Lights,1940,http://file.vintageadbrowser.com/svr0qocuxt6yee.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/2
1940 (1),Noma Lights,1940,http://file.vintageadbrowser.com/qclu4qxegutczo.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/5
Skiing Art Norelco Speedshaver Christmas (1958),Norelco,1950,http://file.vintageadbrowser.com/2hho30893j67ri.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
Northwest Christmas Tree Assoc. Keep Beautiful (1976),Northwest Christmas Tree Association,1970,http://file.vintageadbrowser.com/skwyg0lc8rohkr.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s/2
Nunnaly’s: The Candy of the South,Nunnaly,1920,http://file.vintageadbrowser.com/nx3zefk9nfletn.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s
Christmas Nutcracker Joffrey Ballet Nynex (1988),Nynex,1980,http://file.vintageadbrowser.com/1j1mspnvmhui4b.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s
Old Angus Scotch Whisky Christmas – Gentle as a Lamb (1940),Old Angus,1940,http://file.vintageadbrowser.com/bagerjd4f7xl9q.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/14
Old Crow Christmas – National Distillers (1949),Old Crow,1940,http://file.vintageadbrowser.com/iqzvfg4r07fgmr.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/13
Old Crow Whiskey Christmas – Holiday Cheer in Old KY (1948),Old Crow,1940,http://file.vintageadbrowser.com/446b33ucy1lecf.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/9
Old Crow Whiskey Wagon Sled Sleigh Horse Christmas (1948),Old Crow,1940,http://file.vintageadbrowser.com/cuisf7d8z0ynbq.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
Oldtime Christmas Old Crow Whisky (1942),Old Crow,1940,http://file.vintageadbrowser.com/k2fz2ecstut1bb.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/9
Old Fitzgerald Bourbon Xmas (1964),Old Fitzgerald,1960,http://file.vintageadbrowser.com/c4k1mn0k29uxy1.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
Old Fitzgerald Christmas – Kentucky’s Key (1949),Old Fitzgerald,1940,http://file.vintageadbrowser.com/6lv7xv8scazl4j.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/3
Old Forester Christmas Wreath Orchids Antique (1949),Old Forester,1940,http://file.vintageadbrowser.com/0eruxuogbqpkhl.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/4
Something New Old Gold Cigarettes (1941),Old Gold,1940,http://file.vintageadbrowser.com/y3cth5rm8wum40.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/13
Old Grand Dad Holiday – Clock Box (1949),Old Grand Dad,1940,http://file.vintageadbrowser.com/9u7v6ocrt0crb2.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/9
Old Schenley Christmas – What Every Woman Wants (1940),Old Schenley,1940,http://file.vintageadbrowser.com/4uhj2ma6fmjzr3.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/16
Otis Elevator Christmas – Atlanta Skylines (1948),Otis Elevator,1940,http://file.vintageadbrowser.com/7n1m24ho97cxxw.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/5
Otis Elevator Christmas – Pittsburgh Skylines (1949),Otis Elevator,1940,http://file.vintageadbrowser.com/rf5u1uq8yleggi.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
Otis Elevator Company Christmas – Kansas City Skyline (1947),Otis Elevator,1940,http://file.vintageadbrowser.com/08o75aieid6c3m.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/12
Pabst Blue Ribbon Beer Pbr Christmas Holiday (1951),Pabst,1950,http://file.vintageadbrowser.com/34nz6o7z1fw85t.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/2
"Packard-Bell’s Television, Radios – the night before Christmas put Packard-Bell all through your house (1956)",Packard-Bell,1950,http://file.vintageadbrowser.com/zc5oazh8z7nwsd.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/5
Parker Pen Christmas – Parker 51 Pen Set (1947),Parker Pens,1940,http://file.vintageadbrowser.com/yqns2qdbam9ly9.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/9
Parker Pen Christmas Parker 51 – Santa’s Hand (1947),Parker Pens,1940,http://file.vintageadbrowser.com/yu45v6ww31iaft.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
New Christmas Parker Pens (1953),Parker Pens,1950,http://file.vintageadbrowser.com/xbnuwygduqmo5w.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
Peelabanana Santa – Banana Quick Bread Recipe (1957),Peelabanana,1950,http://file.vintageadbrowser.com/6yn5k18rclbxkw.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/6
Pennsylvania Railroad – ’twas the night before Christmas... (1948),Pennsylvania Railroad,1940,http://file.vintageadbrowser.com/d5049m61fe88cf.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/12
Pepsi Cola Red Dress Christmas Hat (1958),Pepsi,1950,http://file.vintageadbrowser.com/di7k7nmcyo5i54.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/10
Pepsi Cola Refreshes Christmas Tree (1956),Pepsi,1950,http://file.vintageadbrowser.com/j9rq4pt6bn5e49.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/6
Pepsi Family Christmas American Flyer Train (1961),Pepsi,1960,http://file.vintageadbrowser.com/lq053fyxy71i45.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s
Reddy Kilowatt Christmas Electric Blanket PG&E (1960),PG&E,1960,http://file.vintageadbrowser.com/83t00g975no2i3.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
"Philco Tv, Plug & Play, Xmas (1949)",Philco,1940,http://file.vintageadbrowser.com/vk6avoppi0nza4.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
Philco’s Projection Television – For a Memorable Christmas... Philco Television (1947),Philco,1940,http://file.vintageadbrowser.com/stnn6rjuanocx1.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/3
Christmas Theres a Philco Radio for Everyo (1947),Philco,1940,http://file.vintageadbrowser.com/oocst3l876e02a.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/9
Bell Boy Philip Morris Cigarette (1940),Philip Morris,1940,http://file.vintageadbrowser.com/lsyq3l7f5zep67.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/16
Philip Morris Cigarettes Christmas – The Best To You and Yours (1940),Philip Morris,1940,http://file.vintageadbrowser.com/4wwksia15thjwr.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/17
Phillips’ Milk of Magnesia – too much Christmas rob you of Sleep (1949),Philip's,1940,http://file.vintageadbrowser.com/a1mgwm0rnibvez.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/4
School Christmas Recital New Plymouth Car (1948),Plymouth Car,1940,http://file.vintageadbrowser.com/dm7duowpa8sctp.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/4
Polaroid & Sears Pronto Christmas (1976),Polaroid,1970,http://file.vintageadbrowser.com/xnfuv46d22dvfx.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
Polaroid Land Camera Christmas Camera – 60 second Portrait (1951),Polaroid,1950,http://file.vintageadbrowser.com/ec26bl6bgdivjb.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s
Polaroid land camera Christmast picture in 60 seconds (1953),Polaroid,1950,http://file.vintageadbrowser.com/aygklywmjz6j3l.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/6
Proctor Appliances Santa Toaster Iron (1948),Proctor Appliances,1940,http://file.vintageadbrowser.com/dsz8rnadnj8oyu.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/13
Prudential Insurance Christmas (1947),Prudential Insurance,1940,http://file.vintageadbrowser.com/c5alegxhrbwnf6.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/11
Puerto Rican Rum Christmas – Rum n Cider Punch Recipe (1949),Puerto Rican Rum,1940,http://file.vintageadbrowser.com/1gyfagm00s0t85.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
Pullman All A-board for Christmas Train (1949),Pullman Company,1940,http://file.vintageadbrowser.com/42losm6nze1cgu.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/8
Pullman Company – Christmas Cargo (1948),Pullman Company,1940,http://file.vintageadbrowser.com/1id1w54v0k26p8.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/16
Pullman Company – The nicest Christmas present I’ve ever had (1947),Pullman Company,1940,http://file.vintageadbrowser.com/wf1igu6ksnt1g1.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/2
Pullman Company – Why the best part of this Christmas trip can’t be pictured (1951),Pullman Company,1950,http://file.vintageadbrowser.com/zoj3iz9vokhuht.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/4
Pullman Train Christmas – Christmas Cargo (1948),Pullman Company,1940,http://file.vintageadbrowser.com/phef0h4td5lp8b.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/11
Pullman Train Conductor Porter (1949),Pullman Company,1940,http://file.vintageadbrowser.com/c83ww92uzfim0a.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/10
Give Pyrex Ware for Christmas Gifts Print (1941),Pyrex,1940,http://file.vintageadbrowser.com/gh0s6qxxk84p9s.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/12
"Pyrex Ad ""Bring Your Christmas List... (1948)",Pyrex,1940,http://file.vintageadbrowser.com/c1p0e992wvajkd.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/8
Santa Claus Christmas Pyrex OvenWare (1946),Pyrex,1940,http://file.vintageadbrowser.com/qnndyiiwi778r6.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/8
"Q-tips Ad ""This Christmas You’ll Need... (1957)",Q-tips,1950,http://file.vintageadbrowser.com/yfcb5m0zah09xg.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/6
Quaker Oats – Candy Cane Oatmeal Cookies – 3 Recipes (1957),Quaker,1950,http://file.vintageadbrowser.com/shfr9boqq8ue8n.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s
Quaker Sugar Cookie Mix Santa Christmas (1977),Quaker,1970,http://file.vintageadbrowser.com/mv1u0cmi4nobe0.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
Rand McNally & Company – Santa Claus (1948),Rand McNally,1940,http://file.vintageadbrowser.com/rjr4uytsj56zce.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/2
Asst Ray Ban Sunglasses Christmas Tree Theme (1993),Ray Ban,1990,http://file.vintageadbrowser.com/y6tqfqm0tlfwt3.jpg,http://www.vintageadbrowser.com/xmas-ads-1990s
Revere Ware Holiday – Flaming Fruit Jubilee – Sold (1957),Revere Ware,1950,http://file.vintageadbrowser.com/kmn6dsba865n5j.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
"Old , Intimate, Revlon, Christmas (1964)",Revlon,1960,http://file.vintageadbrowser.com/4v1ac67lk7ooji.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
Miss Rheingold Beer Ad Mary Austin Christmas Photo (1953),Rheingold,1950,http://file.vintageadbrowser.com/jbt92ry7zl0bfk.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/6
Richard Hudnut’s Fragrance Gemey gifts – Gay Gifts for Christmas The World Around in that single thread of Fragrance Gemey (1937),Richard Hudnu,1930,http://file.vintageadbrowser.com/u295asl36ovjvo.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/2
Roadmaster Bicycle Bike Bumpers On Rims Christmas (1950),Roadmaster Bicycle,1950,http://file.vintageadbrowser.com/feb87vx90l4jjc.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
Roadmaster Bicycle Bike Christmas Dream Tree (1953),Roadmaster Bicycle,1950,http://file.vintageadbrowser.com/iyu6fein5yabrd.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/3
"Robt. Burns Cigar – Corona, Perfecto, Panatela (1940)",Robt. Burns,1940,http://file.vintageadbrowser.com/6xbyc2yx7rly0m.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/13
Dad & Daughter 1847 Rogers Bros Silverware Xmas (1939),Rogers Bros.,1930,http://file.vintageadbrowser.com/gs4sfrcszz0dq2.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s
Ronson Lighters (10) As Christmas Gifts (1949),Ronson,1940,http://file.vintageadbrowser.com/8i6wks3lkxrci5.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/16
Roy Rogers Christmas Toy Cowboy Boots Mayan Art (1956),Roy Rogers,1950,http://file.vintageadbrowser.com/jwa6s88qrvl80u.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/3
Royal Portable Typewriter Christmas Vintage (1954),Royal,1950,http://file.vintageadbrowser.com/296fg3qfosa4lj.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
Royal Vacuum – Santa Claus (1949),Royal,1940,http://file.vintageadbrowser.com/4k2q47lum36yof.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/14
Samson Asst All Purpose Tables Christmas Tree (1947),Samson,1940,http://file.vintageadbrowser.com/sj0wwjs1vytk3k.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/9
Samsonite Luggage Holiday – 2 Pages (1949),Samsonite,1940,http://file.vintageadbrowser.com/890agcsenptuk7.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/3
Schenley Brands of Whiskey Christmas (1940),Schenley,1940,http://file.vintageadbrowser.com/6mb2a9mjhy6j65.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/14
Schenley Whiskey Christmas – Tony Martin (1949),Schenley,1940,http://file.vintageadbrowser.com/uob0xweh4cbcw3.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
"Schenley Whisky, Christmas (1956)",Schenley,1950,http://file.vintageadbrowser.com/tej0g4jmfos4ms.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/6
Pretty Woman Schick Shaver Christmas Art (1954),Schick,1950,http://file.vintageadbrowser.com/n4xzykoavfkh91.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
Schick (1950),Schick,1950,http://file.vintageadbrowser.com/m756nyhmz81wys.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/2
Schick Injector Razor Christmas (1940),Schick,1940,http://file.vintageadbrowser.com/fg63te916jbdk7.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/15
Mistletoe Toe Lady Schick Shave Christmas (1958),Schick,1950,http://file.vintageadbrowser.com/t72zbg5354sphc.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/2
Schlitz Beer Christmas Theme Photo Vintage (1959),Schlitz,1950,http://file.vintageadbrowser.com/ob01jhg9dhwo8m.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/10
Schlitz Beer Christmas Tree Can Home (1950),Schlitz,1950,http://file.vintageadbrowser.com/n6bvpe43k2tn35.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/3
Christmas Charm Bracelet Schlitz Beer Lake (1958),Schlitz,1950,http://file.vintageadbrowser.com/mrrt0qj6cmucyn.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/5
Seagram’s Ancient Bottle Gin Christmas (1948),Seagram's,1940,http://file.vintageadbrowser.com/goprqmgh9ljavz.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/4
Seagram’s Gin Holiday (1949),Seagram's,1940,http://file.vintageadbrowser.com/gqkycgh0krngr6.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/10
Seagrams 7 Christmas – Only the Finest (1948),Seagram's,1940,http://file.vintageadbrowser.com/a3ed4256orzx1j.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/13
Seagrams Whiskey Bottle Christmas To Do (1942),Seagram's,1940,http://file.vintageadbrowser.com/idiwg8pmu6ddxz.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
Christmas Santa Seagram’s Crown Royal (1983),Seagram's,1980,http://file.vintageadbrowser.com/vldrbcn8kr9qxv.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s
Sheaffer’s Pen Christmas – We wish it were possible (1951),Sheaffer’s,1950,http://file.vintageadbrowser.com/aja1h9fgomlsdx.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/10
Sheaffer’s Pen Christmas (1949),Sheaffer’s,1940,http://file.vintageadbrowser.com/i660n1v4rurivx.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
Sheaffer’s Pen Sets (12) Christmas Gift (1937),Sheaffer’s,1930,http://file.vintageadbrowser.com/tzm3k860ykk645.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/3
Shulton (1950),Shulton,1950,http://file.vintageadbrowser.com/c1diyq8sumvl6u.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/9
"Shulton, Christmas Gift Sets (1949)",Shulton,1940,http://file.vintageadbrowser.com/3hpletvohko8ds.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/10
Singer Christmas Fiesta Home Appliances Holiday (1967),Singer,1960,http://file.vintageadbrowser.com/aj5rom2kjb4hc8.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/2
Singer Sewing Centers Holiday (1957),Singer,1950,http://file.vintageadbrowser.com/fj1ryulstnojmj.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
Singer Sewing Machines. Give her the best. Christmas theme (1970),Singer,1970,http://file.vintageadbrowser.com/um0tk0f5hwgukc.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
Smith Corona Christmas with Santa Claus (1977),Smith Corona,1970,http://file.vintageadbrowser.com/l7wzz0nmq9x4kd.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
Smith Corona Typewriter Cute Fox (1964),Smith Corona,1960,http://file.vintageadbrowser.com/ngrsvtpe63i39a.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/4
1962,Soaky,1960,http://file.vintageadbrowser.com/yloa6526iuqpoi.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
