ID,Name,Ownership Type,Phone Number,Address,City,County,Zip,Coordinates,State,Image,Regular hours,Saturday Openint TImes,Sunday Opening Times,24-Hour Service,Starbucks Reserve-Clover Brewed,Oven-Warmed Food,Free Wi-Fi,Verismo System,Mobile Payment,Digital Rewards,La Boulange,Fizzio Handcrafted Sodas,Drive-Thru,Link
11068,"Olympic Parkway & Eastlake, Chula V",Company Owned,619-216-5907,"2127 Olympic Parkway, 919151359  San Diego County, California",San Diego - San Diego County,San Diego County,919151359,"32.628593,-116.965745",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.628593,-116.965745&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:30 AM to 11:30 PM,5:30 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11068/us
12165,Olympic/Doheny,Company Owned,(310) 275-0253,"9049 Olympic Blvd., 902113541  Los Angeles County, California",Beverly Hills - Los Angeles County,Los Angeles County,902113541,"34.059476,-118.389593",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.059476,-118.389593&fov=90&heading=235&pitch=10",5:00 AM to 9:30 PM,6:00 AM to 9:30 PM,6:00 AM to 9:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12165/us
15424,One Market Plaza,Company Owned,(415) 543-6345,"1 Market Plaza, 941051101  San Francisco County, California",San Francisco - San Francisco County,San Francisco County,941051101,"37.79413,-122.394795",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.79413,-122.394795&fov=90&heading=235&pitch=10",5:00 AM to 6:00 PM,Closed,Closed,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/15424/us
13331,One Westside Place - L.A.,Company Owned,(310) 478-0045,"11280 Olympic Blvd., 900641719  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900641719,"34.038106,-118.440928",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.038106,-118.440928&fov=90&heading=235&pitch=10",5:00 AM to 11:30 PM,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/13331/us
17298,"Ontario & I-15, Corona",Company Owned,951-371-0497,"1575 E. Ontario Ave., 928813608  Riverside County, California",Corona - Riverside County,Riverside County,928813608,"33.842777,-117.533021",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.842777,-117.533021&fov=90&heading=235&pitch=10",12:00 AM to 12:00 AM,12:00 AM to 12:00 AM,12:00 AM to 12:00 AM,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/17298/us
91072,Ontario Mills Mall,Company Owned,909-481-6814,"1 Mills Circle, 917645209  San Bernardino County, California",Ontario - San Bernardino County,San Bernardino County,917645209,"34.0739860534668,-117.552139282227",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.0739860534668,-117.552139282227&fov=90&heading=235&pitch=10",8:00 AM to 9:30 PM,8:00 AM to 10:00 PM,8:00 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/91072/us
11990,Orange & Pearl- Redlands,Company Owned,909-748-0691,"627 Orange St, 923743246  San Bernardino County, California",Redlands - San Bernardino County,San Bernardino County,923743246,"34.060634,-117.182811",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.060634,-117.182811&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:30 AM to 11:00 PM,5:30 AM to 10:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11990/us
9974,Orange Coast College,Licensed,714-432-5854,"2701 Fairview Road, 926265563  Orange County, California",Costa Mesa - Orange County,Orange County,926265563,"33.672594,-117.911478",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.672594,-117.911478&fov=90&heading=235&pitch=10",7:00 AM to 9:00 PM,7:00 AM to 2:00 PM,Closed,No,No,Yes,Yes,No,No,No,Yes,No,No,http://www.starbucks.com/store/9974/us
15949,Orange Plaza - Wells Fargo,Company Owned,(714) 628-9622,"101 East Chapman Avenue, 928661483  Orange County, California",Orange - Orange County,Orange County,928661483,"33.7882,-117.852464",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.7882,-117.852464&fov=90&heading=235&pitch=10",5:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15949/us
17260,Orange Plaza Square,Company Owned,(714) 288-9754,"44 Plaza Square, 928661432  Orange County, California",Orange - Orange County,Orange County,928661432,"33.787633,-117.853645",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.787633,-117.853645&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,5:30 AM to 11:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/17260/us
15183,"Orangethorpe & Brookhurst,Fullerton",Company Owned,714-526-8908,"1805 W. Orangethorpe Ave, 928334490  Orange County, California",Fullerton - Orange County,Orange County,928334490,"33.859337,-117.959595",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.859337,-117.959595&fov=90&heading=235&pitch=10",5:00 AM to 9:30 PM,5:45 AM to 9:30 PM,6:00 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15183/us
91333,Orangethorpe & Centerpointe,Company Owned,714-562-0925,"5970 Orangethorpe Avenue, 906201262  Orange County, California",Buena Park - Orange County,Orange County,906201262,"33.8583831787109,-118.030502319336",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.8583831787109,-118.030502319336&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,5:00 AM to 11:00 PM,5:00 AM to 10:30 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/91333/us
16556,Orinda,Company Owned,(925) 253-0447,"1 Camino Sobrante, 945632317  Contra Costa County, California",Orinda - Contra Costa County,Contra Costa County,945632317,"37.88431,-122.191788",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.88431,-122.191788&fov=90&heading=235&pitch=10",4:30 AM to 7:00 PM,5:30 AM to 7:00 PM,5:30 AM to 7:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/16556/us
18492,"Ortega Hwy & Rancho Viejo, San Juan",Company Owned,949-661-5801,"27211 Ortega Hwy, 926752704  Orange County, California",San Juan Capistrano - Orange County,Orange County,926752704,"33.504478,-117.65381",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.504478,-117.65381&fov=90&heading=235&pitch=10",5:00 AM to 7:30 PM,5:00 AM to 7:30 PM,5:30 AM to 7:30 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18492/us
11813,"Oso & Antonio, Mission Viejo",Company Owned,949-635-9215,"28562 Oso Parkway, 926885599  Orange County, California",Rancho Santa Margarita - Orange County,Orange County,926885599,"33.583449,-117.632236",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.583449,-117.632236&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11813/us
10309,"Oso & I-5, Mission Viejo",Company Owned,949-348-0618,"26342 Oso Parkway, 926915645  Orange County, California",Mission Viejo - Orange County,Orange County,926915645,"33.581922477184,-117.66538681133",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.581922477184,-117.66538681133&fov=90&heading=235&pitch=10",4:30 AM to 8:30 PM,5:00 AM to 8:30 PM,5:00 AM to 8:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/10309/us
8043,"Oswell & Auburn, Bakersfield",Company Owned,661-871-6041,"2701 Oswell Street, 933062701  Kern County, California",Bakersfield - Kern County,Kern County,933062701,"35.398067,-118.949374",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=35.398067,-118.949374&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/8043/us
10784,Owens & 16th - San Francisco,Company Owned,415-252-7423,"1700 Owens Street, 941580002  San Francisco County, California",San Francisco - San Francisco County,San Francisco County,941580002,"37.767065,-122.39366",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.767065,-122.39366&fov=90&heading=235&pitch=10",5:30 AM to 6:00 PM,Closed,Closed,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/10784/us
15907,P.B. Marketplace,Company Owned,858-581-3517,"4343 Mission Blvd., 921093917  San Diego County, California",San Diego - San Diego County,San Diego County,921093917,"32.794437,-117.254623",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.794437,-117.254623&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15907/us
14113,Pacific & Belgrave,Company Owned,323-584-0492,"6021 Pacific Blvd., 902552953  Los Angeles County, California",Huntington Park - Los Angeles County,Los Angeles County,902552953,"33.98677,-118.22591",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.98677,-118.22591&fov=90&heading=235&pitch=10",5:00 AM to 11:30 PM,5:00 AM to 11:30 PM,6:00 AM to 11:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/14113/us
11109,"Pacific & Burchett, Glendale",Company Owned,818-291-1890,"469 Burchett Street, 912031357  Los Angeles County, California",Glendale - Los Angeles County,Los Angeles County,912031357,"34.157437,-118.263244",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.157437,-118.263244&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,5:30 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11109/us
7007,"Pacific & Stocker, Glendale",Company Owned,818-956-7540,"1200 North Pacific Avenue, 912021602  Los Angeles County, California",Glendale - Los Angeles County,Los Angeles County,912021602,"34.163372,-118.264786",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.163372,-118.264786&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:30 AM to 10:30 PM,6:00 AM to 10:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/7007/us
12191,Pacific & Yokuts - Stockton,Company Owned,209-474-3026,"5350 Pacific Avenue, 95207  San Joaquin County, California",Stockton - San Joaquin County,San Joaquin County,95207,"37.998859026888,-121.31328124844",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.998859026888,-121.31328124844&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12191/us
18428,Pacific Beach,Company Owned,(858) 270-6090,"1774-A Garnet Ave, 921093376  San Diego County, California",San Diego - San Diego County,San Diego County,921093376,"32.801524,-117.238432",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.801524,-117.238432&fov=90&heading=235&pitch=10",5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18428/us
8666,Pacific Coast Hwy & Diamond St.,Company Owned,310-798-1567,"300 N. Pacific Coast Highway, 902772837  Los Angeles County, California",Redondo Beach - Los Angeles County,Los Angeles County,902772837,"33.845363,-118.387054",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.845363,-118.387054&fov=90&heading=235&pitch=10",4:30 AM to 9:00 PM,5:00 AM to 8:30 PM,5:00 AM to 8:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8666/us
11613,Pacific Coast Hwy. & Hawthorne - To,Company Owned,(310) 791-9966,"3737 Pacific Coast Highway, 905055953  Los Angeles County, California",Torrance - Los Angeles County,Los Angeles County,905055953,"33.805165,-118.350737",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.805165,-118.350737&fov=90&heading=235&pitch=10",5:00 AM to 9:30 PM,6:00 AM to 9:30 PM,6:00 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11613/us
16266,Pacific Coast Plaza - Oceanside,Company Owned,(760) 721-1155,"2183 Vista Way, 920545680  San Diego County, California",Oceanside - San Diego County,San Diego County,920545680,"33.182511,-117.34074",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.182511,-117.34074&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 10:00 PM,5:30 AM to 8:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16266/us
15800,Pacific Palisades,Company Owned,(310) 573-0177,"15300 Sunset Boulevard, 902723613  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,902723613,"34.047223,-118.526011",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.047223,-118.526011&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,4:30 AM to 10:00 PM,4:30 AM to 10:00 PM,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15800/us
14853,Pacific Plaza (PCH/Calle Mayor),Company Owned,(310) 373-6537,"5005 Pacific Coast Highway, 905055441  Los Angeles County, California",Torrance - Los Angeles County,Los Angeles County,905055441,"33.812758,-118.367619",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.812758,-118.367619&fov=90&heading=235&pitch=10",5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,6:00 AM to 8:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/14853/us
1005656,Palladio at Broadstone,Company Owned,916-986-9129,"350 Palladio Parkway, 95630  Sacramento County, California",Folsom - Sacramento County,Sacramento County,95630,"38.6506805419922,-121.120796203613",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.6506805419922,-121.120796203613&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:30 AM to 10:00 PM,6:00 AM to 9:00 PM,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/1005656/us
17074,Palm & Beyer,Company Owned,619-575-4337,"3320 Palm Avenue, 921541662  San Diego County, California",San Diego - San Diego County,San Diego County,921541662,"32.584707,-117.061218",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.584707,-117.061218&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 11:00 PM,6:30 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/17074/us
1008674,Palm & Harvard,Company Owned,805-525-8082,"310 South Palm Street, 93060  Ventura County, California",Santa Paula - Ventura County,Ventura County,93060,"34.3462295532227,-119.069694519043",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.3462295532227,-119.069694519043&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/1008674/us
9662,"Palm & Herndon, Fresno",Company Owned,559-432-7883,"790 W. Palmdon Dr, 937041078  Fresno County, California",Fresno - Fresno County,Fresno County,937041078,"36.836037,-119.80765",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=36.836037,-119.80765&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:00 AM to 11:00 PM,6:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/9662/us
12445,"Palm & Saturn, San Diego",Company Owned,619-575-2230,"635 Saturn Blvd., 921544732  San Diego County, California",San Diego - San Diego County,San Diego County,921544732,"32.584653,-117.09216",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.584653,-117.09216&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12445/us
11485,"Palm & The 805 Fwy, San Diego",Company Owned,619-690-5411,"940 Dennery Road, 921548487  San Diego County, California",San Diego - San Diego County,San Diego County,921548487,"32.581330403687,-117.03299950998",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.581330403687,-117.03299950998&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 11:00 PM,6:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11485/us
8651,Palm Dr. & Two Bunch Palms,Company Owned,760-251-2217,"14207 Palm Drive, 922406868  Riverside County, California",Desert Hot Springs - Riverside County,Riverside County,922406868,"33.945193,-116.501742",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.945193,-116.501742&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,5:00 AM to 10:30 PM,5:30 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/8651/us
15171,Palm Springs,Company Owned,(760) 323-7412,"101 S Palm Canyon Drive, 922626303  Riverside County, California",Palm Springs - Riverside County,Riverside County,922626303,"33.822917,-116.547045",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.822917,-116.547045&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 12:00 AM,5:00 AM to 11:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15171/us
8233,"Palmdale & 3rd, Palmdale",Company Owned,661-947-5844,"280 East Palmdale Blvd., 935504515  Los Angeles County, California",Palmdale - Los Angeles County,Los Angeles County,935504515,"34.579537,-118.125038",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.579537,-118.125038&fov=90&heading=235&pitch=10",5:00 AM to 9:30 PM,5:00 AM to 10:30 PM,5:00 AM to 9:30 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/8233/us
7272,"Palmdale & Hwy 395, Adelanto",Company Owned,760-530-9252,"14136 US Hwy 395, 923016700  San Bernardino County, California",Adelanto - San Bernardino County,San Bernardino County,923016700,"34.506867,-117.399712",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.506867,-117.399712&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/7272/us
7008,"Palmdale & Kentwood, Victorville",Company Owned,760 245-5192,"15327 Palmdale Road, 923922403  San Bernardino County, California",Victorville - San Bernardino County,San Bernardino County,923922403,"34.506721,-117.328038",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.506721,-117.328038&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:00 AM to 11:00 PM,5:00 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/7008/us
87151,Palomar & Industrial,Company Owned,619-409-9688,"670 Palomar Street, 919112607  San Diego County, California",San Diego - San Diego County,San Diego County,919112607,"32.603733,-117.083711",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.603733,-117.083711&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/87151/us
7244,"Palomar Airport  & Loker, Carlsbad",Company Owned,760-438-4789,"2708 Loker Avenue West, 920106602  San Diego County, California",Carlsbad - San Diego County,San Diego County,920106602,"33.130837,-117.260548",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.130837,-117.260548&fov=90&heading=235&pitch=10",4:00 AM to 9:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/7244/us
1006561,Palomar Airport Rd &  Armada,Company Owned,760-603-8471,"965 Palomar Airport Road, 92011  San Diego County, California",Carlsbad - San Diego County,San Diego County,92011,"33.1214370727539,-117.313919067383",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.1214370727539,-117.313919067383&fov=90&heading=235&pitch=10",5:00 AM to 8:30 PM,5:00 AM to 8:30 PM,5:00 AM to 8:30 PM,No,No,Yes,No,No,No,Yes,Yes,Yes,No,http://www.starbucks.com/store/1006561/us
8739,Palos Verdes,Company Owned,(310) 544-3942,"46 A Peninsula Center, 902743558  Los Angeles County, California",Rolling Hills - Los Angeles County,Los Angeles County,902743558,"33.775292,-118.375402",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.775292,-118.375402&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:30 AM to 9:00 PM,6:00 AM to 8:00 PM,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8739/us
15453,"Palos Verdes & Western, Harbor City",Company Owned,310-534-1961,"26650 Western Ave, 907103655  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,907103655,"33.780001,-118.309538",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.780001,-118.309538&fov=90&heading=235&pitch=10",5:00 AM to 8:30 PM,5:30 AM to 9:00 PM,5:30 AM to 8:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15453/us
12932,Palos Verdes Dr. West & Hawthorne,Company Owned,310-265-7230,"31202 HAWTHORNE BLVD, 902755354  Los Angeles County, California",Rancho Palos Verdes - Los Angeles County,Los Angeles County,902755354,"33.748818,-118.407142",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.748818,-118.407142&fov=90&heading=235&pitch=10",5:00 AM to 9:30 PM,5:00 AM to 9:30 PM,5:00 AM to 9:30 PM,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12932/us
13432,"Panama & Colony, Bakersfield",Company Owned,661-396-0579,"2200 Panama Lane, 933076542  Kern County, California",Bakersfield - Kern County,Kern County,933076542,"35.296189,-119.026969",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=35.296189,-119.026969&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,4:30 AM to 11:00 PM,4:30 AM to 11:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/13432/us
17799,"Panama & Stine, Bakersfield",Company Owned,661-831-2483,"4741 Panama Lane, 933133490  Kern County, California",Bakersfield - Kern County,Kern County,933133490,"35.295626,-119.054989",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=35.295626,-119.054989&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,4:30 AM to 11:00 PM,4:30 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/17799/us
18483,"Paramount & Jackson, Paramount",Company Owned,562-272-8038,"16280-C Paramount Blvd., 907235466  Los Angeles County, California",Paramount - Los Angeles County,Los Angeles County,907235466,"33.886568089325,-118.16159274327",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.886568089325,-118.16159274327&fov=90&heading=235&pitch=10",5:30 AM to 10:30 PM,5:30 AM to 11:00 PM,6:00 AM to 10:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18483/us
16363,Park & Naglee - San Jose,Company Owned,408-271-2713,"1700 Park Avenue, 951262033  Santa Clara County, California",San Jose - Santa Clara County,Santa Clara County,951262033,"37.334374,-121.924099",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.334374,-121.924099&fov=90&heading=235&pitch=10",5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:30 AM to 8:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/16363/us
8667,Park in the Valley - San Diego,Company Owned,(619) 297-2497,"1620 Camino De La Reina, 92108  San Diego County, California",San Diego - San Diego County,San Diego County,92108,"32.770825838008,-117.149702",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.770825838008,-117.149702&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,4:30 AM to 12:00 AM,4:30 AM to 11:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8667/us
17124,Park Place - Irvine,Company Owned,(949) 250-9250,"2961 Michelson Drive, 926122628  Orange County, California",Irvine - Orange County,Orange County,926122628,"33.671846,-117.84581",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.671846,-117.84581&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,6:00 AM to 9:30 PM,6:00 AM to 8:00 PM,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/17124/us
15535,Park Place & Washington,Company Owned,5102366021,"133 Park Place, 948013922  Contra Costa County, California",Richmond - Contra Costa County,Contra Costa County,948013922,"37.926405,-122.384931",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.926405,-122.384931&fov=90&heading=235&pitch=10",4:30 AM to 7:00 PM,5:30 AM to 6:00 PM,5:30 AM to 6:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/15535/us
17592,Park Street & Central - Alameda,Company Owned,510-521-5815,"1364 Park Street, 945014542  Alameda County, California",Alameda - Alameda County,Alameda County,945014542,"37.763977,-122.242714",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.763977,-122.242714&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,4:30 AM to 11:30 PM,4:30 AM to 10:30 PM,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/17592/us
1007341,Park Victoria & Landess,Company Owned,4089561822,"1333 S Park Victoria, 95035  Santa Clara County, California",Milpitas - Santa Clara County,Santa Clara County,95035,"37.4175872802734,-121.875785827637",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.4175872802734,-121.875785827637&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:00 AM to 10:30 PM,5:00 AM to 10:00 PM,No,No,Yes,No,No,Yes,No,Yes,No,Yes,http://www.starbucks.com/store/1007341/us
