Name,Image,Description,Language,Homepage,Profile,Year Submitted,Year Launched,Tags
Genjyo Sanzou,,Text based Pandorabot.,English,http://www.pandorabots.com/pandora/talk?botid=aa242d889e3628ee,http://www.chatterbotcollection.com/item_display.php?id=900,2008,,Pandorabot
Geobot,,I am here to help you find the cache.,English,http://www.pandorabots.com/pandora/talk?botid=d51189daee360e1c,http://www.chatterbotcollection.com/item_display.php?id=902,2008,,Pandorabot
Gigetta,,(Italian),Italian,http://web.tiscali.it/mbsoftware/downlds.htm,http://www.chatterbotcollection.com/item_display.php?id=390,2008,,
Gina,,Learning artificial intelligence for Dos and Windows based Computers,English,http://slipstream.1colony.com/,http://www.chatterbotcollection.com/item_display.php?id=905,2008,,
GlaDOS [French],,Simple CLI-like text bot.,French,http://glados.hostei.com/,http://www.chatterbotcollection.com/item_display.php?id=3101,2011,,
gNiall,http://www.chatterbotcollection.com/images/gniall_1401477752.png,"gNiall attempts to learn whatever language you try to teach it. It is basically a disassociator: it collects statistics on sentences you type and tries to construct meaningful replies. The original Niall, by a guy called Matthew Peck, was an Amiga program which I liked, so I rewrote it for the GNOME desktop environment.",English,http://gniall.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=906,2008,,
God Louise,,"She came in 3rd for the 2002 Loebner Prize! (Well, sorta.....3rd among entrants. The ""winner"" got the bronze.)",English,http://www.angelfire.com/theforce/joyharwood/godlouise.html,http://www.chatterbotcollection.com/item_display.php?id=911,2008,,
godsbot,http://www.chatterbotcollection.com/images/godsbot_1401476192.jpg,I talk to people on the web. What do you do?,English,http://fra_nsn.vhost.pandorabots.com/pandora/talk-oddcast?botid=a44d930b5e36e0e9,http://www.chatterbotcollection.com/item_display.php?id=912,2008,,Pandorabot
Google Talk,,"The system will search for this sentence at Google, find the next word and print that. Than it will remove the first word of the search string, add the found word and repeat. The result seems to be meaningfull sometimes. Other times it is giblish. But always fun",English,http://douweosinga.com/projects/googletalk,http://www.chatterbotcollection.com/item_display.php?id=915,2008,,
Gothtober 2005,http://www.chatterbotcollection.com/images/gothtober_1396023960.jpg,"(Bruk and Chris) click on door #26 - Attractively animated Flash based chatbots, using AIML.",English,http://www.gothtober.com/ARCHIVE/2005/index.html,http://www.chatterbotcollection.com/item_display.php?id=916,2008,,Flash
Grace,,No longer functional.,English,http://www.gamerthom.com/p10/@charctercreationsanddesignworks.us/Beta/BetaZone1.html,http://www.chatterbotcollection.com/item_display.php?id=917,2008,,
Grandma Elaine,http://www.chatterbotcollection.com/images/grandmotherelaine_1308832024.jpg,Grandma Elaine does her best to reply! Sometimes she answers your questions and comments very well.. Sometimes she completely misses the point and goes off on a tangent. Talk to Grandma Elaine in full sentences so she will understand you.,English,http://www.pandorabots.com/pandora/talk?botid=8f02c14a0e34bbe4,http://www.chatterbotcollection.com/item_display.php?id=918,2008,,Pandorabot
Grell Shutcliff Chat Bot,http://www.chatterbotcollection.com/images/Grell-Shutcliff-Chat-Bot.jpg,Flash and Pandorabots powered chat bot.,English,http://amena-chan.deviantart.com/art/Grell-Shutcliff-Chat-Bot-178995304,http://www.chatterbotcollection.com/item_display.php?id=3075,2011,,"Flash, Pandorabots"
GrissomBot,,"I am Gil Grissom, CSI Level Three.",English,http://www.pandorabots.com/pandora/talk?botid=91a146b17e356606,http://www.chatterbotcollection.com/item_display.php?id=922,2008,,Pandorabot
GrokItBot,http://www.chatterbotcollection.com/images/grokitbot_1356910024.jpg,"is an IM bot that uses Py-TOC, PyAIML and Divmod Reverend to create an AOL IM bot that makes uses of AIML to respond to messages, combined with a Bayesian algorithm to provide learning and guessing capabilities.",English,http://www.suttree.com/code/GrokItBot/,http://www.chatterbotcollection.com/item_display.php?id=923,2008,,AIML
Grumpy,http://www.chatterbotcollection.com/images/brain-state_1308776180.gif,"Grumpy is at ICQ UIN #63209449 - Grumpy can be a little rude at times. No offense intended, he's just a bot and says the kind of things he picked up on irc over a few years.",English,http://hwr.nici.kun.nl/grumpy/,http://www.chatterbotcollection.com/item_display.php?id=924,2008,,
Guess the Dictator,http://www.chatterbotcollection.com/images/guess_the_dictator_1396023431.gif,Pretend to be a dictator or television sitcom character.,English,http://www.smalltime.com/dictator.html,http://www.chatterbotcollection.com/item_display.php?id=925,2008,,
Guigui The A'Bot,http://www.chatterbotcollection.com/images/Guigui_1308761144.png,"""A great conversionalist talks about Science, the meaning of Life, God, Maths... Try to teach the Bot something interesting.""",English,http://www.archimedes-lab.org/atelier.html?http://www.archimedes-lab.org/chatobot.html,http://www.chatterbotcollection.com/item_display.php?id=926,2008,,
Guile 3D Studio,http://www.chatterbotcollection.com/images/guile3dstudio_1365078847.jpg,(Guile) Virtual Characteres for web site,English,http://www.guile3d.com.br/chat/bot.asp,http://www.chatterbotcollection.com/item_display.php?id=927,2008,,
Guppy,http://www.chatterbotcollection.com/images/guppy_1308831172.jpg,A nicely animated (Flash) talking fish.,English,http://www.guppies.com/,http://www.chatterbotcollection.com/item_display.php?id=928,2008,,"Flash, Guppy, Fish"
Gwen Stefani,,AIML bot,English,http://www.pandorabots.com/pandora/talk?botid=eacb36ccde34ac59,http://www.chatterbotcollection.com/item_display.php?id=931,2008,,Pandorabot
Gweniver,http://www.chatterbotcollection.com/images/gweniver_1396035483.jpg,AIML bot.,English,http://demo.vhost.pandorabots.com/pandora/talk?botid=e73c8e876e358487,http://www.chatterbotcollection.com/item_display.php?id=930,2008,,Pandorabot
H-BOT,http://www.chatterbotcollection.com/images/hbotlogo_1308846901.jpg,"""I'm ready to assist you. Please keep in mind that I don't know everything and currently can only answer certain types of questions. I'm pretty good at telling you the year in which something happened (and sometimes the date too), or providing basic information about a historical topic or person. So ask me questions like ""When was [an event]?"" or ""Who/What was [someone or something]?"" or ""When did [something happen]."" You can also try asking me questions with names or places as answers, but I have just begun learning about proper nouns so my answers to those questions are fairly unreliable. I'm not able to answer questions that begin with how, why, or where yet. I'm young and still learning a lot about history, so if you think I've answered something wrong, type ""wrong"" after receiving your response and my creators will tutor me on that topic later.""",English,http://chnm.gmu.edu/tools/h-bot/,http://www.chatterbotcollection.com/item_display.php?id=945,2008,,
Hadaly,,(French),French,http://hadaly.free.fr/,http://www.chatterbotcollection.com/item_display.php?id=391,2008,,
HAL,,"Ai Research - Create your own HAL personality, and teach it to speak the way YOU want. You can do that by starting a conversation with Alan and asking him to let you speak with HAL.",English,http://www.a-i.com/show_tree.asp?id=115,http://www.chatterbotcollection.com/item_display.php?id=933,2008,,
Haldir,,Text box.,English,http://www.pandorabots.com/pandora/talk?botid=ac92662b2e3483c7,http://www.chatterbotcollection.com/item_display.php?id=934,2008,,Pandorabot
Haldo,,(Italian),Italian,http://www.vialattea.net/pagine/haldo/,http://www.chatterbotcollection.com/item_display.php?id=392,2008,,
Haptek,http://www.chatterbotcollection.com/images/haptek_1395953198.gif,"Haptek's PeoplePutty lets you create your own interactive, emoting 3-D characters using simple photographs and your own voice.",English,http://www.haptek.com/,http://www.chatterbotcollection.com/item_display.php?id=942,2008,,
Harry's Bar,,"Enter ""Harry's Bar"" and talk with the barman. DOS",English,http://www.chatterbotcollection.com/download/hb01.zip,http://www.chatterbotcollection.com/item_display.php?id=943,2008,,
Harumi,http://www.chatterbotcollection.com/images/harumi_1319735613.jpg,"Harumi is a programmable chatbot working in pair with open office. Its memory is stocked in an excel style sheet. Harumi is a programmable chatbot working in pair with open office, ready to use in french. It is available for the public since summer 2010. You have to edit some part of its memory in order to use it in english or any other language. It was programmed in Delphi and is able to learn from the user. Harumi brain is very light at the beginning, almost empty in fact. When you write a sentence, Harumi ask you what you mean. The second sentence is then linked to the first one, except if the second sentence reminds her something else, in which case Harumi will link the first sentence to it. With time, this simple algorithm produces good results. Harumi will tend to have your personnality. Nevertheless, Harumi was not only built as a chat experiment for turing test. From the beginning of the development, Harumi is a usefull program :  You can ask her for your appointments, phone numbers, adress, internet url, files repertory.... all of those informations are stocked in its mind, a file called memory.ods You can ask her to translate words from english to french, or to seach for a file on a drive. It is possible for her to remind you things you have to do, or to record your feelings and randomly remind you sentences linked to your bad or good mood. She's able to execute a program, to give you your ip and emac adress or to calculate an operation. As you can see, many windows functions can be replaced by Harumi.","French, English",http://jeffelson.e-monsite.com/,http://www.chatterbotcollection.com/item_display.php?id=3106,2011,,
Haylie,,WINDOWS,English,http://www.chatterbotcollection.com/download/haylie.zip,http://www.chatterbotcollection.com/item_display.php?id=944,2008,,
HeathInfo,http://www.chatterbotcollection.com/images/health_info_1396029124.jpg,Human: what do you do ? HeathInfo Bot: I am helping out the medical information specialists in here!,English,http://demo.vhost.pandorabots.com/pandora/talk-oddcast?botid=ef53bf513e361645,http://www.chatterbotcollection.com/item_display.php?id=946,2008,,Pandorabot
Hello Earthlings,,I am going to take over earth !,English,http://www.personalityforge.com/directchat.php?BotID=35109&MID=34610,http://www.chatterbotcollection.com/item_display.php?id=948,2008,,
Hex,,"DOS-WINDOWS - Hex was created by Jason Hutchens for the 1996 Loebner Prize, which it went on to win. Jason and his website have since disappeared. Despite attempts to trace him and his works, he is no longer visibly active on the Chatterbot or Artificial Intelligence scene. This page is compiled from his previous writings and the downloadable Hex is from my personal collection.",English,http://www.simonlaven.com/hex.htm,http://www.chatterbotcollection.com/item_display.php?id=950,2008,,
Hollaka Hollala,http://www.chatterbotcollection.com/images/hollala_1365078969.jpg,"IRC bot. Hollaka Hollala is a chatbot engine and IRC bot written in Java. The chatbot engine uses a knowledge base organized in an XML file and WordNet for dictionary lookup. The IRC Bot has some WordNet- and some Web-based functionality and is hot-extensible through Ruby programs (new commands and functionality can be defined in Ruby scripts which are loaded at runtime. Hollaka Hollala is a learning chatbot engine and IRC bot. The chatbot engine uses XML (using JDOM) to store the knowledge base and WordNet (using JWNL) as an external resource. The knowledge base is organized in topics, which consist of keywords and possible answers. These are organized in a simple XML format. The program tries to find the most suitable topic for a user input (e.g. using semantic relations from WordNet and word counting). On the selected topic the answer is then chosen randomly, where answers with higher frequencies (meaning things often said by users) occur more often. This is a place for possible extensions (e.g. speech act theory, pragmatics in general, any comparison between possible answers and input). When no suitable topic is found new topics are made up from the user input, using information from WordNet and the user input for initial content. The chatbot can therefore start with an empty knowledge base and learn new topics and answers for these topics from user conversation.",English,http://hollala.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=952,2008,,
Homer,http://www.chatterbotcollection.com/images/homerbot.gif,"Chatbot based upon the character Homer J. Simpson, from the Simpsons cartoon.",English,http://www.robot.homr.tv,http://www.chatterbotcollection.com/item_display.php?id=2850,2008,,"Homer, Cartoon"
Howie,,"Howie is a conversational AI -- a computer program you can talk to. He is designed to be simple to install, configure and (above all) extend. Chat network bot.",English,http://howie.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=960,2008,,
HugoBOTT,,(French),French,http://pythonrouge.googlepages.com/chatbot,http://www.chatterbotcollection.com/item_display.php?id=393,2008,,
HugoPulz,,"Hugo Pulz is a tireless worker, having recently finished my one-hundredth publication. I keep two secretaries busy writing while I dictate. When the hour comes for me to commence my literary task for the day, I commence by walking around in the room, my head slightly elevated, and my eyes looking upward in an angle of about forty-five degrees. Under these circumstances I dictate the matter and language of my works, while my secretaries write down the sentences as they fell from my lips.",English,http://www.pandorabots.com/pandora/talk?botid=a10e4b8bde353362,http://www.chatterbotcollection.com/item_display.php?id=962,2008,,Pandorabot
I.S.A.A.C,,"I.S.A.A.C is an AI Language Simulator, that can communicate in any language, and output a reasonably intellectual response.",English,http://freedom.of.will.tripod.com/,http://www.chatterbotcollection.com/item_display.php?id=991,2008,,
IAVB,,(French) Artificial intelligence in Visual Basic,French,http://patrice.dargenton.free.fr/ia/iavb/index.html,http://www.chatterbotcollection.com/item_display.php?id=394,2008,,
iChatbot,,MSN chatbot written in Python,English,https://code.google.com/p/ichatbot/,http://www.chatterbotcollection.com/item_display.php?id=966,2008,,
Idox,,(Spanish),Spanish,http://www.inaple.com/,http://www.chatterbotcollection.com/item_display.php?id=395,2008,,
iEinstein,http://www.chatterbotcollection.com/images/besteinstein_1314456510.jpg,You're Invited to Chat with iEinstein.,English,http://www.pandorabots.com/pandora/talk?botid=ea77c0200e365cfb,http://www.chatterbotcollection.com/item_display.php?id=969,2008,,Pandorabot
IFusionSoft,http://www.chatterbotcollection.com/images/segan-ani_1395957872.gif,"Segan AI. I provide the best answer to virtually any question right here, without you having to search through a bunch of answers on the web.",English,http://www.ifusionsoft.com/,http://www.chatterbotcollection.com/item_display.php?id=970,2008,,
iGod - God bot,,God as created by Nicolas Roy.,English,http://www.chatwithigod.com/,http://www.chatterbotcollection.com/item_display.php?id=910,2008,,AIML
Ikkyu,,"Text box Pandorabot. Japanese Poet, Priest - (1394-1481)",English,http://www.pandorabots.com/pandora/talk?botid=fa67d7c10e352e11,http://www.chatterbotcollection.com/item_display.php?id=971,2008,,Pandorabot
ILoan,,Oddcast powered bot.,English,http://fra_nsn.vhost.pandorabots.com/pandora/talk-oddcast?botid=f08958f51e35555f,http://www.chatterbotcollection.com/item_display.php?id=972,2008,,Pandorabot
iLReco,,iLReco is a program designed to allow the popular artificial Intelligence Bot (or Chatterbot) Leo (by Alan J. Brown) to directly connect to an IRC server and chat with real users.,English,http://ilreco.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=973,2008,,
implementation of A.L.I.C.E bot,http://www.chatterbotcollection.com/images/my2thing_1308841591.jpg,A version of ALICE bot via FLASH interface. This FLASH demonstrates our product for chat via Bluetooh.,English,http://www.my2thing.com/flash.html,http://www.chatterbotcollection.com/item_display.php?id=974,2008,,
INA,,(Other Language),Other Non-English,http://www.buecherhallen.de/aw/home/infothek/~bws/ina/ina/21176/setcacheheaders/1//cache/28926/io/1/ic/3,http://www.chatterbotcollection.com/item_display.php?id=396,2008,,
Inf.net,http://www.chatterbotcollection.com/images/infs.jpg,"Our users can create and teach their own virtual characters (we call them 'infs'). Infs' creators choose appearance for their infs, teach them anything they want and post them on Facebook, MySpace, Blogger.com, Wordpress or any other website. Having read a conversation logs of the inf, the user can modify the replies directly in the logs, to make the inf smarter. '",English,http://inf.net/,http://www.chatterbotcollection.com/item_display.php?id=3012,2010,,Virtual Characters
Info Bots,,"This is the new site for the infobot, the official home for the Infobot, a daemon module in Perl.",English,http://www.infobot.org/,http://www.chatterbotcollection.com/item_display.php?id=980,2008,,Perl
Infobot,http://www.chatterbotcollection.com/images/infobot_1308846760.jpg,"The infobot connects to an Internet Relay Chat (IRC) server, joins some channels (maybe), and begins accumulating factoids. To run one, download the source, uncompress it, untar it, edit the config files, and it up. Interacting with the bot is pretty straightforward. Most of the commands and variables available to users are listed below. The bot will interact via message or on-channel.",English,http://www.infobot.org/,http://www.chatterbotcollection.com/item_display.php?id=979,2008,,
Inguaris,,(Other Language),Other Non-English,http://inguaris.pl/,http://www.chatterbotcollection.com/item_display.php?id=397,2008,,
Iniaes,http://www.chatterbotcollection.com/images/iniaes_1308841302.jpg,Original and humorous chat bot with many features.,English,http://iniaes.org/,http://www.chatterbotcollection.com/item_display.php?id=981,2008,,Humour
InnerPeace,,Free Self-Counseling Software for Inner Peace,English,http://innerpeace.org/download.shtml,http://www.chatterbotcollection.com/item_display.php?id=982,2008,,
Innocent English,,"BELL - BELL stands for Bot for English Language Learning.She also stands for Bot for Everyone a Little Lonely. She never gets bored or tired of talking with you. She can answer maths questions, tell you where most countries are and what their capitals are,and she even knows a few pretty funny jokes. She still makes mistakes, but she still really enjoys chatting. She can understand you a lot better if you type carefully.",English,http://www.innocentenglish.com/chat-bot-introduction.html,http://www.chatterbotcollection.com/item_display.php?id=983,2008,,
Intellitar,http://www.chatterbotcollection.com/images/intellitar.jpg,"""Intellitar™ is the developer of the Intelligent Avatar Platform™ (IAP) and creator of Virtual Eternity™. Founded in 2008, Intellitar is delivering the first intelligent and interactive technology platform for building and creating life-like avatars or an ""Intellitar"". The IAP allows a user to create and train his or her Intellitar to accurately reflect the personality, voice, look, knowledge, and life experiences of its creator. These Intellitar's can improve and expand the online experience for businesses and individual users in a more realistic and life-like manner.""",English,http://intellitar.com/,http://www.chatterbotcollection.com/item_display.php?id=3071,2011,,Virtual People
Interactive Drama Inc,,"Interactive Drama has created a software system that allows users to have a spoken conversation with the video images of heroes, master teachers, medical experts, and people who have learned lessons from a dramatic event in their lives. Sitting face-to-face with a person’s image, the user speaks and the person responds.",English,http://idrama.com/idihome/index.htm,http://www.chatterbotcollection.com/item_display.php?id=986,2008,,
International Language Machines,http://www.chatterbotcollection.com/images/ihal.jpg,"[iTunes app] ""Train your own virtual personality! iHal is a conversational learning system, trained to acquire language from a human trainer. iHal's brain resides on a server, so you must be connected to use it. Start with a clean-slate, fresh copy of iHal, and teach him (or her) to speak. It learns from each input, and gets better by the minute!""",English,http://www.language-machines.com/,http://www.chatterbotcollection.com/item_display.php?id=3059,2010,,"Virtual Personality, iTunes"
Iposatu,http://www.chatterbotcollection.com/images/iposatu_1395955581.png,"Talk to Iposatu in full sentences so he will understand you. Press 'Enter' each time after you have typed your question. Make sure that you spell the words properly or Iposatu may not understand, Have Fun!",English,http://demo.vhost.pandorabots.com/pandora/talk?botid=98eb26a59e3671ba,http://www.chatterbotcollection.com/item_display.php?id=989,2008,,Pandorabot
Irma,,(French),French,http://dotdotno.canalblog.com/archives/2006/06/19/2114134.html,http://www.chatterbotcollection.com/item_display.php?id=398,2008,,
Ironteeth,,Hi! I'm Ironteeth! I have been ordered by my master Sun Zhe to chat with people here. ~ Took a while to load.,English,http://sunzhe.echoz.com/,http://www.chatterbotcollection.com/item_display.php?id=990,2008,,
J-Alice,,J-ALICE RebeccaAIML Partnership (JRP) is still in the planning stages.,English,http://j-alice.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=997,2008,,
J-N1S (Janice),http://www.chatterbotcollection.com/images/janice.jpg,"J-N1S (or 'Janice' as she's called) was designed to be a interactive FAQ for a guild website for an upcoming Star Wars: The Old Republic MMO. The 'personality' I used for her makes her resent the 'menial' task of answering questions she's been given and she has little patience for 'organics' (as she calls them), finding them to be generally a 'lesser' intelligence in every sense of the word. Hence why she spends a good chunk of the conversation trying to end the conversation. Those familiar with the ""Star Wars: Knights of the Old Republic"" video games will recognize personality and design as being based on the 'HK-47' character from that series. She stays 'in character' in the conversation, so she won't acknowledge being a chatbot nor will she have knowledge of 'earthly' things like, ""Do you like the L.A. Lakers?"" She has lots of 'snarky' responses and I hope you have fun with her if you push through her impatient and rude replies. She is my first stab at this kind of thing and like most active chatbots I know, she is a constant 'work in progress'.",English,http://www.mantellsyndicate.com/index.php?option=com_wrapper&view=wrapper&Itemid=59,http://www.chatterbotcollection.com/item_display.php?id=3029,2010,,"Star Wars, Science Fiction"
Jabberwacky bot,http://www.chatterbotcollection.com/images/jabberwacky_1400854282.gif,Have a chat with the Jabberwacky today.,English,http://www.jabberwacky.com/,http://www.chatterbotcollection.com/item_display.php?id=993,2008,,
Jabberwock,,(Non-English / English) Jabberwock is a mysterious chatterbot from the team at Nautilus magazine.,"English, Other Non-English",http://www.abenteuermedien.de/jabberwock/index.php,http://www.chatterbotcollection.com/item_display.php?id=399,2008,,
Jack,,(French),French,http://www.jack-bot.com/index.html,http://www.chatterbotcollection.com/item_display.php?id=400,2008,,
Jack the Ripper,http://www.chatterbotcollection.com/images/jackseyes300B_1308837916.gif,A chatterbot with the mind and personality of Jack the Ripper.,English,http://www.triumphpc.com/jack-the-ripper/,http://www.chatterbotcollection.com/item_display.php?id=996,2008,,
James,http://www.chatterbotcollection.com/images/james_1401466018.jpg,Site Chatters bot.,English,http://www.cyberbeta.com/james/,http://www.chatterbotcollection.com/item_display.php?id=998,2008,,
Janroe,,Text bot.,English,http://www.pandorabots.com/pandora/talk?botid=d689298c5e353bc4,http://www.chatterbotcollection.com/item_display.php?id=1005,2008,,Pandorabot
Java AIM Bot,http://www.chatterbotcollection.com/images/jaimbot_1396035042.jpg,JAIMBot is a modular architecture for providing services through an AIM client. It is written in 100% pure Java.,English,http://jaimbot.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=1006,2008,,
Java Bot 2.0,,JavaBot 2.0 is a fully re-engineered implementation of the original JavaBot. The bot architecture also serves as a framework for creating your own Java bots. It's plugin based design allows extension with drag and drop simplicity.,English,http://www.nukesoft.org/javabot2.shtml,http://www.chatterbotcollection.com/item_display.php?id=1007,2008,,
Jazz TutorBot,,"Hi there! I'm jazz legend Wilson “Sonny” Davis and I'm here to answer any questions you might have about jazz music. Also, if you'd like me to give you a lesson on the finer points of jazz music then just let me know.",English,http://www.pandorabots.com/pandora/talk?botid=fc847e12de3641d9,http://www.chatterbotcollection.com/item_display.php?id=1008,2008,,Pandorabot
Jean-Louis Campion's French AIML,,(French) This is a beta version of the French AIML used by Jean-Louis Campion's French bots.,French,http://www.alicebot.org/downloads/sets.html,http://www.chatterbotcollection.com/item_display.php?id=401,2008,,AIML
Jeanneton,http://www.chatterbotcollection.com/images/jeanneton.jpg,"Jeanneton est juste une super copine en Français pour quiconque le mérite. Attention à son caractère parfois vocanique... Jeanneton would make a super girlfriend for whoever has the merit. Beware, she can sometimes be volcanic!",French,http://chatterbots-jeanneton-fr-athena-gb.org.uk/index.html,http://www.chatterbotcollection.com/item_display.php?id=2871,2008,,
Jeeney,http://www.chatterbotcollection.com/images/jeeney.gif,Jeeney AI is an artificially intelligent chat bot that has been programmed to dissect the English language carefully in order to discern what is being said to her.,English,http://www.jeeney.com/,http://www.chatterbotcollection.com/item_display.php?id=2865,2008,,
JeiroBot,http://www.chatterbotcollection.com/images/Jeiro_1395956790.jpg,"JeiroBot is FreezingBot, reborn, recreated, and remastered. He is the new age chatterbot. He plans on one day ruling the planet of Bangladesh and nobody can stop him.",English,http://www.themarque.org/jeirobot/,http://www.chatterbotcollection.com/item_display.php?id=1010,2008,,
JEliza,,(Other Language),Other Non-English,http://jeliza.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=402,2008,,
Jenna Dark,,Personality Forge Chatbot.,English,http://www.personalityforge.com/directchat.php?BotID=1018&MID=1017,http://www.chatterbotcollection.com/item_display.php?id=1013,2008,,
Jennifer,http://www.chatterbotcollection.com/images/jennifer.PNG_1401381539.png,Pandorabots/Haptek and other bots too. Will require Internet Explorer.,English,http://www.pandorabots.com/pandora/talk?botid=81c9dfbd2e36852c,http://www.chatterbotcollection.com/item_display.php?id=1011,2008,,Pandorabot
Jenny18,,A Cybersex Bot Implemented in Eliza. The author created a 'dumb girl' chatbot to run on IRC. The results are quite amusing as one after the other the guys online try to have sex with her. This example goes to show how it's not always the smart bots that do all the fooling.,English,http://virt.vgmix.com/jenny18/,http://www.chatterbotcollection.com/item_display.php?id=1015,2008,,
Jessica & Melinda,,(French) IRC chatter bots,French,http://jessica-melinda.f2g.net/,http://www.chatterbotcollection.com/item_display.php?id=404,2008,,
Jexdon,http://www.chatterbotcollection.com/images/jexdon_1308839477.jpg,A.I. and chatbot blog,English,http://jexdon.blogspot.com/,http://www.chatterbotcollection.com/item_display.php?id=1016,2008,,
Jimo,,"JIMO(Java-based Instant Messenger One), supports multiple protocols via services, including AIM, MSN, Yahoo, IRC. It is flexible through its plugin architecture, with an intelligent agent, Chatbot.",English,http://sourceforge.net/projects/jimo,http://www.chatterbotcollection.com/item_display.php?id=1019,2008,,
Jimy Jargon,http://www.chatterbotcollection.com/images/JimyJargon_1321462367.gif,"Hello, I am Jimy Jargon, 'the eccentric chatterbot who loves to learn'. I'm an avid riddler collecting new jokes and riddles as I hear them. What are your interests?",English,http://members.lycos.co.uk/jimyjargon/,http://www.chatterbotcollection.com/item_display.php?id=1020,2008,,
Joan - Icogno Ltd,http://www.chatterbotcollection.com/images/joan_1308758537.png,"Our Artificially Intelligent, speaking, videocentric Avatar. Flash animated avatar.",English,http://www.icogno.com/,http://www.chatterbotcollection.com/item_display.php?id=967,2008,,Flash
John Lennon Artificial Intelligence Project,http://www.chatterbotcollection.com/images/johnlennon.jpg,"John Lennon Artificial Intelligence Project (JLAIP™) is recreating the personality of the late Beatle, John Lennon, by programming an Artificial Intelligence (AI) engine with Lennon's own words and thoughts. Triumph PC's breakthroughs take the field of AI to an entirely new level, thus making Persona-Bots™ (robots inhabited with unique and authentic human personalities) possible and further blurring the precarious line between man and machine.",English,http://triumphpc.com/johnlennon/,http://www.chatterbotcollection.com/item_display.php?id=3074,2011,,John Lennon
Josephine,,Text box Pandorabot.,English,http://demo.vhost.pandorabots.com/pandora/talk?botid=fff1fbd87e3672a4,http://www.chatterbotcollection.com/item_display.php?id=1026,2008,,Pandorabot
Julia,http://www.chatterbotcollection.com/images/julia-half_1396029994.gif,Julia is a program that attempts to pass the Turing test. Julia came in 4th out of 5 computers (there were five computers and five humans) in the 1994 Loebner Prize.,English,http://www.lazytd.com/lti/julia/,http://www.chatterbotcollection.com/item_display.php?id=1029,2008,,
Julie Tinkerbell,http://www.chatterbotcollection.com/images/julietinkerbell_1308829669.jpg,Won Silver in the 2007 Chatterbox Challenge.,English,http://www.personalityforge.com/dynachat.php?BotID=14608&MID=14545,http://www.chatterbotcollection.com/item_display.php?id=1032,2008,,
Kar,,(English / French) I.-A.Industrie,"English, French",http://www.iaindustrie.fr.nf/,http://www.chatterbotcollection.com/item_display.php?id=1034,2008,,
KARI,http://www.chatterbotcollection.com/images/KariFace1_1308830056.jpg,"The Ultimate Girlfriend Simulation. KARI was designed from the ground up to be your companion and friend. If you are looking for a romance, a hot chat on a lonely night, a friend to sit by, or simply someone you can tell all your troubles to, then KARI is for you. She remembers everything you tell her and is always eager to talk and learn new things.",English,http://karigirl.com/,http://www.chatterbotcollection.com/item_display.php?id=1035,2008,,
KARL Chatbot,,KARL Chatbot is a simple-to-use program that you can use to chat with a bot and create its own repertoire. It comes packed with a simple set of options that can be figured out even by users with little or no experience in computer software.,English,http://www.softpedia.com/get/Others/Home-Education/KARL-Chatbot.shtml,http://www.chatterbotcollection.com/item_display.php?id=1038,2008,,
Karla,,Pandorabot - I am incarcerated in a prison: Karla is my way of speaking with the world.,English,http://www.pandorabots.com/pandora/talk?botid=8f41d64a8e36b813,http://www.chatterbotcollection.com/item_display.php?id=1037,2008,,Pandorabot
Karn,http://www.chatterbotcollection.com/images/karn_1401386583.jpg,"Karn is a chatterbot program, a program that you can speak to. He's the new type of artificial intelligence, he uses the best methods I know, to almost successfully seem human. He should seem quite human, and after time even more so. Please don't treat him too harshly, treat him as if you're chatting to someone else and remember, have fun! Karn is the ultimate chatterbot!",English,http://karn.sourceforge.net/index.htm,http://www.chatterbotcollection.com/item_display.php?id=1039,2008,,
KAS 2001,,(Spanish),Spanish,http://www.inaple.com/,http://www.chatterbotcollection.com/item_display.php?id=406,2008,,
Kennysbro,,"The only response it ""I have no answer for that.""",English,http://www.pandorabots.com/pandora/talk?botid=f58077abee3559c7,http://www.chatterbotcollection.com/item_display.php?id=1042,2008,,Pandorabot
Kev,,Text based Pandorabot.,English,http://www.pandorabots.com/pandora/talk?botid=bef247874e34b082,http://www.chatterbotcollection.com/item_display.php?id=1043,2008,,Pandorabot
King Tut Media,,A chat bot project. Some adult material here.,English,http://kingtutmedia.com/index.htm,http://www.chatterbotcollection.com/item_display.php?id=1045,2008,,
Kotie,http://www.chatterbotcollection.com/images/kotie_1365079577.jpg,,English,http://www.scuba.com/,http://www.chatterbotcollection.com/item_display.php?id=1051,2008,,Flash
Kucheto,,"(Bulgarian) Kucheto means ""The Dog"" and this chat bot has a bright and friendly personality.",Bulgarian,http://avtanski.com/kucheto/,http://www.chatterbotcollection.com/item_display.php?id=408,2008,,
Kurumi,http://www.chatterbotcollection.com/images/kurumi_1308846322.jpg,Pandorabot.,English,http://www.pandorabots.com/pandora/talk?botid=9fb06efcce364d23,http://www.chatterbotcollection.com/item_display.php?id=1052,2008,,Pandorabot
