Document Name,Company,Document Type,Year,Country Codes,Tags,Target System,Product,Document Page,Download Link,Spy FIles Release
National LI Systems (1),ATIS Uher,Presentation,2007,,,,,https://wikileaks.org/spyfiles/docs/atis-systems-gmbh/2_national-li-systems.html,https://wikileaks.org/spyfiles/files/0/2_200702-ISS-DXB-ATIS1.pdf,Spy Files 1
National LI Systems (2),ATIS Uher,Presentation,2007,,,,,https://wikileaks.org/spyfiles/docs/atis/5_national-li-systems.html,https://wikileaks.org/spyfiles/files/0/5_200702-ISS-DXB-ATIS4.pdf,Spy Files 1
Nautilus Octagonal Microphone Array,Griffcomm,Brochure,2008,,,,,https://wikileaks.org/spyfiles/docs/griffcomm/134_nautilus-octagonal-microphone-array.html,https://wikileaks.org/spyfiles/files/0/134_GRIFFCOMM-Nautilus.pdf,Spy Files 1
Navitron GPS Monitoring System,Altron,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/altron/89_navitron-gps-monitoring-system.html,https://wikileaks.org/spyfiles/files/0/89_ALTRON-NAVITRON.pdf,Spy Files 1
NETLink Storm Robust Store and Forward Solution,Cobham,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/cobham/114_netlink-storm-robust-store-and-forward-solution.html,https://wikileaks.org/spyfiles/files/0/114_COBHAM-NETLINK_STORM.pdf,Spy Files 1
NETTAP ADSL Passive non-intrusive ADSL Tapping Probe on a analog line,Amesys,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/amesys/103_nettap-adsl-passive-non-intrusive-adsl-tapping-probe-on-a.html,https://wikileaks.org/spyfiles/files/0/103_AMESYS-NETTAP-en.pdf,Spy Files 1
NETTAP ADSL Sonde Passive D,Amesys,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/amesys/104_nettap-adsl-sonde-passive-d.html,https://wikileaks.org/spyfiles/files/0/104_AMESYS-NETTAP-fr.pdf,Spy Files 1
Neuvorstellungen zur GPEC 2008,EBS Electronic,Catalogue,2008,,,,,https://wikileaks.org/spyfiles/docs/ebs-electronic/122_neuvorstellungen-zur-gpec-2008.html,https://wikileaks.org/spyfiles/files/0/122_EBS_Electronics-200806-Exhibition_News.pdf,Spy Files 1
New solutions for massive monitoring,Thales,Presentation,2008,,,,,https://wikileaks.org/spyfiles/docs/thales/40_new-solutions-for-massive-monitoring.html,https://wikileaks.org/spyfiles/files/0/40_200810-ISS-PRG-THALES.pdf,Spy Files 1
NICE Intelligence Solutions,NICE Systems,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/nice-systems/149_nice-intelligence-solutions.html,https://wikileaks.org/spyfiles/files/0/149_NICE-201110-MILIPOL.pdf,Spy Files 1
NiceTrack Target 360 (1),NICE Systems,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/nice/192_nicetrack-target-360.html,https://wikileaks.org/spyfiles/files/0/192_201106-ISS-NICE.pdf,Spy Files 1
NiceTrack Target 360 (2),NICE Systems,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/nice-systems/148_nicetrack-target-360.html,https://wikileaks.org/spyfiles/files/0/148_NICE-201110-BROCHURE.pdf,Spy Files 1
NJALA Audio Surveillance Transmitter,Griffcomm,Brochure,2008,,,,,https://wikileaks.org/spyfiles/docs/griffcomm/135_njala-audio-surveillance-transmitter.html,https://wikileaks.org/spyfiles/files/0/135_GRIFFCOMM-Njala.pdf,Spy Files 1
Njala Digital Audio Receiver,Seartech,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/seartech/156_njala-digital-audio-receiver.html,https://wikileaks.org/spyfiles/files/0/156_SEARTECH-NDR3-de.pdf,Spy Files 1
Njala Model NTXR-B Digital Audio Transmitter,Seartech,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/seartech/157_njala-model-ntxr-b-digital-audio-transmitter.html,https://wikileaks.org/spyfiles/files/0/157_SEARTECH-NTXR-B-de.pdf,Spy Files 1
Njala Model NTXR-H Digital Audiotransmitter,Seartech,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/seartech/158_njala-model-ntxr-h-digital-audiotransmitter.html,https://wikileaks.org/spyfiles/files/0/158_SEARTECH-NTXR-H-de.pdf,Spy Files 1
Njala Model NTXR-S Digital Audiotransmitter,Seartech,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/seartech/159_njala-model-ntxr-s-digital-audiotransmitter.html,https://wikileaks.org/spyfiles/files/0/159_SEARTECH-NTXR-S-de.pdf,Spy Files 1
Open Networking in Lawful Interception,Simena,Presentation,2011,,,,,https://wikileaks.org/spyfiles/docs/simena/68_open-networking-in-lawful-interception.html,https://wikileaks.org/spyfiles/files/0/68_201110-ISS-IAD-T4-SIMENA.pdf,Spy Files 1
P10 GPS Device,SPEI,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/spei/166_p10-gps-device.html,https://wikileaks.org/spyfiles/files/0/166_SPEI-p10.pdf,Spy Files 1
P12 GPS Device,SPEI,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/spei/167_p12-gps-device.html,https://wikileaks.org/spyfiles/files/0/167_SPEI-p12.pdf,Spy Files 1
P5 Enviromental Device,SPEI,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/spei/168_p5-enviromental-device.html,https://wikileaks.org/spyfiles/files/0/168_SPEI-p5.pdf,Spy Files 1
P6 Enviromental Device,SPEI,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/spei/169_p6-enviromental-device.html,https://wikileaks.org/spyfiles/files/0/169_SPEI-p6.pdf,Spy Files 1
Passive surveillance in support of LI,VASTech,Presentation,2008,,,,,https://wikileaks.org/spyfiles/docs/vastech/41_passive-surveillance-in-support-of-li.html,https://wikileaks.org/spyfiles/files/0/41_200810-ISS-PRG-VASTECH.pdf,Spy Files 1
Phantom 3000A (russian),TraceSpan,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/tracespan/179_phantom-3000a-russian-.html,https://wikileaks.org/spyfiles/files/0/179_TRACESPAN-Phantom-ru.pdf,Spy Files 1
Phantom Viewer / IP LI Analysis Tool,TraceSpan,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/tracespan/180_phantom-viewer-ip-li-analysis-tool.html,https://wikileaks.org/spyfiles/files/0/180_TRACESPAN-Phanton-Viewer.pdf,Spy Files 1
PRK 040 Special multi-channel receiver,SPEI,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/spei/161_prk-040-special-multi-channel-receiver.html,https://wikileaks.org/spyfiles/files/0/161_SPEI-PKR-040_040_i.pdf,Spy Files 1
Programming Manual Mobiloc 4 (1),PAD Datentechnik,Manual,2011,,,,,https://wikileaks.org/spyfiles/docs/pad/152_programming-manual-mobiloc-4.html,https://wikileaks.org/spyfiles/files/0/152_PAD-PROGRAM-FP1-de.pdf,Spy Files 1
Programming Manual Mobiloc 4 (2),PAD Datentechnik,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/pad/153_programming-manual-mobiloc-4.html,https://wikileaks.org/spyfiles/files/0/153_PAD-PROGRAM-FZ2-de.pdf,Spy Files 1
Protecting Against Web Threads,Blue Coat,Manual,unspecified,,,,,https://wikileaks.org/spyfiles/docs/bluecoat/271_protecting-against-web-threads.html,https://wikileaks.org/spyfiles/files/0/271_BLUECOAT-WebApplicationThreatsFinal121809.pdf,Spy Files 1
Puma: Backup for ADS embedded Flash to DVD or CD,Griffcomm,Brochure,2008,,,,,https://wikileaks.org/spyfiles/docs/griffcomm/136_puma-backup-for-ads-embedded-flash-to-dvd-or-cd.html,https://wikileaks.org/spyfiles/files/0/136_GRIFFCOMM-Puma.pdf,Spy Files 1
R711 Audio Transmitter over GSM,Griffcomm,Brochure,2008,,,,,https://wikileaks.org/spyfiles/docs/griffcomm/137_r711-audio-transmitter-over-gsm.html,https://wikileaks.org/spyfiles/files/0/137_GRIFFCOMM-R711.pdf,Spy Files 1
RADIUS A5/1 Fully Passive Off-the-Air GSM Intercepting System,Altron,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/altron/90_radius-a5-1-fully-passive-off-the-air-gsm-intercepting.html,https://wikileaks.org/spyfiles/files/0/90_ALTRON-Radius.pdf,Spy Files 1
Raven SD solid state audio/video recorder from ADS,Griffcomm,Brochure,2008,,,,,https://wikileaks.org/spyfiles/docs/griffcomm/140_raven-sd-solid-state-audio-video-recorder-from-ads.html,https://wikileaks.org/spyfiles/files/0/140_GRIFFCOMM-SD_Raven.pdf,Spy Files 1
"Real Time Intercept from Packet Networks, Challenges and Solutions",Telesoft Technologies,Presentation,2008,,,,,https://wikileaks.org/spyfiles/docs/telesoft/39_real-time-intercept-from-packet-networks-challenges-and.html,https://wikileaks.org/spyfiles/files/0/39_200810-ISS-PRG-TELESOFT.pdf,Spy Files 1
Real Time Traffic Analysis,Protei,Presentation,2008,,,,,https://wikileaks.org/spyfiles/docs/protei/36_real-time-traffic-analysis.html,https://wikileaks.org/spyfiles/files/0/36_200810-ISS-PRG-PROTEI.pdf,Spy Files 1
Remote Control System,Hacking Team,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/hackingteam/147_remote-control-system.html,https://wikileaks.org/spyfiles/files/0/147_HACKINGTEAM-RCS.pdf,Spy Files 1
Remote Control System V5.1,Hacking Team,Presentation,2008,,,,,https://wikileaks.org/spyfiles/docs/hackingteam/31_remote-control-system-v5-1.html,https://wikileaks.org/spyfiles/files/0/31_200810-ISS-PRG-HACKINGTEAM.pdf,Spy Files 1
Remote Control System: Full Intelligence on Target Users even for encrypted Communications,Hacking Team,Video,unspecified,,,,,https://wikileaks.org/spyfiles/docs/hackingteam/287_remote-control-system-full-intelligence-on-target-users-even.html,https://wikileaks.org/spyfiles/files/0/287_HACKINGTEAM-RCS.mp4,Spy Files 1
Remote Forensic Software (1),DigiTask,Presentation,2008,,,,,https://wikileaks.org/spyfiles/docs/digitask/24_remote-forensic-software.html,https://wikileaks.org/spyfiles/files/0/24_200810-ISS-PRG-DIGITASK.pdf,Spy Files 1
Remote Forensic Software (2),DigiTask,Presentation,2009,,,,,https://wikileaks.org/spyfiles/docs/digitask/46_remote-forensic-software.html,https://wikileaks.org/spyfiles/files/0/46_200906-ISS-PRG-DIGITASK2.pdf,Spy Files 1
"RHF VME-TA 1,5-30 Mhz HF receiver",Amesys,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/amesys/107_rhf-vme-ta-1-5-30-mhz-hf-receiver.html,https://wikileaks.org/spyfiles/files/0/107_AMESYS-RHF_VME_TA-en.pdf,Spy Files 1
RMK 073 SPUTNIK Crystal controlled audio transmitter,SPEI,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/spei/162_rmk-073-sputnik-crystal-controlled-audio-transmitter.html,https://wikileaks.org/spyfiles/files/0/162_SPEI-RMK-073.pdf,Spy Files 1
"RMK 122, RMK 128 Universal module Compact audio transmitter",SPEI,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/spei/163_rmk-122-rmk-128-universal-module-compact-audio-transmitter.html,https://wikileaks.org/spyfiles/files/0/163_SPEI-RMK-122-128.pdf,Spy Files 1
RMK 129 500 mW Audio transmitter,SPEI,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/spei/164_rmk-129-500-mw-audio-transmitter.html,https://wikileaks.org/spyfiles/files/0/164_SPEI-RMK-129.pdf,Spy Files 1
RMK 141 AC MAINS AC powered audio transmitter,SPEI,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/spei/165_rmk-141-ac-mains-ac-powered-audio-transmitter.html,https://wikileaks.org/spyfiles/files/0/165_SPEI-RMK-141.pdf,Spy Files 1
"Scalable Extraction, Aggregation, and Response to Network Intelligence",Mantaro,Presentation,2011,,,,,https://wikileaks.org/spyfiles/docs/mantaro/65_scalable-extraction-aggregation-and-response-to-network.html,https://wikileaks.org/spyfiles/files/0/65_201110-ISS-IAD-T4-MANTARO.pdf,Spy Files 1
Scaling Network Security Solutions to 40 Gbps and beyond,Netronome,Presentation,2011,,,,,https://wikileaks.org/spyfiles/docs/netronome/66_scaling-network-security-solutions-to-40-gbps-and-beyond.html,https://wikileaks.org/spyfiles/files/0/66_201110-ISS-IAD-T4-NETRONOME.pdf,Spy Files 1
Scorpion: Digital Stereo Audio System,Griffcomm,Brochure,2008,,,,,https://wikileaks.org/spyfiles/docs/griffcomm/139_scorpion-digital-stereo-audio-system.html,https://wikileaks.org/spyfiles/files/0/139_GRIFFCOMM-SCORPION.pdf,Spy Files 1
Security framework for an LI/DR Infrastructure,ADAE - Authority for the Assurance of Communication Security and Privacy (Greece),Presentation,2008,,,,,https://wikileaks.org/spyfiles/docs/adae-authority-for-the-assurance-of-communication-security/19_security-framework-for-an-li-dr-infrastructure.html,https://wikileaks.org/spyfiles/files/0/19_200810-ISS-PRG-ADAE.pdf,Spy Files 1
Semi Active GSM Monitoring System SCL-5020SE,Shogi,Brochure,2006,,,,,https://wikileaks.org/spyfiles/docs/shogi/160_semi-active-gsm-monitoring-system-scl-5020se.html,https://wikileaks.org/spyfiles/files/0/160_SHOGI-2006-semiactive_gsm_monitoring.pdf,Spy Files 1
Siemens Intelligence Platform,Siemens,Presentation,2007,,,,,https://wikileaks.org/spyfiles/docs/siemens/15_siemens-intelligence-platform.html,https://wikileaks.org/spyfiles/files/0/15_200702-ISS-DXB-SIEMENS.pdf,Spy Files 1
Sleuth-Hound Software,SPEI,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/spei/170_sleuth-hound-software.html,https://wikileaks.org/spyfiles/files/0/170_SPEI-spidertrack.pdf,Spy Files 1
SMINT - Tactical Interception Based on Eagle Core Technology,Amesys,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/amesys/101_smint-tactical-interception-based-on-eagle-core-technology.html,https://wikileaks.org/spyfiles/files/0/101_AMESYS-EAGLE-SMINT-en.pdf,Spy Files 1
SMS Befehle an diverse PAD Ger,PAD Datentechnik,Manual,2011,,,,,https://wikileaks.org/spyfiles/docs/pad/154_sms-befehle-an-diverse-pad-ger.html,https://wikileaks.org/spyfiles/files/0/154_PAD-SMS-Commands-FS-de.pdf,Spy Files 1
SMS Nachrichten zur Steuerung der Mikrofoneinstellungen im GSM96MMS2b,PAD Datentechnik,Manual,2011,,,,,https://wikileaks.org/spyfiles/docs/pad/155_sms-nachrichten-zur-steuerung-der-mikrofoneinstellungen-im.html,https://wikileaks.org/spyfiles/files/0/155_PAD-SMS-Commands-MS2-de.pdf,Spy Files 1
"SMS, the forgotten Source of Intelligence",Utimaco,Presentation,2011,,,,,https://wikileaks.org/spyfiles/docs/utimaco/63_sms-the-forgotten-source-of-intelligence.html,https://wikileaks.org/spyfiles/files/0/63_201110-ISS-IAD-T3-UTIMACO2.pdf,Spy Files 1
Snooper 24 Microphone array conceled in standard business portfolio,Griffcomm,Brochure,2008,,,,,https://wikileaks.org/spyfiles/docs/griffcomm/141_snooper-24-microphone-array-conceled-in-standard-business.html,https://wikileaks.org/spyfiles/files/0/141_GRIFFCOMM-Snooper.pdf,Spy Files 1
Social Network Analysis aids Lawful Intercept Cases,SS8,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/ss8/207_social-network-analysis-aids-lawful-intercept-cases.html,https://wikileaks.org/spyfiles/files/0/207_SS8-SOCIALNETANALYS-201110.pdf,Spy Files 1
Speaker Identification Field Toolkit (SIFT),Agnitio,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/agnitio/184_speaker-identification-field-toolkit-sift-.html,https://wikileaks.org/spyfiles/files/0/184_201106-ISS-AGNITIO.pdf,Spy Files 1
Speech intelligence for security and defense,Phonexia,Presentation,2009,,,,,https://wikileaks.org/spyfiles/docs/phonexia/49_speech-intelligence-for-security-and-defense.html,https://wikileaks.org/spyfiles/files/0/49_200906-ISS-PRG-PHONEXIA.pdf,Spy Files 1
SPEITRACK PDA,SPEI,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/spei/171_speitrack-pda.html,https://wikileaks.org/spyfiles/files/0/171_SPEI-track.pdf,Spy Files 1
SS8 Intellego Intelligence Analysis Software,SS8,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/ss8/172_ss8-intellego-intelligence-analysis-software.html,https://wikileaks.org/spyfiles/files/0/172_SS8-INTELLEGO-BROCHURE-201110.pdf,Spy Files 1
Standards-Based Lawful Interception from AQSACOM,AQSACOM,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/aqsacom/79_standards-based-lawful-interception-from-aqsacom.html,https://wikileaks.org/spyfiles/files/0/79_AQSACOM-LI-Brochure2.pdf,Spy Files 1
State of the Art Solutions for Interception,GTEN,Presentation,2007,,,,,https://wikileaks.org/spyfiles/docs/gten/11_state-of-the-art-solutions-for-interception.html,https://wikileaks.org/spyfiles/files/0/11_200702-ISS-DXB-GTEN1.pdf,Spy Files 1
Strategic Defence Technologies,Stratign,Catalogue,2011,,,,,https://wikileaks.org/spyfiles/docs/stratign/278_strategic-defence-technologies.html,https://wikileaks.org/spyfiles/files/0/278_STRATIGN-Catalogue-2011.pdf,Spy Files 1
Supported Protocols and Applications,Ipoque,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/ipoque/191_supported-protocols-and-applications.html,https://wikileaks.org/spyfiles/files/0/191_201106-ISS-IPOQUE.pdf,Spy Files 1
Tactical C4I Systems - Close Combat Radio (CCR),Cobham,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/cobham/115_tactical-c4i-systems-close-combat-radio-ccr-.html,https://wikileaks.org/spyfiles/files/0/115_COBHAM-TACTICAL-C4I.pdf,Spy Files 1
Tactical Interception,ClearTrail,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/cleartrail/111_tactical-interception.html,https://wikileaks.org/spyfiles/files/0/111_CLEARTRAIL.pdf,Spy Files 1
Tactical Lawful Intercept,Cobham,Presentation,2009,,,,,https://wikileaks.org/spyfiles/docs/cobham/43_tactical-lawful-intercept.html,https://wikileaks.org/spyfiles/files/0/43_200906-ISS-PRG-COBHAM.pdf,Spy Files 1
Target and Service Based Interception in an IP Environment,ATIS Uher,Presentation,2007,,,,,https://wikileaks.org/spyfiles/docs/atis-systems-gmbh/4_target-and-service-based-interception-in-an-ip-environment.html,https://wikileaks.org/spyfiles/files/0/4_200702-ISS-DXB-ATIS3.pdf,Spy Files 1
Taven: Solid State Audio/Video reocrder from ADS,Griffcomm,Brochure,2008,,,,,https://wikileaks.org/spyfiles/docs/griffcomm/138_taven-solid-state-audio-video-reocrder-from-ads.html,https://wikileaks.org/spyfiles/files/0/138_GRIFFCOMM-Raven.pdf,Spy Files 1
Telocate - Euro Price List 28.02.2008,Griffcomm,Pricelist,2008,,,,,https://wikileaks.org/spyfiles/docs/griffcomm/204_telocate-euro-price-list-28-02-2008.html,https://wikileaks.org/spyfiles/files/0/204_GRIFFCOMM-200802-PRICELIST.pdf,Spy Files 1
TerraNet 10G Interrnet Traffic Monitoring System,Crypton-M,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/crypton-m/273_terranet-10g-interrnet-traffic-monitoring-system.html,https://wikileaks.org/spyfiles/files/0/273_CRYPTON-M-TerraNet10G.pdf,Spy Files 1
The Challenge of Packet Data Collection from Satellite Communication Space Segment and Effective Solutions,Delta SPA,Presentation,2007,,,,,https://wikileaks.org/spyfiles/docs/delta-spa/6_the-challenge-of-packet-data-collection-from-satellite.html,https://wikileaks.org/spyfiles/files/0/6_200702-ISS-DXB-DELTA.pdf,Spy Files 1
The Distinct Roles & Values of an End-to-end IP Interception Solution,SS8,Presentation,2011,,,,,https://wikileaks.org/spyfiles/docs/ss8/62_the-distinct-roles-and-values-of-an-end-to-end-ip.html,https://wikileaks.org/spyfiles/files/0/62_201110-ISS-IAD-T2-SS8.pdf,Spy Files 1
The Future of OSINT: Bridging the OSINT Capability Gap Through Collaboration,Kapow Software,Presentation,2011,,,,,https://wikileaks.org/spyfiles/docs/kapow-software/73_the-future-of-osint-bridging-the-osint-capability-gap.html,https://wikileaks.org/spyfiles/files/0/73_201110-ISS-IAD-T6-KAPOWSOFTWARE.pdf,Spy Files 1
The New Front Line: Dealing with the retained communications data explosion,Detica,Presentation,2008,,,,,https://wikileaks.org/spyfiles/docs/detica/23_the-new-front-line-dealing-with-the-retained-communications.html,https://wikileaks.org/spyfiles/files/0/23_200810-ISS-PRG-DETICA.pdf,Spy Files 1
The Search for Results in Voice Analysis: how different identification technologies can work together effecively,Loquendo,Presentation,2007,,,,,https://wikileaks.org/spyfiles/docs/loquendo/12_the-search-for-results-in-voice-analysis-how-different.html,https://wikileaks.org/spyfiles/files/0/12_200702-ISS-DXB-LOQUENDO.pdf,Spy Files 1
The USA Patriot Act: Implications for Lawful Interception,AQSACOM,Paper,2006,,,,,https://wikileaks.org/spyfiles/docs/aqsacom/199_the-usa-patriot-act-implications-for-lawful-interception.html,https://wikileaks.org/spyfiles/files/0/199_AQSACOM-LI-Patriotact_Amendments_v1-200605.pdf,Spy Files 1
Threat Protection Program / Exploits for Law Enforcement Agencies,VuPen,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/vupen-security/279_threat-protection-program-exploits-for-law-enforcement.html,https://wikileaks.org/spyfiles/files/0/279_VUPEN-THREAD-EXPLOITS.pdf,Spy Files 1
Transparent Signal Access and Monitoring,Glimmerglass,Catalogue,2011,,,,,https://wikileaks.org/spyfiles/docs/glimmerglass/275_transparent-signal-access-and-monitoring.html,https://wikileaks.org/spyfiles/files/0/275_GLIMMERGLASS-Catalogue-2011.pdf,Spy Files 1
UFED Logical: Comprehensive Mobile Forensic Solution,Cellebrite,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/cellebrite/110_ufed-logical-comprehensive-mobile-forensic-solution.html,https://wikileaks.org/spyfiles/files/0/110_CELLEBRITE-UFED.pdf,Spy Files 1
UKSP protocol configuration on BE16UK,BEA,Manual,2006,,,,,https://wikileaks.org/spyfiles/docs/bea/109_uksp-protocol-configuration-on-be16uk.html,https://wikileaks.org/spyfiles/files/0/109_BEA-UKSP-BE16UK-200607.pdf,Spy Files 1
Use of Commercial Technology for Telecoms Surveillance,Cambridge Consultants,Presentation,2011,,,,,https://wikileaks.org/spyfiles/docs/cambridge-consultants/60_use-of-commercial-technology-for-telecoms-surveillance.html,https://wikileaks.org/spyfiles/files/0/60_201110-ISS-IAD-T2-CAMBRIDGE_CON.pdf,Spy Files 1
Utimaco DRS Data Retention Suite,Utimaco,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/utimaco/195_utimaco-drs-data-retention-suite.html,https://wikileaks.org/spyfiles/files/0/195_201106-ISS-UTIMACO-DRS.pdf,Spy Files 1
Utimaco Safeware - LI in Clouds,Utimaco,Presentation,2011,,,,,https://wikileaks.org/spyfiles/docs/utimaco/59_utimaco-safeware-li-in-clouds.html,https://wikileaks.org/spyfiles/files/0/59_201110-ISS-IAD-T1-UTIMACO1.pdf,Spy Files 1
VasTech Company Overview Communication Intelligence Solutions,VASTech,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/vastech/182_vastech-company-overview-communication-intelligence.html,https://wikileaks.org/spyfiles/files/0/182_VASTECH-201110-BROCHURES.pdf,Spy Files 1
VDSL Phantom 3838 VDSL2 Interception Solution,TraceSpan,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/tracespan/181_vdsl-phantom-3838-vdsl2-interception-solution.html,https://wikileaks.org/spyfiles/files/0/181_TRACESPAN-VDSL-Phantom.pdf,Spy Files 1
Viper advanced miniaturised digital camcorder,Griffcomm,Brochure,2008,,,,,https://wikileaks.org/spyfiles/docs/griffcomm/142_viper-advanced-miniaturised-digital-camcorder.html,https://wikileaks.org/spyfiles/files/0/142_GRIFFCOMM-Viper.pdf,Spy Files 1
VoIP security: Myths and Reality,Acme Packet,Presentation,2007,,,,,https://wikileaks.org/spyfiles/docs/acmepacket/1_voip-security-myths-and-reality.html,https://wikileaks.org/spyfiles/files/0/1_200702-ISS-DXB-ACME.pdf,Spy Files 1
"What LI can learn from Anti-SPAM, Anti-Virus, IDS/IP and DPI technologies",Utimaco,Presentation,2009,,,,,https://wikileaks.org/spyfiles/docs/utimaco-safeware-ag/53_what-li-can-learn-from-anti-spam-anti-virus-ids-ip-and-dpi.html,https://wikileaks.org/spyfiles/files/0/53_200906-ISS-PRG-UTIMACO.pdf,Spy Files 1
Where,Endace,Presentation,2007,,,,,https://wikileaks.org/spyfiles/docs/endace/9_where.html,https://wikileaks.org/spyfiles/files/0/9_200702-ISS-DXB-ENDACE2.pdf,Spy Files 1
White Paper: Lawful Interception for IP Networks,AQSACOM,Paper,2010,,,,,https://wikileaks.org/spyfiles/docs/aqsacom/200_white-paper-lawful-interception-for-ip-networks.html,https://wikileaks.org/spyfiles/files/0/200_AQSACOM-White_Paper_IP_LI_v4-201003.pdf,Spy Files 1
"Who, What, When, Where and How: Semantics helps connect the dots",Expert System,Presentation,2011,,,,,https://wikileaks.org/spyfiles/docs/expert-system/72_who-what-when-where-and-how-semantics-helps-connect-the-dots.html,https://wikileaks.org/spyfiles/files/0/72_201110-ISS-IAD-T5-WHOEXPERTSYSTEM.pdf,Spy Files 1
Why sample when you can monitor all network traffic inexpensively?,Endace,Presentation,2007,,,,,https://wikileaks.org/spyfiles/docs/endace/8_why-sample-when-you-can-monitor-all-network-traffic.html,https://wikileaks.org/spyfiles/files/0/8_200702-ISS-DXB-ENDACE1.pdf,Spy Files 1
Wide band HF VME reception unit,Amesys,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/amesys/106_wide-band-hf-vme-reception-unit.html,https://wikileaks.org/spyfiles/files/0/106_AMESYS-RHF_VME_LB_en.pdf,Spy Files 1
Wounding Detection System,Altron,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/altron/91_wounding-detection-system.html,https://wikileaks.org/spyfiles/files/0/91_ALTRON-WDS.pdf,Spy Files 1
WRIS digital transceiver for audio and video,Griffcomm,Brochure,2008,,,,,https://wikileaks.org/spyfiles/docs/griffcomm/143_wris-digital-transceiver-for-audio-and-video.html,https://wikileaks.org/spyfiles/files/0/143_GRIFFCOMM-WRIS.pdf,Spy Files 1
You,Packet Forensics,Newsletter,unspecified,,,,,https://wikileaks.org/spyfiles/docs/packetforensics/276_you.html,https://wikileaks.org/spyfiles/files/0/276_PACKETFORENSICS-2009.pdf,Spy Files 1
ZEBRA: Strategic Surveillance of all Communication (1),VASTech,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/vastech/284_zebra-strategic-surveillance-of-all-communication.html,https://wikileaks.org/spyfiles/files/0/284_VASTECH-ZEBRA1.pdf,Spy Files 1
ZEBRA: Strategic Surveillance of all Communication (2),VASTech,Brochure,unspecified,,,,,https://wikileaks.org/spyfiles/docs/vastech/285_zebra-strategic-surveillance-of-all-communication.html,https://wikileaks.org/spyfiles/files/0/285_VASTECH-ZEBRA2.pdf,Spy Files 1
Finfisher: Governmental IT Intrusion and Remote Monitoring Solutions,Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/298_finfisher-governmental-it-intrusion-and-remote-monitoring.html,https://wikileaks.org/spyfiles/files/0/298_GAMMA-201110-FinFisher_Brochure-en.pdf,Spy Files 2
Finfisher: Governmental IT Intrusion and Remote Monitoring Solutions - Productportfolio,Gamma,Brochure,2011,,,,,https://wikileaks.org/spyfiles/docs/gamma/299_finfisher-governmental-it-intrusion-and-remote-monitoring.html,https://wikileaks.org/spyfiles/files/0/299_GAMMA-201110-FinFisher_Product_Portfolio-en.pdf,Spy Files 2
