ID,Service Provider,Year,Period,Country,User Data Requests,Number of Requests where some data was disclosed (content or non content),Percentage of Requests where some data was disclosed (content or non content),Users/Accounts Specified
"Mexico - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Mexico,150,96,64,202
"United States - Dropbox, 2013 (1st half)",Dropbox,2013,2013 (1st half),United States,138.5,99,71,286.5
"Belgium - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Belgium,150,105,70,169
"North Korea - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),North Korea,126,109,87,222
"South Korea - Google, 2013 (1st half)",Google,2013,2013 (1st half),South Korea,357,111,31,1139
"Japan - Google, 2013 (1st half)",Google,2013,2013 (1st half),Japan,194,113,58,266
"Poland - Google, 2013 (1st half)",Google,2013,2013 (1st half),Poland,496,114,23,597
"Argentina - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Argentina,186,123,66,210
"Belgium - Google, 2013 (1st half)",Google,2013,2013 (1st half),Belgium,194,128,66,289
"Chile - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Chile,215,146,68,340
"United States - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),United States,203.5,170.5,84,
"Chile - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Chile,204,172,84,292
"Taiwan - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Taiwan,229,192,84,329
"Taiwan - Google, 2013 (1st half)",Google,2013,2013 (1st half),Taiwan,306,202,66,444
"Brazil - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Brazil,308,203,66,385
"India - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),India,278,224,81,413
"Brazil - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Brazil,715,236,33,857
"Spain - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Spain,479,244,51,715
"Sweden - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Sweden,281,246,88,825
"Portugal - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Portugal,334,273,82,411
"Mexico - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Mexico,340,289,85,770
"Australia - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Australia,704,316,45,799
"Netherlands - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Netherlands,411,321,78,714
"Italy - Google, 2013 (1st half)",Google,2013,2013 (1st half),Italy,901,342,38,1222
"Australia - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Australia,546,349,64,601
"Spain - Google, 2013 (1st half)",Google,2013,2013 (1st half),Spain,647,356,55,954
"Argentina - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Argentina,455,371,82,675
"Japan - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Japan,476,377,79,574
"Belgium - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Belgium,500,406,81,784
"Australia - Google, 2013 (1st half)",Google,2013,2013 (1st half),Australia,645,413,64,807
"Spain - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Spain,718,500,70,958
"United States - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),United States,1500,500,,2500
"Hong Kong - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Hong Kong,597,501,84,597
"Hong Kong - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Hong Kong,839,532,63,839
"France - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),France,1547,603,39,1598
"United States - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),United States,902,604,67,1319
"Italy - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Italy,852,666,78,1172
"Taiwan - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Taiwan,802,686,86,1516
"Germany - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Germany,1886,698,37,2068
"Spain - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Spain,927,735,79,1478
"Brazil - Google, 2013 (1st half)",Google,2013,2013 (1st half),Brazil,1239,805,65,1515
"India - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),India,1490,835,56,2704
"Brazil - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Brazil,1098,842,77,2019
"United Kingdom - Google, 2013 (1st half)",Google,2013,2013 (1st half),United Kingdom,1274,854,67,1818
"Italy - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Italy,1705,904,53,2306
"France - Google, 2013 (1st half)",Google,2013,2013 (1st half),France,2011,985,49,2481
"Australia - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Australia,1219,1050,86,1462
"United Kingdom - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),United Kingdom,1709,1107,65,2832
"Germany - Google, 2013 (1st half)",Google,2013,2013 (1st half),Germany,2311,1109,48,3079
"France - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),France,1855,1324,71,2373
"United Kingdom - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),United Kingdom,1975,1343,68,2337
"India - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),India,3245,1623,50,4144
"India - Google, 2013 (1st half)",Google,2013,2013 (1st half),India,2691,1722,64,4161
"Italy - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Italy,2637,1774,67,2937
"Taiwan - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Taiwan,1942,1787,92,2650
"Germany - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Germany,4295,3039,71,5306
"United Kingdom - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),United Kingdom,4404,3443,78,6723
"France - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),France,4379,3599,82,7926
"Germany - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Germany,5185,4318,83,9670
"Turkey - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Turkey,6226,4674,75,7333
"United States - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),United States,7014,5318,76,18809
"United States - Google, 2013 (1st half)",Google,2013,2013 (1st half),United States,10918,9004,82,21683
"United States - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),United States,11500,9085,79,20500
"United States - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),United States,12444,11402,92,40322
"Australia - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),Australia,14.5,,,
"Austria - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),Austria,4,,,
"Belgium - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),Belgium,236.5,,,
"France - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),France,673.5,,,
"Germany - LeaseWeb, 2013 (1st half)",LeaseWeb,2013,2013 (1st half),Germany,130,,,
"Germany - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),Germany,1498,,,
"Italy - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),Italy,6.5,,,
"Japan - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),Japan,7,,,
"Netherlands - LeaseWeb, 2013 (1st half)",LeaseWeb,2013,2013 (1st half),Netherlands,57,,,
"Netherlands - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),Netherlands,32.5,,,
"Switzerland - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),Switzerland,30,,,
"Taiwan - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),Taiwan,0.5,,,
"United Kingdom - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),United Kingdom,193,,,
"United States - AT&T, 2013 (1st half)",AT&T,2013,2013 (1st half),United States,150908,,,
"United States - Comcast, 2013 (1st half)",Comcast,2013,2013 (1st half),United States,12829.5,,,
"United States - LeaseWeb, 2013 (1st half)",LeaseWeb,2013,2013 (1st half),United States,4,,,
"United States - Verizon, 2013 (1st half)",Verizon,2013,2013 (1st half),United States,160772.5,,,
"Argentina - LinkedIn, 2013 (2nd half)",LinkedIn,2013,2013 (2nd half),Argentina,1,0,0,1
"Argentina - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Argentina,5.5,0,0,5.5
"Armenia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Armenia,1,0,0,1
"Australia - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),Australia,5.5,0,0,
"Bahrain - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Bahrain,1,0,0,1
"Belarus - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Belarus,2,0,0,2
"Bhutan - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Bhutan,1,0,0,1
"Botswana - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Botswana,1,0,0,1
"Brazil - LinkedIn, 2013 (2nd half)",LinkedIn,2013,2013 (2nd half),Brazil,1,0,0,1
"Brazil - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),Brazil,1,0,0,
"Brazil - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),Brazil,1,0,0,
"Bulgaria - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Bulgaria,1,0,0,3
"Cambodia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Cambodia,1,0,0,1
"Canada - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),Canada,1,0,0,
"Chile - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),Chile,1,0,0,
"Chile - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Chile,5.5,0,0,5.5
"China - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),China,1,0,0,5
"Colombia - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Colombia,14,0,0,17
"Colombia - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Colombia,5.5,0,0,5.5
"Costa Rica - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Costa Rica,1,0,0,1
"Croatia - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Croatia,3,0,0,6
"Ecuador - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Ecuador,2,0,0,1
"Ecuador - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Ecuador,3,0,0,4
"Egypt - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Egypt,6,0,0,6
"France - LinkedIn, 2013 (2nd half)",LinkedIn,2013,2013 (2nd half),France,3,0,0,3
"France - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),France,0.5,0,0,
"France - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),France,1,0,0,
"Georgia - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Georgia,2,0,0,4
"Germany - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),Germany,2.5,0,0,
"Germany - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),Germany,2,0,0,
"Greece - LinkedIn, 2013 (2nd half)",LinkedIn,2013,2013 (2nd half),Greece,1,0,0,1
"Greece - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),Greece,0.5,0,0,
"Greenland - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Greenland,2,0,0,2
"Hungary - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Hungary,42,0,0,42
"India - LinkedIn, 2013 (2nd half)",LinkedIn,2013,2013 (2nd half),India,2,0,0,4
"India - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),India,5,0,0,
"Indonesia - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Indonesia,5.5,0,0,5.5
"Ireland - LinkedIn, 2013 (2nd half)",LinkedIn,2013,2013 (2nd half),Ireland,1,0,0,3
"Italy - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Italy,19,0,0,19
"Italy - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),Italy,1,0,0,
"Ivory Coast - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Ivory Coast,2,0,0,2
"Kazakhstan - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Kazakhstan,2,0,0,2
"Kuwait - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Kuwait,4,0,0,3
"Kuwait - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Kuwait,5.5,0,0,5.5
"Latvia - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Latvia,1,0,0,1
"Latvia - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),Latvia,1,0,0,
"Lebanon - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Lebanon,12,0,0,12
"Lebanon - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Lebanon,3,0,0,4
"Liechtenstein - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Liechtenstein,1,0,0,1
"Luxembourg - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Luxembourg,2,0,0,5
"Macau - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Macau,1,0,0,1
"Macau - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Macau,3,0,0,5
"Malaysia - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Malaysia,2,0,0,2
"Malaysia - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Malaysia,5.5,0,0,5.5
"Maldives - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Maldives,5.5,0,0,5.5
"Malta - LinkedIn, 2013 (2nd half)",LinkedIn,2013,2013 (2nd half),Malta,1,0,0,1
"Mauritius - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Mauritius,1,0,0,1
"Mexico - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Mexico,5.5,0,0,5.5
"Monaco - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Monaco,1,0,0,1
"Nepal - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Nepal,2,0,0,3
"New Zealand - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),New Zealand,5.5,0,0,5.5
"Nigeria - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Nigeria,2,0,0,2
"Oman - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Oman,3,0,0,3
"Oman - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Oman,5.5,0,0,5.5
"Pakistan - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Pakistan,3,0,0,3
"Pakistan - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Pakistan,5.5,0,0,5.5
"Pakistan - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),Pakistan,1,0,0,
"Palestinian Authority - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Palestinian Authority,4,0,0,4
"Peru - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Peru,2,0,0,5
"Peru - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Peru,2,0,0,4
"Portugal - LinkedIn, 2013 (2nd half)",LinkedIn,2013,2013 (2nd half),Portugal,1,0,0,1
"Portugal - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),Portugal,1,0,0,
"Qatar - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Qatar,3,0,0,5
"Qatar - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Qatar,1,0,0,1
"Qatar - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Qatar,5.5,0,0,5.5
"Russia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Russia,1,0,0,1
"Russia - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Russia,4,0,0,3
"Singapore - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Singapore,5.5,0,0,5.5
"Slovenia - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Slovenia,1,0,0,1
"Slovenia - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Slovenia,2,0,0,1
"Slovenia - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),Slovenia,0.5,0,0,
"South Africa - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),South Africa,3,0,0,4
"South Africa - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),South Africa,2,0,0,2
"South Africa - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),South Africa,3,0,0,3
"South Korea - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),South Korea,1,0,0,1
"Spain - LinkedIn, 2013 (2nd half)",LinkedIn,2013,2013 (2nd half),Spain,2,0,0,2
"Spain - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Spain,13,0,0,26
"Sri Lanka - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Sri Lanka,1,0,0,3
"Sudan - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Sudan,4,0,0,4
"Sweden - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),Sweden,1,0,0,
"Thailand - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Thailand,2,0,0,2
"Thailand - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Thailand,14,0,0,19
"Trinidad and Tobago - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Trinidad and Tobago,1,0,0,5
"Turkey - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),Turkey,0.5,0,0,
"Turkey - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Turkey,5.5,0,0,5.5
"Uganda - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Uganda,1,0,0,1
"Ukraine - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Ukraine,1,0,0,1
"United Arab Emirates - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),United Arab Emirates,2,0,0,2
"United Arab Emirates - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),United Arab Emirates,2,0,0,2
"United Arab Emirates - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),United Arab Emirates,5.5,0,0,5.5
"United Kingdom - LinkedIn, 2013 (2nd half)",LinkedIn,2013,2013 (2nd half),United Kingdom,3,0,0,3
"United Kingdom - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),United Kingdom,1,0,0,
"Uruguay - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Uruguay,1,0,0,1
"Vatican City - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Vatican City,1,0,0,1
"Georgia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Georgia,3,1,33,3
"Costa Rica - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Costa Rica,9,1,11,14
"Bulgaria - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Bulgaria,2,1,50,2
"Canada - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),Canada,5.5,1,18,
"Egypt - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Egypt,1,1,100,1
"Estonia - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Estonia,2,1,50,4
"Iceland - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Iceland,1,1,100,1
"Ivory Coast - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Ivory Coast,1,1,100,1
"Kosovo - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Kosovo,1,1,100,2
"Liechtenstein - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Liechtenstein,1,1,100,1
"New Zealand - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),New Zealand,2,1,50,
"Paraguay - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Paraguay,1,1,100,2
"Serbia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Serbia,1,1,100,2
"Sierra Leone - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Sierra Leone,1,1,100,1
"Trinidad and Tobago - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Trinidad and Tobago,1,1,100,2
"Turkey - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Turkey,133,1,1,182
"Norway - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Norway,15,2,13,14
"Estonia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Estonia,6,2,33,7
"Bosnia and Herzegovina - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Bosnia and Herzegovina,4,2,50,5
"Croatia - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Croatia,2,2,100,2
"Greece - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Greece,13,2,15,29
"Philippines - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Philippines,4,2,50,7
"Slovenia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Slovenia,3,2,67,3
"Bulgaria - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Bulgaria,3,3,100,4
"China - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),China,4,3,75,25
"Cyprus - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Cyprus,3,3,100,3
"El Salvador - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),El Salvador,3,3,100,5
"Malaysia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Malaysia,16,3,19,24
"New Zealand - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),New Zealand,7,3,43,7
"Russia - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Russia,90,3,3,202
"Croatia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Croatia,7,3,43,14
"United Kingdom - Tumblr, 2013 (2nd half)",Tumblr,2013,2013 (2nd half),United Kingdom,8,3.5,44,
"Denmark - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Denmark,12,4,33,11
"Lithuania - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Lithuania,9,4,44,10
"Dominican Republic - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Dominican Republic,4,4,100,47
"French Polynesia - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),French Polynesia,6,4,67,6
"Ireland - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Ireland,15,4,27,51
"Lithuania - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Lithuania,6,4,67,11
"Ukraine - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Ukraine,6,4,67,24
"Colombia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Colombia,21,4,19,27
"Austria - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Austria,28,4,14,32
"Romania - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Romania,11,5,45,20
"Albania - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Albania,6,5,83,9
"Macedonia - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Macedonia,6,5,83,14
"Kenya - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Kenya,8,5,63,11
"Slovakia - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Slovakia,34,5,15,37
"Sweden - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Sweden,18,5,28,19
"United States - Sonic.net, 2013 (2nd half)",Sonic.net,2013,2013 (2nd half),United States,8.5,5,59,
"Australia - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Australia,5.5,5.5,20,5.5
"Belgium - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Belgium,5.5,5.5,50,5.5
"Germany - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Germany,5.5,5.5,33,5.5
"Greece - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Greece,5.5,5.5,11,5.5
"Lebanon - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Lebanon,5.5,5.5,67,5.5
"Netherlands - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Netherlands,5.5,5.5,56,14
"Norway - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Norway,5.5,5.5,100,5.5
"Saudi Arabia - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Saudi Arabia,100,5.5,5,12
"Austria - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Austria,23,6,26,114
"Brazil - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Brazil,20,6,30,55
"Greece - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Greece,8,6,75,9
"India - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),India,19,6,32,27
"Switzerland - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Switzerland,34,6,18,43
"Canada - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Canada,9,7,78,22
"Lithuania - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Lithuania,11,7,64,18
"United States - CREDO, 2013 (2nd half)",CREDO,2013,2013 (2nd half),United States,8,7,88,
"Finland - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Finland,11,7,64,12
"Austria - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Austria,15,8,53,109
"Israel - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Israel,15,8,53,21
"New Zealand - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),New Zealand,14,8,57,17
"Netherlands - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Netherlands,23,8,36,28
"Estonia - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Estonia,13,9,69,18
"Romania - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Romania,16,9,56,33
"Canada - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),Canada,18,10,56,19
"Czech Republic - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Czech Republic,14,11,79,19
"United States - Pinterest, 2013 (2nd half)",Pinterest,2013,2013 (2nd half),United States,12,11,92,13
"Venezuela - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Venezuela,11,11,100,44
"Hungary - Facebook, 2013 (2nd half)",Facebook,2013,2013 (2nd half),Hungary,38,11,29,51
"Finland - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Finland,13,12,92,48
"Ireland - Yahoo, 2013 (2nd half)",Yahoo,2013,2013 (2nd half),Ireland,30,12,40,30
"United States - Wordpress, 2013 (2nd half)",Wordpress,2013,2013 (2nd half),United States,20,12,60,
"Canada - Google, 2013 (2nd half)",Google,2013,2013 (2nd half),Canada,52,13,25,75
"France - Twitter, 2013 (2nd half)",Twitter,2013,2013 (2nd half),France,57,13,23,102
"Slovakia - Microsoft, 2013 (2nd half)",Microsoft,2013,2013 (2nd half),Slovakia,16,14,88,18
