ID,Country,Male,Female,Female-to-Male Ratio,Rank,Sub-Index,Main Index
Trinidad and Tobago - Enrollment in Primary Education,Trinidad and Tobago,95,96,0.99,92,Enrollment in Primary Education,Educational Attainment
Croatia - Enrollment in Primary Education,Croatia,89,90,0.99,93,Enrollment in Primary Education,Educational Attainment
Romania - Enrollment in Primary Education,Romania,85,86,0.99,94,Enrollment in Primary Education,Educational Attainment
Guatemala - Enrollment in Primary Education,Guatemala,92,93,0.99,95,Enrollment in Primary Education,Educational Attainment
Italy - Enrollment in Primary Education,Italy,97,98,0.99,96,Enrollment in Primary Education,Educational Attainment
Bahrain - Enrollment in Primary Education,Bahrain,96,97,0.99,97,Enrollment in Primary Education,Educational Attainment
Maldives - Enrollment in Primary Education,Maldives,94,95,0.99,98,Enrollment in Primary Education,Educational Attainment
Hungary - Enrollment in Primary Education,Hungary,91,92,0.99,99,Enrollment in Primary Education,Educational Attainment
Thailand - Enrollment in Primary Education,Thailand,95,96,0.99,100,Enrollment in Primary Education,Educational Attainment
South Africa - Enrollment in Primary Education,South Africa,84,86,0.99,101,Enrollment in Primary Education,Educational Attainment
Mongolia - Enrollment in Primary Education,Mongolia,97,98,0.99,102,Enrollment in Primary Education,Educational Attainment
Turkey - Enrollment in Primary Education,Turkey,93,95,0.98,103,Enrollment in Primary Education,Educational Attainment
Jordan - Enrollment in Primary Education,Jordan,96,98,0.98,104,Enrollment in Primary Education,Educational Attainment
Brunei Darussalam - Enrollment in Primary Education,Brunei Darussalam,91,92,0.98,105,Enrollment in Primary Education,Educational Attainment
Kuwait - Enrollment in Primary Education,Kuwait,91,93,0.98,106,Enrollment in Primary Education,Educational Attainment
Syria - Enrollment in Primary Education,Syria,92,94,0.98,107,Enrollment in Primary Education,Educational Attainment
"Iran, Islamic Rep. - Enrollment in Primary Education","Iran, Islamic Rep.",96,98,0.98,108,Enrollment in Primary Education,Educational Attainment
Lao PDR - Enrollment in Primary Education,Lao PDR,95,97,0.98,109,Enrollment in Primary Education,Educational Attainment
Algeria - Enrollment in Primary Education,Algeria,95,97,0.98,110,Enrollment in Primary Education,Educational Attainment
Kyrgyz Republic - Enrollment in Primary Education,Kyrgyz Republic,89,92,0.98,111,Enrollment in Primary Education,Educational Attainment
Venezuela - Enrollment in Primary Education,Venezuela,91,93,0.98,112,Enrollment in Primary Education,Educational Attainment
United Arab Emirates - Enrollment in Primary Education,United Arab Emirates,90,92,0.98,113,Enrollment in Primary Education,Educational Attainment
Azerbaijan - Enrollment in Primary Education,Azerbaijan,88,90,0.98,114,Enrollment in Primary Education,Educational Attainment
Egypt - Enrollment in Primary Education,Egypt,96,98,0.97,115,Enrollment in Primary Education,Educational Attainment
Cambodia - Enrollment in Primary Education,Cambodia,97,100,0.97,116,Enrollment in Primary Education,Educational Attainment
India - Enrollment in Primary Education,India,84,87,0.97,117,Enrollment in Primary Education,Educational Attainment
Tajikistan - Enrollment in Primary Education,Tajikistan,96,99,0.97,118,Enrollment in Primary Education,Educational Attainment
Cape Verde - Enrollment in Primary Education,Cape Verde,96,99,0.97,119,Enrollment in Primary Education,Educational Attainment
Dominican Republic - Enrollment in Primary Education,Dominican Republic,85,88,0.97,120,Enrollment in Primary Education,Educational Attainment
Malaysia - Enrollment in Primary Education,Malaysia,95,98,0.96,121,Enrollment in Primary Education,Educational Attainment
Albania - Enrollment in Primary Education,Albania,90,93,0.96,122,Enrollment in Primary Education,Educational Attainment
Qatar - Enrollment in Primary Education,Qatar,90,94,0.95,123,Enrollment in Primary Education,Educational Attainment
Burkina Faso - Enrollment in Primary Education,Burkina Faso,65,68,0.95,124,Enrollment in Primary Education,Educational Attainment
Liberia - Enrollment in Primary Education,Liberia,40,42,0.95,125,Enrollment in Primary Education,Educational Attainment
Mozambique - Enrollment in Primary Education,Mozambique,84,89,0.95,126,Enrollment in Primary Education,Educational Attainment
Singapore - Enrollment in Primary Education,Singapore,—,—,0.93,127,Enrollment in Primary Education,Educational Attainment
Lebanon - Enrollment in Primary Education,Lebanon,90,97,0.93,128,Enrollment in Primary Education,Educational Attainment
Ethiopia - Enrollment in Primary Education,Ethiopia,65,71,0.91,129,Enrollment in Primary Education,Educational Attainment
Mali - Enrollment in Primary Education,Mali,64,73,0.88,130,Enrollment in Primary Education,Educational Attainment
Pakistan - Enrollment in Primary Education,Pakistan,67,77,0.87,131,Enrollment in Primary Education,Educational Attainment
Guinea - Enrollment in Primary Education,Guinea,69,80,0.86,132,Enrollment in Primary Education,Educational Attainment
Yemen - Enrollment in Primary Education,Yemen,79,94,0.84,133,Enrollment in Primary Education,Educational Attainment
Nigeria - Enrollment in Primary Education,Nigeria,58,69,0.84,134,Enrollment in Primary Education,Educational Attainment
Côte d'Ivoire - Enrollment in Primary Education,Côte d'Ivoire,56,67,0.84,135,Enrollment in Primary Education,Educational Attainment
Chad - Enrollment in Primary Education,Chad,55,71,0.77,136,Enrollment in Primary Education,Educational Attainment
Angola - Enrollment in Primary Education,Angola,74,97,0.77,137,Enrollment in Primary Education,Educational Attainment
Austria - Enrollment in Primary Education,Austria,—,—,—,—,Enrollment in Primary Education,Educational Attainment
Czech Republic - Enrollment in Primary Education,Czech Republic,—,—,—,—,Enrollment in Primary Education,Educational Attainment
Japan - Enrollment in Primary Education,Japan,—,—,—,—,Enrollment in Primary Education,Educational Attainment
Slovak Republic - Enrollment in Primary Education,Slovak Republic,—,—,—,—,Enrollment in Primary Education,Educational Attainment
Vietnam - Enrollment in Primary Education,Vietnam,—,—,—,—,Enrollment in Primary Education,Educational Attainment
Lesotho - Enrollment in Secondary Education,Lesotho,41,26,1.57,1,Enrollment in Secondary Education,Educational Attainment
Namibia - Enrollment in Secondary Education,Namibia,57,45,1.27,2,Enrollment in Secondary Education,Educational Attainment
Suriname - Enrollment in Secondary Education,Suriname,63,52,1.22,3,Enrollment in Secondary Education,Educational Attainment
Philippines - Enrollment in Secondary Education,Philippines,67,56,1.19,4,Enrollment in Secondary Education,Educational Attainment
Armenia - Enrollment in Secondary Education,Armenia,91,76,1.19,5,Enrollment in Secondary Education,Educational Attainment
Swaziland - Enrollment in Secondary Education,Swaziland,38,32,1.17,6,Enrollment in Secondary Education,Educational Attainment
Guyana - Enrollment in Secondary Education,Guyana,100,86,1.16,7,Enrollment in Secondary Education,Educational Attainment
Botswana - Enrollment in Secondary Education,Botswana,65,56,1.16,8,Enrollment in Secondary Education,Educational Attainment
Bangladesh - Enrollment in Secondary Education,Bangladesh,51,44,1.16,9,Enrollment in Secondary Education,Educational Attainment
Cape Verde - Enrollment in Secondary Education,Cape Verde,74,64,1.15,10,Enrollment in Secondary Education,Educational Attainment
Dominican Republic - Enrollment in Secondary Education,Dominican Republic,66,58,1.15,11,Enrollment in Secondary Education,Educational Attainment
Bhutan - Enrollment in Secondary Education,Bhutan,61,53,1.15,12,Enrollment in Secondary Education,Educational Attainment
Barbados - Enrollment in Secondary Education,Barbados,96,84,1.15,13,Enrollment in Secondary Education,Educational Attainment
Nicaragua - Enrollment in Secondary Education,Nicaragua,49,42,1.14,14,Enrollment in Secondary Education,Educational Attainment
Maldives - Enrollment in Secondary Education,Maldives,53,46,1.14,15,Enrollment in Secondary Education,Educational Attainment
Uruguay - Enrollment in Secondary Education,Uruguay,76,68,1.12,16,Enrollment in Secondary Education,Educational Attainment
South Africa - Enrollment in Secondary Education,South Africa,65,58,1.11,17,Enrollment in Secondary Education,Educational Attainment
Fiji - Enrollment in Secondary Education,Fiji,88,79,1.11,18,Enrollment in Secondary Education,Educational Attainment
Qatar - Enrollment in Secondary Education,Qatar,100,91,1.1,19,Enrollment in Secondary Education,Educational Attainment
Portugal - Enrollment in Secondary Education,Portugal,86,78,1.1,20,Enrollment in Secondary Education,Educational Attainment
United Arab Emirates - Enrollment in Secondary Education,United Arab Emirates,79,73,1.09,21,Enrollment in Secondary Education,Educational Attainment
Argentina - Enrollment in Secondary Education,Argentina,89,81,1.09,22,Enrollment in Secondary Education,Educational Attainment
Venezuela - Enrollment in Secondary Education,Venezuela,78,71,1.09,23,Enrollment in Secondary Education,Educational Attainment
Colombia - Enrollment in Secondary Education,Colombia,77,71,1.08,24,Enrollment in Secondary Education,Educational Attainment
Panama - Enrollment in Secondary Education,Panama,79,74,1.08,25,Enrollment in Secondary Education,Educational Attainment
Paraguay - Enrollment in Secondary Education,Paraguay,65,60,1.08,26,Enrollment in Secondary Education,Educational Attainment
Bahamas - Enrollment in Secondary Education,Bahamas,86,80,1.07,27,Enrollment in Secondary Education,Educational Attainment
Trinidad and Tobago - Enrollment in Secondary Education,Trinidad and Tobago,75,70,1.07,28,Enrollment in Secondary Education,Educational Attainment
Costa Rica - Enrollment in Secondary Education,Costa Rica,75,71,1.07,29,Enrollment in Secondary Education,Educational Attainment
Belize - Enrollment in Secondary Education,Belize,75,70,1.06,30,Enrollment in Secondary Education,Educational Attainment
Thailand - Enrollment in Secondary Education,Thailand,82,77,1.06,31,Enrollment in Secondary Education,Educational Attainment
Mongolia - Enrollment in Secondary Education,Mongolia,85,81,1.05,32,Enrollment in Secondary Education,Educational Attainment
Malta - Enrollment in Secondary Education,Malta,84,80,1.05,33,Enrollment in Secondary Education,Educational Attainment
Jamaica - Enrollment in Secondary Education,Jamaica,76,72,1.05,34,Enrollment in Secondary Education,Educational Attainment
Sri Lanka - Enrollment in Secondary Education,Sri Lanka,87,83,1.05,35,Enrollment in Secondary Education,Educational Attainment
Nepal - Enrollment in Secondary Education,Nepal,61,59,1.05,36,Enrollment in Secondary Education,Educational Attainment
Mexico - Enrollment in Secondary Education,Mexico,69,66,1.04,37,Enrollment in Secondary Education,Educational Attainment
Chile - Enrollment in Secondary Education,Chile,86,82,1.04,38,Enrollment in Secondary Education,Educational Attainment
Luxembourg - Enrollment in Secondary Education,Luxembourg,88,85,1.04,39,Enrollment in Secondary Education,Educational Attainment
Bahrain - Enrollment in Secondary Education,Bahrain,87,84,1.04,40,Enrollment in Secondary Education,Educational Attainment
Indonesia - Enrollment in Secondary Education,Indonesia,77,75,1.04,41,Enrollment in Secondary Education,Educational Attainment
Jordan - Enrollment in Secondary Education,Jordan,89,86,1.03,42,Enrollment in Secondary Education,Educational Attainment
Israel - Enrollment in Secondary Education,Israel,100,97,1.03,43,Enrollment in Secondary Education,Educational Attainment
Croatia - Enrollment in Secondary Education,Croatia,95,92,1.03,44,Enrollment in Secondary Education,Educational Attainment
El Salvador - Enrollment in Secondary Education,El Salvador,62,61,1.03,45,Enrollment in Secondary Education,Educational Attainment
Kuwait - Enrollment in Secondary Education,Kuwait,88,86,1.03,46,Enrollment in Secondary Education,Educational Attainment
Ecuador - Enrollment in Secondary Education,Ecuador,75,73,1.03,47,Enrollment in Secondary Education,Educational Attainment
Denmark - Enrollment in Secondary Education,Denmark,92,90,1.02,48,Enrollment in Secondary Education,Educational Attainment
Cyprus - Enrollment in Secondary Education,Cyprus,93,91,1.02,49,Enrollment in Secondary Education,Educational Attainment
United States - Enrollment in Secondary Education,United States,88,86,1.02,50,Enrollment in Secondary Education,Educational Attainment
Serbia - Enrollment in Secondary Education,Serbia,91,90,1.02,51,Enrollment in Secondary Education,Educational Attainment
Bolivia - Enrollment in Secondary Education,Bolivia,69,68,1.02,52,Enrollment in Secondary Education,Educational Attainment
Latvia - Enrollment in Secondary Education,Latvia,84,83,1.02,53,Enrollment in Secondary Education,Educational Attainment
France - Enrollment in Secondary Education,France,98,96,1.02,54,Enrollment in Secondary Education,Educational Attainment
Romania - Enrollment in Secondary Education,Romania,81,79,1.02,55,Enrollment in Secondary Education,Educational Attainment
Spain - Enrollment in Secondary Education,Spain,96,95,1.02,56,Enrollment in Secondary Education,Educational Attainment
Cuba - Enrollment in Secondary Education,Cuba,87,86,1.01,57,Enrollment in Secondary Education,Educational Attainment
Poland - Enrollment in Secondary Education,Poland,91,90,1.01,58,Enrollment in Secondary Education,Educational Attainment
Norway - Enrollment in Secondary Education,Norway,96,94,1.01,59,Enrollment in Secondary Education,Educational Attainment
Netherlands - Enrollment in Secondary Education,Netherlands,91,90,1.01,60,Enrollment in Secondary Education,Educational Attainment
Australia - Enrollment in Secondary Education,Australia,86,85,1.01,61,Enrollment in Secondary Education,Educational Attainment
Italy - Enrollment in Secondary Education,Italy,92,91,1.01,62,Enrollment in Secondary Education,Educational Attainment
Slovenia - Enrollment in Secondary Education,Slovenia,94,93,1.01,63,Enrollment in Secondary Education,Educational Attainment
Moldova - Enrollment in Secondary Education,Moldova,78,78,1.01,64,Enrollment in Secondary Education,Educational Attainment
Iceland - Enrollment in Secondary Education,Iceland,89,88,1.01,65,Enrollment in Secondary Education,Educational Attainment
Madagascar - Enrollment in Secondary Education,Madagascar,31,31,1.01,66,Enrollment in Secondary Education,Educational Attainment
Peru - Enrollment in Secondary Education,Peru,77,77,1.01,67,Enrollment in Secondary Education,Educational Attainment
Ireland - Enrollment in Secondary Education,Ireland,100,99,1.01,68,Enrollment in Secondary Education,Educational Attainment
Japan - Enrollment in Secondary Education,Japan,100,99,1.01,69,Enrollment in Secondary Education,Educational Attainment
Mauritius - Enrollment in Secondary Education,Mauritius,81,80,1.01,70,Enrollment in Secondary Education,Educational Attainment
Finland - Enrollment in Secondary Education,Finland,93,92,1.01,71,Enrollment in Secondary Education,Educational Attainment
Estonia - Enrollment in Secondary Education,Estonia,91,90,1.01,72,Enrollment in Secondary Education,Educational Attainment
Brunei Darussalam - Enrollment in Secondary Education,Brunei Darussalam,95,94,1.01,73,Enrollment in Secondary Education,Educational Attainment
Belarus - Enrollment in Secondary Education,Belarus,96,95,1,74,Enrollment in Secondary Education,Educational Attainment
Ukraine - Enrollment in Secondary Education,Ukraine,86,85,1,75,Enrollment in Secondary Education,Educational Attainment
United Kingdom - Enrollment in Secondary Education,United Kingdom,95,95,1,76,Enrollment in Secondary Education,Educational Attainment
New Zealand - Enrollment in Secondary Education,New Zealand,97,97,1,77,Enrollment in Secondary Education,Educational Attainment
Lebanon - Enrollment in Secondary Education,Lebanon,68,67,1,78,Enrollment in Secondary Education,Educational Attainment
Syria - Enrollment in Secondary Education,Syria,69,69,1,79,Enrollment in Secondary Education,Educational Attainment
Egypt - Enrollment in Secondary Education,Egypt,82,83,1,80,Enrollment in Secondary Education,Educational Attainment
Sweden - Enrollment in Secondary Education,Sweden,93,93,1,81,Enrollment in Secondary Education,Educational Attainment
Greece - Enrollment in Secondary Education,Greece,99,99,1,82,Enrollment in Secondary Education,Educational Attainment
Hungary - Enrollment in Secondary Education,Hungary,92,92,0.99,83,Enrollment in Secondary Education,Educational Attainment
Lithuania - Enrollment in Secondary Education,Lithuania,96,97,0.99,84,Enrollment in Secondary Education,Educational Attainment
"Korea, Rep. - Enrollment in Secondary Education","Korea, Rep.",96,96,0.99,85,Enrollment in Secondary Education,Educational Attainment
Kyrgyz Republic - Enrollment in Secondary Education,Kyrgyz Republic,80,81,0.99,86,Enrollment in Secondary Education,Educational Attainment
Kazakhstan - Enrollment in Secondary Education,Kazakhstan,86,87,0.99,87,Enrollment in Secondary Education,Educational Attainment
Bulgaria - Enrollment in Secondary Education,Bulgaria,84,86,0.98,88,Enrollment in Secondary Education,Educational Attainment
Azerbaijan - Enrollment in Secondary Education,Azerbaijan,86,88,0.98,89,Enrollment in Secondary Education,Educational Attainment
Malaysia - Enrollment in Secondary Education,Malaysia,66,67,0.98,90,Enrollment in Secondary Education,Educational Attainment
"Macedonia, FYR - Enrollment in Secondary Education","Macedonia, FYR",77,79,0.97,91,Enrollment in Secondary Education,Educational Attainment
Switzerland - Enrollment in Secondary Education,Switzerland,80,82,0.97,92,Enrollment in Secondary Education,Educational Attainment
Belgium - Enrollment in Secondary Education,Belgium,84,87,0.97,93,Enrollment in Secondary Education,Educational Attainment
Oman - Enrollment in Secondary Education,Oman,86,90,0.96,94,Enrollment in Secondary Education,Educational Attainment
Albania - Enrollment in Secondary Education,Albania,64,66,0.96,95,Enrollment in Secondary Education,Educational Attainment
Turkey - Enrollment in Secondary Education,Turkey,80,84,0.96,96,Enrollment in Secondary Education,Educational Attainment
Mozambique - Enrollment in Secondary Education,Mozambique,17,18,0.95,97,Enrollment in Secondary Education,Educational Attainment
Ghana - Enrollment in Secondary Education,Ghana,50,53,0.95,98,Enrollment in Secondary Education,Educational Attainment
Georgia - Enrollment in Secondary Education,Georgia,80,84,0.95,99,Enrollment in Secondary Education,Educational Attainment
Singapore - Enrollment in Secondary Education,Singapore,—,—,0.95,100,Enrollment in Secondary Education,Educational Attainment
"Iran, Islamic Rep. - Enrollment in Secondary Education","Iran, Islamic Rep.",79,84,0.95,101,Enrollment in Secondary Education,Educational Attainment
Malawi - Enrollment in Secondary Education,Malawi,29,30,0.95,102,Enrollment in Secondary Education,Educational Attainment
Algeria - Enrollment in Secondary Education,Algeria,49,52,0.94,103,Enrollment in Secondary Education,Educational Attainment
Kenya - Enrollment in Secondary Education,Kenya,48,52,0.94,104,Enrollment in Secondary Education,Educational Attainment
Zimbabwe - Enrollment in Secondary Education,Zimbabwe,34,37,0.93,105,Enrollment in Secondary Education,Educational Attainment
Lao PDR - Enrollment in Secondary Education,Lao PDR,40,43,0.92,106,Enrollment in Secondary Education,Educational Attainment
Guatemala - Enrollment in Secondary Education,Guatemala,45,48,0.92,107,Enrollment in Secondary Education,Educational Attainment
Cambodia - Enrollment in Secondary Education,Cambodia,36,40,0.92,108,Enrollment in Secondary Education,Educational Attainment
Tajikistan - Enrollment in Secondary Education,Tajikistan,79,88,0.9,109,Enrollment in Secondary Education,Educational Attainment
Uganda - Enrollment in Secondary Education,Uganda,15,16,0.89,110,Enrollment in Secondary Education,Educational Attainment
Mauritania - Enrollment in Secondary Education,Mauritania,14,15,0.88,111,Enrollment in Secondary Education,Educational Attainment
Burundi - Enrollment in Secondary Education,Burundi,17,20,0.87,112,Enrollment in Secondary Education,Educational Attainment
Tanzania - Enrollment in Secondary Education,Tanzania,26,30,0.86,113,Enrollment in Secondary Education,Educational Attainment
Burkina Faso - Enrollment in Secondary Education,Burkina Faso,18,22,0.83,114,Enrollment in Secondary Education,Educational Attainment
Angola - Enrollment in Secondary Education,Angola,12,15,0.81,115,Enrollment in Secondary Education,Educational Attainment
India - Enrollment in Secondary Education,India,—,—,0.79,116,Enrollment in Secondary Education,Educational Attainment
Nigeria - Enrollment in Secondary Education,Nigeria,22,29,0.77,117,Enrollment in Secondary Education,Educational Attainment
Senegal - Enrollment in Secondary Education,Senegal,18,24,0.76,118,Enrollment in Secondary Education,Educational Attainment
Pakistan - Enrollment in Secondary Education,Pakistan,31,41,0.74,119,Enrollment in Secondary Education,Educational Attainment
Mali - Enrollment in Secondary Education,Mali,28,40,0.71,120,Enrollment in Secondary Education,Educational Attainment
Yemen - Enrollment in Secondary Education,Yemen,34,51,0.66,121,Enrollment in Secondary Education,Educational Attainment
Guinea - Enrollment in Secondary Education,Guinea,23,37,0.63,122,Enrollment in Secondary Education,Educational Attainment
Ethiopia - Enrollment in Secondary Education,Ethiopia,11,18,0.61,123,Enrollment in Secondary Education,Educational Attainment
Côte d'Ivoire - Enrollment in Secondary Education,Côte d'Ivoire,14,25,0.57,124,Enrollment in Secondary Education,Educational Attainment
Chad - Enrollment in Secondary Education,Chad,5,16,0.33,125,Enrollment in Secondary Education,Educational Attainment
Austria - Enrollment in Secondary Education,Austria,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Brazil - Enrollment in Secondary Education,Brazil,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Canada - Enrollment in Secondary Education,Canada,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
China - Enrollment in Secondary Education,China,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Czech Republic - Enrollment in Secondary Education,Czech Republic,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Germany - Enrollment in Secondary Education,Germany,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Honduras - Enrollment in Secondary Education,Honduras,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Liberia - Enrollment in Secondary Education,Liberia,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Montenegro - Enrollment in Secondary Education,Montenegro,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Morocco - Enrollment in Secondary Education,Morocco,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Russian Federation - Enrollment in Secondary Education,Russian Federation,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Rwanda - Enrollment in Secondary Education,Rwanda,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Saudi Arabia - Enrollment in Secondary Education,Saudi Arabia,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Slovak Republic - Enrollment in Secondary Education,Slovak Republic,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Tunisia - Enrollment in Secondary Education,Tunisia,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Vietnam - Enrollment in Secondary Education,Vietnam,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Zambia - Enrollment in Secondary Education,Zambia,—,—,—,—,Enrollment in Secondary Education,Educational Attainment
Qatar - Enrollment in Tertiary Education,Qatar,37,5,6.76,1,Enrollment in Tertiary Education,Educational Attainment
Barbados - Enrollment in Tertiary Education,Barbados,88,36,2.45,2,Enrollment in Tertiary Education,Educational Attainment
Guyana - Enrollment in Tertiary Education,Guyana,18,8,2.14,3,Enrollment in Tertiary Education,Educational Attainment
Kuwait - Enrollment in Tertiary Education,Kuwait,31,15,2.1,4,Enrollment in Tertiary Education,Educational Attainment
Jamaica - Enrollment in Tertiary Education,Jamaica,42,20,2.05,5,Enrollment in Tertiary Education,Educational Attainment
Bahrain - Enrollment in Tertiary Education,Bahrain,47,24,1.98,6,Enrollment in Tertiary Education,Educational Attainment
Brunei Darussalam - Enrollment in Tertiary Education,Brunei Darussalam,31,18,1.74,7,Enrollment in Tertiary Education,Educational Attainment
Uruguay - Enrollment in Tertiary Education,Uruguay,80,47,1.73,8,Enrollment in Tertiary Education,Educational Attainment
Suriname - Enrollment in Tertiary Education,Suriname,15,9,1.72,9,Enrollment in Tertiary Education,Educational Attainment
Iceland - Enrollment in Tertiary Education,Iceland,102,60,1.7,10,Enrollment in Tertiary Education,Educational Attainment
Venezuela - Enrollment in Tertiary Education,Venezuela,99,58,1.69,11,Enrollment in Tertiary Education,Educational Attainment
Belize - Enrollment in Tertiary Education,Belize,33,19,1.69,12,Enrollment in Tertiary Education,Educational Attainment
Sri Lanka - Enrollment in Tertiary Education,Sri Lanka,21,13,1.66,13,Enrollment in Tertiary Education,Educational Attainment
Tunisia - Enrollment in Tertiary Education,Tunisia,43,27,1.59,14,Enrollment in Tertiary Education,Educational Attainment
Dominican Republic - Enrollment in Tertiary Education,Dominican Republic,41,26,1.59,15,Enrollment in Tertiary Education,Educational Attainment
Norway - Enrollment in Tertiary Education,Norway,91,58,1.58,16,Enrollment in Tertiary Education,Educational Attainment
Armenia - Enrollment in Tertiary Education,Armenia,58,37,1.57,17,Enrollment in Tertiary Education,Educational Attainment
Panama - Enrollment in Tertiary Education,Panama,51,33,1.56,18,Enrollment in Tertiary Education,Educational Attainment
Argentina - Enrollment in Tertiary Education,Argentina,96,62,1.56,19,Enrollment in Tertiary Education,Educational Attainment
Sweden - Enrollment in Tertiary Education,Sweden,86,55,1.55,20,Enrollment in Tertiary Education,Educational Attainment
Poland - Enrollment in Tertiary Education,Poland,89,58,1.55,21,Enrollment in Tertiary Education,Educational Attainment
Slovak Republic - Enrollment in Tertiary Education,Slovak Republic,67,44,1.54,22,Enrollment in Tertiary Education,Educational Attainment
Latvia - Enrollment in Tertiary Education,Latvia,79,52,1.54,23,Enrollment in Tertiary Education,Educational Attainment
Estonia - Enrollment in Tertiary Education,Estonia,93,61,1.53,24,Enrollment in Tertiary Education,Educational Attainment
Cuba - Enrollment in Tertiary Education,Cuba,76,50,1.52,25,Enrollment in Tertiary Education,Educational Attainment
Lesotho - Enrollment in Tertiary Education,Lesotho,13,9,1.51,26,Enrollment in Tertiary Education,Educational Attainment
Slovenia - Enrollment in Tertiary Education,Slovenia,104,70,1.49,27,Enrollment in Tertiary Education,Educational Attainment
Algeria - Enrollment in Tertiary Education,Algeria,38,25,1.48,28,Enrollment in Tertiary Education,Educational Attainment
New Zealand - Enrollment in Tertiary Education,New Zealand,95,65,1.46,29,Enrollment in Tertiary Education,Educational Attainment
Oman - Enrollment in Tertiary Education,Oman,34,24,1.45,30,Enrollment in Tertiary Education,Educational Attainment
Mongolia - Enrollment in Tertiary Education,Mongolia,72,50,1.45,31,Enrollment in Tertiary Education,Educational Attainment
Lithuania - Enrollment in Tertiary Education,Lithuania,88,61,1.44,32,Enrollment in Tertiary Education,Educational Attainment
Kazakhstan - Enrollment in Tertiary Education,Kazakhstan,53,37,1.43,33,Enrollment in Tertiary Education,Educational Attainment
Italy - Enrollment in Tertiary Education,Italy,74,52,1.42,34,Enrollment in Tertiary Education,Educational Attainment
Czech Republic - Enrollment in Tertiary Education,Czech Republic,76,53,1.42,35,Enrollment in Tertiary Education,Educational Attainment
Denmark - Enrollment in Tertiary Education,Denmark,94,66,1.41,36,Enrollment in Tertiary Education,Educational Attainment
Paraguay - Enrollment in Tertiary Education,Paraguay,40,29,1.4,37,Enrollment in Tertiary Education,Educational Attainment
Belarus - Enrollment in Tertiary Education,Belarus,107,77,1.4,38,Enrollment in Tertiary Education,Educational Attainment
Cape Verde - Enrollment in Tertiary Education,Cape Verde,24,17,1.39,39,Enrollment in Tertiary Education,Educational Attainment
United States - Enrollment in Tertiary Education,United States,110,79,1.39,40,Enrollment in Tertiary Education,Educational Attainment
Australia - Enrollment in Tertiary Education,Australia,101,73,1.38,41,Enrollment in Tertiary Education,Educational Attainment
Honduras - Enrollment in Tertiary Education,Honduras,24,17,1.37,42,Enrollment in Tertiary Education,Educational Attainment
Croatia - Enrollment in Tertiary Education,Croatia,71,52,1.36,43,Enrollment in Tertiary Education,Educational Attainment
United Kingdom - Enrollment in Tertiary Education,United Kingdom,72,53,1.36,44,Enrollment in Tertiary Education,Educational Attainment
Thailand - Enrollment in Tertiary Education,Thailand,59,44,1.34,45,Enrollment in Tertiary Education,Educational Attainment
Canada - Enrollment in Tertiary Education,Canada,68,51,1.34,46,Enrollment in Tertiary Education,Educational Attainment
Romania - Enrollment in Tertiary Education,Romania,59,44,1.33,47,Enrollment in Tertiary Education,Educational Attainment
Mauritius - Enrollment in Tertiary Education,Mauritius,46,35,1.32,48,Enrollment in Tertiary Education,Educational Attainment
Israel - Enrollment in Tertiary Education,Israel,75,57,1.32,49,Enrollment in Tertiary Education,Educational Attainment
Serbia - Enrollment in Tertiary Education,Serbia,60,45,1.32,50,Enrollment in Tertiary Education,Educational Attainment
Malta - Enrollment in Tertiary Education,Malta,47,36,1.32,51,Enrollment in Tertiary Education,Educational Attainment
Moldova - Enrollment in Tertiary Education,Moldova,46,35,1.32,52,Enrollment in Tertiary Education,Educational Attainment
Albania - Enrollment in Tertiary Education,Albania,63,48,1.32,53,Enrollment in Tertiary Education,Educational Attainment
Hungary - Enrollment in Tertiary Education,Hungary,68,52,1.3,54,Enrollment in Tertiary Education,Educational Attainment
Brazil - Enrollment in Tertiary Education,Brazil,29,22,1.29,55,Enrollment in Tertiary Education,Educational Attainment
Belgium - Enrollment in Tertiary Education,Belgium,80,62,1.28,56,Enrollment in Tertiary Education,Educational Attainment
Namibia - Enrollment in Tertiary Education,Namibia,10,8,1.28,57,Enrollment in Tertiary Education,Educational Attainment
Bulgaria - Enrollment in Tertiary Education,Bulgaria,71,55,1.27,58,Enrollment in Tertiary Education,Educational Attainment
Costa Rica - Enrollment in Tertiary Education,Costa Rica,53,41,1.27,59,Enrollment in Tertiary Education,Educational Attainment
